%time,field.header.seq,field.header.stamp,field.header.frame_id,field.major_axis,field.minor_axis,field.circle_diameter,field.orientation,field.x,field.y,field.minor_axis_average
1592978902786683458,7722,1592978902767679026,,174.304733276,130.415374756,0.0,1.41505336761,387.962158203,278.236053467,147.293304443
1592978902814925404,7723,1592978902799437396,,179.882858276,128.094680786,0.0,1.41852498055,388.540740967,276.702575684,148.551025391
1592978902844978921,7724,1592978902830836056,,174.744247437,131.096130371,0.0,1.41459071636,389.257049561,275.806671143,149.927215576
1592978902880577816,7725,1592978902866032732,,179.135284424,128.838256836,0.0,1.19322538376,392.670257568,275.645599365,150.680709839
1592978902912213946,7726,1592978902898004067,,193.023986816,130.568115234,0.0,1.15221500397,393.508544922,278.895385742,151.458633423
1592978902948182616,7727,1592978902933938619,,196.303970337,129.267379761,0.0,1.10996162891,394.176818848,278.033447266,152.218292236
1592978902976896343,7728,1592978902962048947,,190.13633728,130.972457886,0.0,0.951252937317,394.363525391,271.852905273,153.607513428
1592978903014855396,7729,1592978902999589336,,179.666976929,131.116607666,0.0,0.889199674129,395.220916748,269.380615234,154.849075317
1592978903051986931,7730,1592978903035901816,,189.496032715,127.900123596,0.0,0.828864693642,400.220092773,272.798095703,155.513442993
1592978903082516321,7731,1592978903067994482,,177.746536255,125.648887634,0.0,0.831272721291,397.696105957,268.055328369,155.470092773
1592978903115084146,7732,1592978903099942255,,192.230804443,124.750610352,0.0,0.744072556496,404.048980713,271.267883301,154.859024048
1592978903151407870,7733,1592978903135968708,,187.673278809,127.442657471,0.0,0.738597929478,404.486022949,267.868560791,154.611129761
1592978903181472202,7734,1592978903167628414,,164.757492065,119.235054016,0.0,0.632773041725,408.040313721,264.792236328,153.493103027
1592978903214714998,7735,1592978903198273934,,176.717346191,120.552207947,0.0,0.660610318184,407.531463623,264.818054199,152.738845825
1592978903248515582,7736,1592978903234020972,,192.842056274,125.268913269,0.0,0.513657450676,409.287139893,265.911865234,152.15612793
1592978903279736460,7737,1592978903265985707,,173.506607056,124.368530273,0.0,0.537772119045,408.862457275,264.247650146,151.709152222
1592978903312765212,7738,1592978903297942001,,191.167098999,122.909179688,0.0,0.303169339895,406.831481934,260.779571533,150.943267822
1592978903351165087,7739,1592978903335995281,,192.986343384,124.766670227,0.0,0.244168996811,406.953186035,261.247528076,150.49319458
1592978903376786028,7740,1592978903361904596,,183.219238281,122.565811157,0.0,0.213499501348,412.654663086,260.03112793,149.652526855
1592978903413649850,7741,1592978903394089019,,171.000534058,122.005134583,0.0,0.00102411862463,404.75567627,253.722290039,148.741378784
1592978903446324378,7742,1592978903429892623,,172.948226929,123.69493866,0.0,0.0872305110097,408.347167969,255.131668091,148.320861816
1592978903482860837,7743,1592978903467612471,,179.951583862,125.84752655,0.0,0.0756481587887,409.200866699,252.227676392,148.34072876
1592978903514124675,7744,1592978903500039104,,185.800674438,122.468315125,0.0,0.0427940674126,411.375610352,251.597869873,148.112487793
1592978903549970696,7745,1592978903535703960,,184.950942993,119.70627594,0.0,0.046937149018,413.655029297,250.979507446,147.338851929
1592978903581693309,7746,1592978903567626626,,183.877426147,119.676132202,0.0,0.0183570366353,413.03012085,249.845199585,147.382965088
1592978903617889980,7747,1592978903599679477,,186.78477478,119.165100098,0.0,-0.0955327823758,411.627716064,246.279724121,147.244247437
1592978903653812940,7748,1592978903635723211,,178.798416138,118.663993835,0.0,-0.131805300713,411.889678955,245.009643555,146.583755493
1592978903683186405,7749,1592978903667665280,,185.88508606,116.870079041,0.0,-0.181216791272,410.750366211,245.507110596,145.83392334
1592978903716133441,7750,1592978903699695885,,176.471389771,116.840522766,0.0,-0.25649663806,409.245941162,246.22013855,145.227050781
1592978903755524188,7751,1592978903735670978,,182.229003906,116.308128357,0.0,-0.279891043901,410.904785156,245.582092285,144.381195068
1592978903783200653,7752,1592978903767610215,,184.312942505,118.956092834,0.0,-0.350444972515,412.447479248,242.052383423,144.020217896
1592978903814784209,7753,1592978903799711182,,186.402526855,122.297470093,0.0,-0.461555451155,409.001098633,240.01083374,144.049453735
1592978903851802895,7754,1592978903835952090,,184.119857788,122.234642029,0.0,-0.487190902233,407.923706055,238.1875,143.903427124
1592978903882978813,7755,1592978903867975161,,181.545562744,123.850128174,0.0,-0.555068194866,407.388519287,235.014572144,143.703689575
1592978903908565480,7756,1592978903894060611,,172.507995605,124.31628418,0.0,-0.636713087559,407.375518799,232.562759399,143.88848877
1592978903947814162,7757,1592978903932978595,,169.786071777,124.456176758,0.0,-0.715573012829,406.636230469,230.901763916,144.363479614
1592978903978946444,7758,1592978903964966543,,167.651000977,122.671607971,0.0,-0.710238099098,404.683807373,231.719284058,144.663024902
1592978904016731506,7759,1592978904001235761,,171.455169678,121.640007019,0.0,-0.832528054714,401.753051758,229.158782959,144.910507202
1592978904053898972,7760,1592978904032855486,,168.295150757,121.881958008,0.0,-0.861005544662,400.08203125,229.330703735,145.232315063
1592978904078574517,7761,1592978904064361982,,170.26739502,127.849533081,0.0,-0.852112829685,395.210723877,227.7605896,146.33026123
1592978904121790471,7762,1592978904103720728,,163.192840576,121.656646729,0.0,-1.13072907925,395.61605835,224.895324707,146.81187439
1592978904150341640,7763,1592978904135590769,,163.112579346,121.476097107,0.0,-1.19504010677,394.333374023,224.073471069,147.328659058
1592978904185241957,7764,1592978904167929133,,164.976150513,118.927360535,0.0,-1.2671816349,393.419708252,222.40776062,147.325790405
1592978904224043589,7765,1592978904203965213,,165.709564209,130.335861206,0.0,-1.23193955421,388.780395508,226.479110718,148.129623413
1592978904244397739,7766,1592978904230351076,,163.197280884,129.926193237,0.0,-1.25725913048,387.843536377,225.100540161,148.898788452
1592978904281769620,7767,1592978904264574483,,161.753036499,126.299781799,0.0,-1.41287112236,388.774139404,224.095962524,149.143753052
1592978904319429300,7768,1592978904303902898,,159.594741821,126.823059082,0.0,1.56155359745,387.557159424,222.777679443,149.394424438
1592978904350428611,7769,1592978904336063360,,161.698104858,123.454589844,0.0,1.54662358761,386.785400391,223.891403198,149.294265747
1592978904383444396,7770,1592978904367928672,,163.070358276,123.419235229,0.0,1.47860908508,386.226989746,224.234649658,149.369033813
1592978904418623891,7771,1592978904403657667,,163.492416382,119.718719482,0.0,1.38568234444,383.862457275,224.128082275,149.1769104
1592978904455054927,7772,1592978904435688389,,161.876571655,119.755256653,0.0,1.34634697437,383.253204346,224.678573608,148.964233398
1592978904490038562,7773,1592978904468051052,,162.629516602,118.244682312,0.0,1.19441473484,381.150634766,225.677352905,148.003753662
1592978904518335122,7774,1592978904503960915,,155.528335571,117.419471741,0.0,1.16945314407,381.42755127,228.12298584,147.580032349
1592978904555236998,7775,1592978904535617340,,157.535995483,115.845779419,0.0,1.15566861629,380.646087646,227.011688232,147.016998291
1592978904576677039,7776,1592978904561863203,,163.116378784,117.026573181,0.0,0.98546230793,378.94619751,225.178817749,146.826919556
1592978904618060268,7777,1592978904598010294,,162.298995972,118.406288147,0.0,0.894009053707,376.692932129,227.215454102,145.633956909
1592978904649570424,7778,1592978904629856058,,163.522262573,118.761459351,0.0,0.842285394669,374.731323242,227.013473511,144.517486572
1592978904688415321,7779,1592978904667687804,,158.581100464,121.972160339,0.0,0.708554506302,374.045471191,229.444732666,144.084732056
1592978904718581022,7780,1592978904703907449,,162.61479187,118.379936218,0.0,0.657963216305,371.12411499,229.580795288,143.24041748
1592978904750203336,7781,1592978904735979235,,165.786056519,117.659568787,0.0,0.649208128452,371.069519043,229.83581543,142.660919189
1592978904781776243,7782,1592978904767667621,,168.357269287,119.118156433,0.0,0.566319465637,368.956481934,231.696929932,142.230804443
1592978904818330800,7783,1592978904803932369,,165.264175415,118.821395874,0.0,0.467646837234,368.424560547,234.202651978,142.141067505
1592978904849387197,7784,1592978904835674047,,169.586380005,117.198921204,0.0,0.470235139132,366.577880859,234.166183472,141.885437012
1592978904881756293,7785,1592978904867673359,,169.75378418,117.414466858,0.0,0.432322800159,365.561859131,235.242660522,141.80241394
1592978904920215018,7786,1592978904903714135,,170.207397461,119.385673523,0.0,0.308292329311,364.226806641,237.70463562,141.999038696
1592978904952668752,7787,1592978904935590396,,172.296798706,118.397994995,0.0,0.243571788073,363.555480957,239.035125732,142.254257202
1592978904982223748,7788,1592978904961857329,,172.248245239,123.70539856,0.0,0.14836204052,364.272857666,241.947189331,142.922149658
1592978905018191118,7789,1592978905003792406,,174.33543396,123.588180542,0.0,0.0392010658979,363.659515381,243.635940552,143.440338135
1592978905051940305,7790,1592978905035715814,,174.202285767,126.241790771,0.0,-0.00327022862621,362.15927124,245.296813965,144.188369751
1592978905087219656,7791,1592978905067707743,,176.039611816,128.983551025,0.0,-0.0909742489457,361.820770264,247.450134277,144.88949585
1592978905120342926,7792,1592978905103812126,,176.976287842,126.339096069,0.0,-0.153183564544,360.252288818,250.722900391,145.685424805
1592978905157273744,7793,1592978905136012106,,175.944320679,126.084983826,0.0,-0.179689332843,359.373168945,251.1771698,146.527954102
1592978905182834063,7794,1592978905168053140,,176.386886597,124.279426575,0.0,-0.264138162136,359.435302734,252.70223999,147.044082642
1592978905211584677,7795,1592978905198036701,,181.621612549,123.876182556,0.0,-0.307788461447,360.317749023,253.517425537,147.549560547
1592978905248099097,7796,1592978905230490010,,175.095733643,121.213165283,0.0,-0.387920320034,362.411193848,255.384613037,147.95098877
1592978905281393451,7797,1592978905262706455,,167.492889404,116.889274597,0.0,-0.471399873495,360.551483154,256.308349609,147.898468018
1592978905317062044,7798,1592978905301881151,,174.189285278,112.399757385,0.0,-0.507037222385,358.035186768,259.293487549,147.199874878
1592978905346611737,7799,1592978905329911205,,162.431838989,112.112831116,0.0,-0.576989293098,363.52835083,257.871520996,146.571365356
1592978905382889527,7800,1592978905367629566,,167.886306763,118.635452271,0.0,-0.582160294056,361.43927002,259.933410645,146.064361572
1592978905418834009,7801,1592978905403835671,,181.697174072,124.282691956,0.0,-0.670150816441,359.15512085,262.802459717,146.13381958
1592978905451456797,7802,1592978905435887602,,171.386276245,125.13785553,0.0,-0.765156567097,361.845336914,264.662567139,146.023422241
