%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pixels
1637084757834823078,1515,0,,1491
1637084757929052527,1516,0,,1516
1637084758029503244,1517,0,,1570
1637084758170260838,1518,0,,1608
1637084758262785568,1519,0,,1628
1637084758319987957,1520,0,,1641
1637084758441645139,1521,0,,1629
1637084758534715251,1522,0,,1666
1637084758658337218,1523,0,,1676
1637084758765725571,1524,0,,1595
1637084758870564048,1525,0,,1579
1637084758961201062,1526,0,,1547
1637084759100107065,1527,0,,1516
1637084759178445404,1528,0,,1538
1637084759291060648,1529,0,,1530
1637084759387292306,1530,0,,1483
1637084759539767211,1531,0,,1526
1637084759645888165,1532,0,,1578
1637084759759953664,1533,0,,1657
1637084759905581735,1534,0,,1716
1637084760016870695,1535,0,,1768
1637084760104736612,1536,0,,1826
1637084760200814359,1537,0,,1919
1637084760328919223,1538,0,,2030
1637084760438192927,1539,0,,2107
1637084760559035270,1540,0,,2162
1637084760662828291,1541,0,,2233
1637084760763359994,1542,0,,2317
1637084760867425748,1543,0,,2402
1637084761011416007,1544,0,,2505
1637084761104584300,1545,0,,2546
1637084761167391700,1546,0,,2578
1637084761291940933,1547,0,,2629
1637084761422225569,1548,0,,2681
1637084761537990524,1549,0,,2713
1637084761674924211,1550,0,,2729
1637084761775856768,1551,0,,2688
1637084761888768031,1552,0,,2631
1637084761986163267,1553,0,,2551
1637084762088668380,1554,0,,2455
1637084762176726116,1555,0,,2387
1637084762284112982,1556,0,,2250
1637084762390093361,1557,0,,2150
1637084762480737594,1558,0,,2103
1637084762598579991,1559,0,,2044
1637084762695685271,1560,0,,1980
1637084762793159537,1561,0,,1949
1637084762889961641,1562,0,,1921
1637084762988796951,1563,0,,1852
1637084763084169197,1564,0,,1795
1637084763190504261,1565,0,,1759
1637084763260968044,1566,0,,1757
1637084763390777202,1567,0,,1724
1637084763491788875,1568,0,,1707
1637084763644983436,1569,0,,1673
1637084763759741324,1570,0,,1638
1637084763859308594,1571,0,,1633
1637084763944481773,1572,0,,1609
1637084764037695151,1573,0,,1598
1637084764152069410,1574,0,,1604
1637084764241334481,1575,0,,1621
