# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2292
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2292
DATA ascii
1.6003261 -0.1634645 0.99665296
1.600899 -0.163453 0.99668097
1.601663 -0.16343801 0.996683
1.599948 -0.16316999 0.99668598
1.6001384 -0.16316649 0.99668401
1.60033 -0.16316199 0.99669999
1.601475 -0.163139 0.99673402
1.601603 -0.16313601 0.99673998
1.599884 -0.16296799 0.99667799
1.600011 -0.162965 0.99668503
1.6014121 -0.162937 0.99672103
1.601603 -0.16293299 0.99673903
1.5993459 -0.162655 0.99662852
1.5996006 -0.1626485 0.99669749
1.5998554 -0.162644 0.99665904
1.600174 -0.162637 0.99669498
1.600556 -0.16263001 0.99668401
1.599897 -0.16177601 0.996728
1.6000886 -0.161772 0.99672651
1.600343 -0.1617665 0.99674052
1.600661 -0.16176 0.99674797
1.600789 -0.161759 0.99666703
1.599612 -0.16158551 0.99662197
1.59993 -0.161579 0.99665999
1.6001215 -0.161576 0.99661803
1.6003765 -0.16157049 0.99661899
1.600567 -0.16156501 0.99672502
1.601362 -0.1617465 0.99670053
1.6016177 -0.16161101 0.99666637
1.599679 -0.16130801 0.996683
1.5998704 -0.1613045 0.996696
1.6001256 -0.161301 0.99659204
1.6003799 -0.161295 0.99664301
1.6006346 -0.1612885 0.996714
1.6008894 -0.16128549 0.9966175
1.6011441 -0.1612795 0.99666154
1.6013995 -0.16127551 0.9966085
1.6016541 -0.1612705 0.99660701
1.599666 -0.1609005 0.99657905
1.5999205 -0.160896 0.99653196
1.600112 -0.16089199 0.99654698
1.601384 -0.160864 0.996692
1.6015755 -0.160861 0.99664903
1.600108 -0.160465 0.99669498
1.600427 -0.160459 0.99664998
1.600618 -0.16045651 0.99659801
1.600809 -0.16045199 0.99665201
1.601191 -0.16044299 0.996705
1.601383 -0.16044199 0.99657798
1.6016375 -0.16043651 0.99658549
1.600242 -0.16009399 0.99667001
1.6004336 -0.160092 0.99655497
1.600625 -0.160088 0.996575
1.6008146 -0.16008249 0.996701
1.6010695 -0.1600765 0.99671853
1.601324 -0.160072 0.99670851
1.6015794 -0.16006851 0.99659848
1.6018345 -0.16006351 0.99660099
1.599615 -0.15977451 0.996665
1.60057 -0.15975399 0.99671602
1.599723 -0.159639 0.99667698
1.600825 -0.15975 0.99669999
1.6010799 -0.15974399 0.99674302
1.601611 -0.15966651 0.99674201
1.599722 -0.15923101 0.99674499
1.600614 -0.159215 0.99667799
1.601824 -0.15919149 0.99664998
1.6003145 -0.158777 0.996746
1.60057 -0.15877351 0.99663746
1.6007611 -0.15876999 0.99664599
1.601143 -0.15876099 0.99669701
1.601652 -0.158751 0.99668801
1.6017801 -0.15875 0.99659401
1.5994074 -0.1584335 0.99659348
1.5996621 -0.15842751 0.99665749
1.5999174 -0.1584225 0.99662
1.6003619 -0.15841199 0.99671203
1.600746 -0.158408 0.99653101
1.6009364 -0.15840301 0.99660254
1.601127 -0.158398 0.99665201
1.601382 -0.158393 0.99665201
1.601573 -0.158389 0.99665451
1.599484 -0.158181 0.99667501
1.599612 -0.158181 0.99656701
1.600376 -0.15816499 0.996593
1.6005671 -0.158161 0.99660146
1.6008215 -0.1581555 0.99661201
1.601077 -0.15815151 0.99657649
1.6013315 -0.1581455 0.99661255
1.6015855 -0.15814051 0.99663997
1.5994245 -0.15794501 0.996656
1.5996799 -0.157941 0.99660444
1.599998 -0.15793601 0.99654597
1.600126 -0.157933 0.99656397
1.600317 -0.157929 0.996566
1.6005715 -0.15792349 0.99657202
1.600826 -0.1579185 0.99659699
1.6010804 -0.15791249 0.99663997
1.601271 -0.15790699 0.99672598
1.59962 -0.15759951 0.99668348
1.599875 -0.1575955 0.99663901
1.60013 -0.15759051 0.996593
1.60032 -0.157585 0.99671102
1.6006385 -0.1575785 0.99671447
1.600957 -0.157573 0.99664998
1.601149 -0.15757 0.99661648
1.6014035 -0.15756449 0.99664348
1.601658 -0.15756001 0.9966405
1.6001281 -0.157195 0.99672198
1.6003195 -0.1571915 0.996674
1.601004 -0.156765 0.99674898
1.601578 -0.156754 0.99673045
1.601771 -0.156754 0.99653602
1.599515 -0.156608 0.996674
1.600407 -0.15659 0.99673003
1.600789 -0.156582 0.99673402
1.601298 -0.156572 0.99674398
1.5995846 -0.15623149 0.99665248
1.599903 -0.156224 0.99668998
1.600412 -0.156214 0.996696
1.6006036 -0.15621051 0.9966985
1.600794 -0.156207 0.996705
1.6010489 -0.156201 0.996723
1.59962 -0.1558755 0.99651396
1.5998745 -0.1558685 0.99662048
1.6001289 -0.155863 0.99663746
1.601403 -0.155837 0.99668205
1.601594 -0.15583301 0.99670702
1.599508 -0.155514 0.99673098
1.600592 -0.15549549 0.99658549
1.6008465 -0.1554895 0.9966355
1.6011004 -0.1554845 0.99664998
1.6013556 -0.15547851 0.99667752
1.6016105 -0.15547451 0.99663603
1.5996015 -0.15519249 0.99660552
1.5998554 -0.15518549 0.99672496
1.600365 -0.155176 0.99668252
1.6006205 -0.1551725 0.99662101
1.600811 -0.155168 0.996647
1.599593 -0.1549675 0.99668151
1.5998476 -0.154962 0.99669099
1.6001024 -0.154957 0.99669051
1.6003571 -0.154952 0.99669951
1.600548 -0.154948 0.99671602
1.600867 -0.15494251 0.99666154
1.6011225 -0.15493999 0.99652255
1.6013765 -0.15493301 0.99662399
1.6016309 -0.154927 0.9966855
1.6018856 -0.1549225 0.99664098
1.599655 -0.15460899 0.99658799
1.5999095 -0.154603 0.99664104
1.6001635 -0.15459651 0.996714
1.600419 -0.1545935 0.99661648
1.600611 -0.15459201 0.99650598
1.600993 -0.15458401 0.99650103
1.601184 -0.15458 0.99652648
1.601375 -0.154576 0.996526
1.6015655 -0.154571 0.9965955
1.599932 -0.154236 0.99674898
1.6004421 -0.154228 0.99665201
1.60057 -0.15422501 0.99666601
1.601079 -0.15421499 0.99666297
1.600135 -0.15379301 0.99653202
1.600262 -0.15379 0.99654597
1.600644 -0.153782 0.99656397
1.6008345 -0.153776 0.99669451
1.6010895 -0.15377051 0.99672902
1.6001794 -0.15339249 0.99673903
1.600435 -0.15338951 0.99665296
1.600626 -0.153385 0.99665499
1.6007529 -0.153383 0.99667102
1.5998194 -0.1532025 0.99670398
1.6000741 -0.1531975 0.996728
1.600086 -0.15293799 0.99664998
1.600531 -0.15292799 0.99670798
1.601424 -0.15291201 0.99665701
1.6015511 -0.152909 0.99665701
1.6018696 -0.15290301 0.99664402
1.5998194 -0.152551 0.99658751
1.6000745 -0.1525465 0.99654102
1.6003289 -0.15254 0.99660504
1.6010926 -0.15252349 0.99670696
1.601411 -0.15251701 0.99673402
1.6016026 -0.152514 0.99669397
1.599918 -0.15215951 0.99664354
1.600173 -0.15215451 0.99664903
1.600363 -0.15214901 0.99673498
1.601128 -0.152135 0.99665803
1.6013196 -0.1521315 0.9966675
1.601637 -0.152125 0.99669302
1.599828 -0.151637 0.99669951
1.600083 -0.15163249 0.99665999
1.600274 -0.151629 0.99664903
1.600656 -0.151622 0.99664199
1.600783 -0.151618 0.996741
1.60142 -0.15160599 0.99667698
1.601612 -0.151605 0.99653053
1.60193 -0.15159801 0.99655998
1.5996416 -0.15126851 0.99671698
1.59996 -0.151262 0.996723
1.6001511 -0.15125901 0.9966855
1.6004055 -0.15125251 0.99674153
1.6016796 -0.15122899 0.99668348
1.5996015 -0.1508635 0.99671245
1.5998565 -0.15086 0.99662948
1.601704 -0.150823 0.99669701
1.599615 -0.15049249 0.99667203
1.599806 -0.150488 0.99674499
1.600188 -0.150482 0.996647
1.600316 -0.150479 0.99664903
1.599565 -0.150004 0.99670702
1.5998144 -0.1502395 0.99672002
1.600897 -0.15021899 0.99668902
1.601025 -0.150216 0.99670702
1.601662 -0.150204 0.99671102
1.6018535 -0.15020099 0.99663854
1.5998836 -0.14999801 0.996683
1.600075 -0.149994 0.99673998
1.599442 -0.14964101 0.99670798
1.599504 -0.14925 0.99669898
1.5998859 -0.14924499 0.99659699
1.600077 -0.149241 0.99660802
1.600332 -0.14923599 0.99658847
1.6005864 -0.14923 0.99666798
1.600841 -0.149224 0.99672103
1.601032 -0.14922 0.99672699
1.601287 -0.149215 0.996732
1.5996259 -0.148828 0.99674302
1.599817 -0.148825 0.99667203
1.600008 -0.148821 0.99667603
1.6005814 -0.148811 0.99662501
1.6008365 -0.14880601 0.99662447
1.6010904 -0.14879951 0.99669397
1.601282 -0.14879499 0.99671602
1.5996826 -0.1483795 0.99666452
1.5998729 -0.148375 0.99668199
1.6000645 -0.14837149 0.99667752
1.600384 -0.148367 0.996557
1.6005745 -0.1483635 0.996553
1.600829 -0.1483565 0.9966715
1.60102 -0.14835399 0.99656802
1.601275 -0.148349 0.99657899
1.599637 -0.148193 0.99665397
1.5998285 -0.14818901 0.99669397
1.600083 -0.14818349 0.99670202
1.600338 -0.1481805 0.99660599
1.600529 -0.148175 0.99667299
1.601166 -0.14816301 0.99668002
1.601357 -0.14815849 0.99669898
1.601613 -0.148157 0.99650651
1.601802 -0.14815 0.99671298
1.5998964 -0.147907 0.9966805
1.6008821 -0.147489 0.99672598
1.6010725 -0.147485 0.99674153
1.60026 -0.14684901 0.99665499
1.6011519 -0.14683101 0.99668401
1.601343 -0.14682651 0.99670452
1.599816 -0.1466305 0.99674344
1.6000071 -0.14662699 0.99673897
1.600644 -0.146616 0.99665397
1.600836 -0.146613 0.99659598
1.600386 -0.145458 0.99673897
1.6005776 -0.145454 0.99673903
1.6012779 -0.14544199 0.99665397
1.6018515 -0.14543051 0.99666202
1.6011214 -0.145037 0.99673402
1.6011364 -0.17041251 0.99678946
1.600047 -0.170028 0.99678302
1.600938 -0.170011 0.99675399
1.601066 -0.170008 0.99675101
1.601246 -0.16958299 0.99684298
1.600104 -0.16936301 0.99678302
1.600358 -0.169357 0.99689102
1.600174 -0.16909 0.99677402
1.600428 -0.169085 0.99678099
1.6006196 -0.1690805 0.99679196
1.599744 -0.168708 0.99675798
1.5999346 -0.168704 0.99678254
1.599395 -0.168309 0.99675602
1.5998404 -0.1683 0.99676752
1.600031 -0.16829599 0.996777
1.600668 -0.168283 0.99679202
1.6008584 -0.1682795 0.99679554
1.5996015 -0.1679845 0.99681604
1.5998565 -0.167979 0.99682051
1.600111 -0.1679745 0.99681097
1.6003655 -0.167969 0.99682599
1.6006196 -0.16796249 0.99691051
1.6008739 -0.1679575 0.996916
1.601066 -0.16795599 0.99675798
1.601384 -0.16794901 0.99680251
1.599393 -0.167584 0.996849
1.599584 -0.1675795 0.99686098
1.5998385 -0.1675745 0.99686754
1.6003485 -0.167566 0.99677944
1.6006025 -0.16756099 0.99678302
1.600921 -0.16755401 0.99679703
1.6011114 -0.16755 0.99681801
1.6013665 -0.1675445 0.99684203
1.599432 -0.16745099 0.99676597
1.599623 -0.16744649 0.99682748
1.5998141 -0.16744301 0.99678701
1.600132 -0.16743651 0.99679053
1.6003865 -0.1674315 0.99681103
1.600641 -0.16742601 0.9968155
1.6011505 -0.1674155 0.99683595
1.601341 -0.167412 0.996831
1.5994 -0.167097 0.99675298
1.5998449 -0.167088 0.99677253
1.6000996 -0.167083 0.99677002
1.600291 -0.167079 0.99676001
1.6013725 -0.1670575 0.99678898
1.600691 -0.16630401 0.99681002
1.5997 -0.16592 0.99675202
1.5998905 -0.165915 0.99680102
1.600209 -0.16591001 0.99675399
1.600464 -0.165904 0.99675697
1.6006545 -0.1659005 0.99677753
1.600845 -0.165897 0.996764
1.601227 -0.165888 0.99680197
1.601418 -0.16588449 0.99680799
1.5993595 -0.16556799 0.99681848
1.5996145 -0.16556349 0.99676698
1.5998695 -0.1655585 0.99675345
1.6001246 -0.16555351 0.99676049
1.600315 -0.165549 0.99677801
1.600824 -0.165539 0.996777
1.601207 -0.16553199 0.99676198
1.6013975 -0.16552749 0.99678349
1.5993965 -0.16540951 0.99680799
1.5996516 -0.16540501 0.996764
1.599906 -0.16539949 0.99681449
1.6000969 -0.165396 0.99675399
1.6004155 -0.16538951 0.996777
1.60067 -0.1653845 0.99678648
1.6009245 -0.16537949 0.99680299
1.601115 -0.16537499 0.99681503
1.5993119 -0.165051 0.99679703
1.599949 -0.165038 0.99680501
1.600076 -0.16503599 0.99681002
1.60033 -0.16503 0.996831
1.601158 -0.16501451 0.99680197
