%time,field.header.seq,field.header.stamp,field.header.frame_id,time,field.major_axis,field.minor_axis,field.orientation,field.x,field.y
1.58253873962095E+018,1693,1.58253873957437E+018,,45.892923648,181.994018555,155.948532104,0.457091242075,370.355529785,246.691619873
1.58253873965281E+018,1694,1.58253873960802E+018,,45.926576896,189.960037231,155.753387451,0.276719599962,366.814971924,245.83480835
1.58253873967235E+018,1695,1.5825387396469E+018,,45.965458176,195.2552948,154.351409912,0.359184533358,365.796508789,243.393875122
1.58253873970368E+018,1696,1.58253873967293E+018,,45.991489536,197.068359375,152.929550171,0.296281069517,365.259887695,244.578857422
1.5825387397333E+018,1697,1.58253873970197E+018,,46.020522752,199.583389282,151.661941528,0.303810209036,367.096893311,243.172729492
1.58253873976766E+018,1698,1.5825387397356E+018,,46.05415296,186.627563477,152.722503662,0.390175461769,372.120025635,246.362686157
1.58253873979252E+018,1699,1.58253873976893E+018,,46.087491072,185.113311768,159.308990479,0.390834599733,371.355560303,249.20072937
1.58253873984446E+018,1700,1.58253873981971E+018,,46.138262784,178.712356567,154.624816895,0.712996125221,374.649261475,251.230026245
1.58253873989343E+018,1701,1.58253873984999E+018,,46.168545024,190.276824951,158.294647217,0.715416669846,369.249481201,248.790725708
1.58253873993699E+018,1702,1.58253873988426E+018,,46.202816256,180.170562744,159.126373291,0.997720301151,373.717193604,251.406829834
1.58253873996434E+018,1703,1.58253873990373E+018,,46.222284544,189.365890503,161.724868774,0.562271475792,366.255706787,247.240493774
1.58253873999313E+018,1704,1.58253873994002E+018,,46.258580736,192.427780151,162.090499878,0.436757087708,365.04486084,246.622009277
1.58253874002883E+018,1705,1.58253873996788E+018,,46.286434048,196.455444336,158.629653931,0.386190980673,365.076477051,246.38973999
1.58253874006976E+018,1706,1.58253874001937E+018,,46.337925632,185.736114502,157.320037842,0.648631513119,372.133544922,248.555953979
1.58253874010112E+018,1707,1.58253874003834E+018,,46.356895232,180.928207397,152.871658325,1.114569664,378.034301758,254.014755249
1.58253874014073E+018,1708,1.58253874007435E+018,,46.392903424,179.368667603,156.514221191,1.06315362453,377.151824951,251.914276123
1.58253874016563E+018,1709,1.58253874009666E+018,,46.415217408,177.473419189,161.329086304,0.873797535896,374.821777344,253.983520508
1.58253874019816E+018,1710,1.58253874013036E+018,,46.448916224,184.801467896,155.761779785,0.904986321926,372.249084473,250.642684937
1.58253874022261E+018,1711,1.58253874016491E+018,,46.48346496,189.510604858,158.511032104,0.852430462837,369.65322876,250.069961548
1.58253874023371E+018,1712,1.58253874019664E+018,,46.515195648,179.988723755,159.82270813,1.11789536476,373.574707031,252.395111084
1.58253874025526E+018,1713,1.58253874022923E+018,,46.547785472,190.954208374,163.481735229,0.657283723354,369.369628906,247.493057251
1.58253874030348E+018,1714,1.58253874026189E+018,,46.580442368,184.409622192,163.126190186,0.72145062685,372.253997803,247.656463623
1.58253874032741E+018,1715,1.58253874029859E+018,,46.61714688,191.604202271,160.780853271,0.4757335186,367.874145508,244.131011963
1.58253874038704E+018,1716,1.58253874033355E+018,,46.652106496,182.048278809,152.82824707,0.770274877548,374.142089844,245.467895508
1.58253874040525E+018,1717,1.5825387403666E+018,,46.685159936,198.220870972,149.107254028,0.749298989773,371.728271484,245.657608032
1.58253874043429E+018,1718,1.58253874039844E+018,,46.716994304,185.240478516,152.059310913,1.13217103481,377.395172119,253.536941528
1.58253874045903E+018,1719,1.58253874042997E+018,,46.748528384,178.089675903,152.72265625,1.35208904743,378.747009277,259.381408691
1.58253874048533E+018,1720,1.58253874046146E+018,,46.78001664,178.138534546,148.045822144,1.1421892643,378.236053467,257.483459473
1.58253874051737E+018,1721,1.58253874049505E+018,,46.813610496,176.97605896,153.248428345,1.22982358932,377.254882812,257.057800293
1.58253874054776E+018,1722,1.58253874052903E+018,,46.847590656,169.311798096,153.503601074,-1.40093696117,378.22467041,259.728759766
1.58253874058502E+018,1723,1.58253874056231E+018,,46.880867072,173.117034912,158.193222046,1.25248360634,376.470794678,255.917495728
1.58253874062374E+018,1724,1.58253874060183E+018,,46.920388096,184.187484741,158.939041138,0.536633372307,373.627929688,250.303344727
1.58253874064513E+018,1725,1.58253874062847E+018,,46.947026432,174.732727051,165.29045105,1.03725600243,374.865478516,250.141067505
1.58253874068642E+018,1726,1.58253874066323E+018,,46.981784576,180.768707275,160.149353027,0.853319704533,373.103820801,248.45401001
1.58253874073048E+018,1727,1.58253874069748E+018,,47.016035584,183.480911255,156.671157837,1.00212299824,371.646240234,247.648590088
1.58253874077333E+018,1728,1.58253874072852E+018,,47.047073536,179.754776001,161.838150024,0.680250167847,366.529632568,248.028656006
1.58253874081186E+018,1729,1.58253874077051E+018,,47.089069312,191.441101074,158.343460083,0.532238602638,364.155059814,246.133758545
1.58253874086749E+018,1730,1.58253874082786E+018,,47.146417152,185.062240601,154.351654053,0.566028118134,366.936431885,245.228179932
1.5825387408999E+018,1731,1.58253874085035E+018,,47.168908032,192.554244995,151.444168091,0.50858682394,365.538604736,244.250793457
1.58253874092782E+018,1732,1.5825387408902E+018,,47.208751616,191.288803101,148.946472168,0.499890506268,366.607116699,245.534042358
1.58253874094504E+018,1733,1.58253874090996E+018,,47.22851456,193.659332275,146.285568237,0.450268894434,366.013977051,245.730117798
1.58253874096066E+018,1734,1.58253874093942E+018,,47.257976832,195.034500122,149.300323486,0.470777511597,367.380493164,243.014373779
1.58253874099759E+018,1735,1.58253874096814E+018,,47.2866944,193.583267212,153.562988281,0.422899454832,367.284667969,243.798019409
1.58253874104346E+018,1736,1.58253874101388E+018,,47.332434688,188.226089478,148.424758911,0.383553266525,368.772277832,242.520767212
1.58253874107284E+018,1737,1.58253874103389E+018,,47.352445184,182.828887939,146.301513672,0.329400002956,369.992614746,244.959136963
1.58253874112001E+018,1738,1.58253874106609E+018,,47.384645376,181.998474121,150.117462158,0.484084784985,369.53527832,243.7734375
1.58253874115908E+018,1739,1.58253874109945E+018,,47.418006784,162.301559448,138.23890686,0.389462411404,369.212341309,252.146453857
1.58253874119166E+018,1740,1.5825387411304E+018,,47.448955136,106.056106567,72.8838272095,-0.461074203253,323.570373535,252.152740479
1.58253874122567E+018,1741,1.58253874116594E+018,,47.484499456,108.192825317,104.207519531,0.10297871381,311.474334717,240.655548096
1.58253874125539E+018,1742,1.58253874119751E+018,,47.5160704,77.2716293335,70.7986755371,0.108314223588,297.122619629,243.623153687
1.582538741284E+018,1743,1.58253874123413E+018,,47.55268224,44.2339363098,39.105682373,0.539401292801,280.372955322,250.263702393
1.58253874129987E+018,1744,1.58253874126493E+018,,47.583485952,28.3340148926,16.9274539948,1.51109147072,272.84564209,256.821472168
1.58253874134367E+018,1745,1.5825387412998E+018,,47.618354432,0,0,0,0,0
1.58253874137592E+018,1746,1.5825387413325E+018,,47.65105408,60.6144523621,23.9365234375,0.244233578444,380.147674561,229.980926514
1.58253874141423E+018,1747,1.58253874137512E+018,,47.69367808,259.573455811,259.561706543,-0.0076876138337,390.001831055,260.005126953
1.58253874145207E+018,1748,1.58253874139494E+018,,47.713494016,167.375427246,163.39956665,-0.569699287415,379.200897217,254.565856934
1.58253874147896E+018,1749,1.58253874143565E+018,,47.7542016,157.165924072,152.572296143,-0.613198101521,383.060668945,258.333312988
1.58253874151395E+018,1750,1.58253874146659E+018,,47.785149952,156.304321289,151.852981567,-0.304823279381,384.242553711,256.709289551
1.58253874155034E+018,1751,1.58253874149876E+018,,47.817318144,158.177490234,144.112808228,-0.662281215191,385.771942139,254.627212524
1.58253874157558E+018,1752,1.58253874152878E+018,,47.847339264,164.656646729,140.291763306,-0.151821613312,392.921813965,253.645019531
1.58253874160808E+018,1753,1.58253874156625E+018,,47.88480256,172.398635864,140.187606812,-0.299479931593,390.869171143,254.592895508
1.58253874163467E+018,1754,1.5825387415991E+018,,47.917652224,192.396514893,141.020767212,-0.311546564102,387.117584229,259.192352295
1.58253874166893E+018,1755,1.58253874163609E+018,,47.954642176,204.840652466,136.746856689,-0.475932866335,383.127380371,261.963378906
1.58253874170039E+018,1756,1.58253874167227E+018,,47.9908288,205.460540771,144.411605835,-0.488223016262,381.205291748,263.212310791
1.58253874173937E+018,1757,1.58253874170755E+018,,48.026104064,232.984085083,211.73626709,-0.677899003029,403.629455566,265.617248535
1.582538741773E+018,1758,1.58253874173344E+018,,48.051995136,237.688705444,176.118881226,-0.565183520317,402.050231934,255.704574585
1.58253874181105E+018,1759,1.5825387417659E+018,,48.084457728,192.065307617,162.445419312,-0.4266962111,383.149108887,265.260223389
1.58253874186251E+018,1760,1.58253874179906E+018,,48.11761536,169.424713135,139.845214844,-0.730197846889,388.66192627,261.677520752
1.58253874191518E+018,1761,1.58253874183305E+018,,48.15160576,140.223922729,115.148620605,-0.204924657941,397.147949219,251.955612183
1.58253874195298E+018,1762,1.58253874186987E+018,,48.18842496,155.158355713,120.517807007,-0.115951903164,397.56451416,248.598754883
1.58253874200306E+018,1763,1.5825387419011E+018,,48.219659776,171.311553955,132.741271973,-0.140358582139,396.931030273,247.486877441
1.58253874203765E+018,1764,1.58253874193757E+018,,48.256124672,203.367645264,166.449111938,0.0578308105469,417.355834961,250.236557007
1.58253874206369E+018,1765,1.58253874197763E+018,,48.296188416,211.313400269,191.645202637,1.48110985756,418.351226807,264.131011963
1.58253874210908E+018,1766,1.58253874200123E+018,,48.319782144,218.359344482,192.003189087,1.5479940176,418.312072754,261.066772461
1.5825387421434E+018,1767,1.58253874203137E+018,,48.349931264,205.743896484,193.973449707,1.41477870941,417.619049072,262.257049561
1.58253874217421E+018,1768,1.58253874207574E+018,,48.3942976,217.895233154,193.920562744,1.24814558029,414.442810059,257.202026367
1.5825387421942E+018,1769,1.58253874210516E+018,,48.423717632,178.602325439,150.084243774,-0.334099292755,398.520233154,246.687469482
1.58253874221571E+018,1770,1.58253874213793E+018,,48.456485376,211.473297119,189.545043945,1.44058215618,418.449615479,263.87713623
1.58253874224606E+018,1771,1.58253874218609E+018,,48.504650496,211.996658325,192.428787231,-1.41229367256,417.290893555,263.433380127
1.58253874228201E+018,1772,1.5825387422094E+018,,48.527957248,219.176147461,163.713104248,-0.0266274828464,414.167236328,249.756393433
1.58253874232792E+018,1773,1.58253874222826E+018,,48.54682112,228.957611084,154.944366455,-0.323839455843,402.509643555,250.152694702
1.58253874237456E+018,1774,1.58253874227037E+018,,48.588925952,198.908981323,146.979705811,-0.604688346386,389.913635254,253.138397217
1.58253874241124E+018,1775,1.582538742301E+018,,48.619554816,189.666992188,148.442382812,-0.911356389523,387.78515625,256.567993164
1.58253874243389E+018,1776,1.58253874234924E+018,,48.66779776,188.370300293,156.346298218,-0.734004616737,388.210205078,257.780517578
1.58253874246149E+018,1777,1.5825387423723E+018,,48.690854912,195.837814331,152.080093384,-0.661370694637,392.616912842,255.328491211
1.58253874247852E+018,1778,1.58253874240478E+018,,48.723337472,189.080825806,155.600097656,-0.771117985249,393.982147217,256.055847168
1.58253874249962E+018,1779,1.58253874243509E+018,,48.753647616,184.901123047,159.301330566,-0.844104290009,392.684692383,257.122192383
1.58253874252671E+018,1780,1.58253874246766E+018,,48.786211584,176.290908813,153.022613525,-1.15541064739,389.498016357,257.933959961
1.5825387425533E+018,1781,1.58253874249824E+018,,48.816791552,182.900085449,165.061737061,-0.384871125221,399.934112549,253.254165649
1.58253874257172E+018,1782,1.58253874253285E+018,,48.851401472,209.415817261,193.75163269,1.54567813873,417.037078857,263.244995117
1.58253874259449E+018,1783,1.58253874256465E+018,,48.883203072,212.183761597,191.915588379,1.54414844513,417.183319092,261.481536865
1.5825387426288E+018,1784,1.58253874260166E+018,,48.920216832,211.438018799,194.025894165,-1.3282648325,417.814300537,263.731536865
1.58253874266156E+018,1785,1.58253874263599E+018,,48.954541824,207.769805908,150.570388794,-0.200531631708,409.605407715,245.095504761
1.58253874269703E+018,1786,1.58253874266721E+018,,48.98576256,210.482421875,164.392410278,0.0422417297959,415.307556152,249.348587036
1.58253874274716E+018,1787,1.58253874270142E+018,,49.019981056,208.213592529,176.617996216,0.238825231791,417.501953125,251.970092773
1.58253874278317E+018,1788,1.58253874273401E+018,,49.052563456,214.014312744,192.572631836,-1.53420388699,416.954223633,261.327148438
1.58253874281569E+018,1789,1.58253874276623E+018,,49.084781312,213.15423584,194.051498413,-1.50380039215,417.314971924,261.034637451
1.58253874284719E+018,1790,1.58253874279789E+018,,49.116445696,171.325653076,153.374359131,-0.368456065655,398.855743408,247.218994141
1.58253874288158E+018,1791,1.58253874283146E+018,,49.150018816,206.365859985,168.106918335,0.0634928196669,414.905639648,248.62663269
1.58253874290452E+018,1792,1.58253874286551E+018,,49.184068864,212.476959229,193.709396362,1.57047832012,416.32220459,262.767883301
1.58253874293141E+018,1793,1.58253874289792E+018,,49.216473856,206.95652771,172.268371582,0.189260333776,415.723754883,250.909591675
1.58253874296998E+018,1794,1.58253874293954E+018,,49.258098176,214.492416382,195.970184326,-1.39083564281,415.482727051,264.290161133
1.58253874301605E+018,1795,1.58253874297765E+018,,49.296208896,206.989089966,176.325424194,0.261383682489,416.90737915,253.110443115
1.58253874304462E+018,1796,1.58253874300903E+018,,49.327585792,214.635116577,193.523147583,-1.54127371311,416.695953369,263.139038086
1.58253874308135E+018,1797,1.58253874304577E+018,,49.364329472,207.523498535,165.342697144,0.0609893202782,413.413665771,248.839920044
1.58253874311659E+018,1798,1.58253874306798E+018,,49.386539776,214.102279663,163.710601807,0.00162306358106,415.015258789,248.304824829
1.58253874313311E+018,1799,1.58253874309622E+018,,49.414780672,184.28427124,155.218887329,-0.196340352297,400.604064941,249.075836182
1.58253874318754E+018,1800,1.58253874313683E+018,,49.455386368,213.600708008,164.233169556,-0.025439446792,415.349365234,249.516784668
1.58253874321416E+018,1801,1.58253874317166E+018,,49.49021312,213.580291748,164.988220215,-0.0148242199793,415.891967773,248.866287231
1.58253874324357E+018,1802,1.58253874320023E+018,,49.518787328,210.787078857,167.457366943,-0.0251728650182,415.537322998,249.623703003
1.58253874328705E+018,1803,1.58253874325366E+018,,49.572216576,213.902359009,194.467346191,-1.5623434782,416.163818359,263.947113037
1.58253874333013E+018,1804,1.58253874329014E+018,,49.608700672,215.181869507,194.943191528,-1.48371207714,415.648986816,263.518188477
1.58253874337689E+018,1805,1.58253874332605E+018,,49.644608256,179.354354858,156.361953735,-0.382952988148,398.110626221,247.299179077
1.58253874339819E+018,1806,1.58253874334204E+018,,49.66059648,217.318069458,194.705123901,1.55019330978,414.962768555,263.023956299
1.5825387434263E+018,1807,1.58253874336318E+018,,49.681738496,214.183853149,194.409347534,1.47302508354,415.663574219,261.023284912
1.58253874344377E+018,1808,1.58253874339486E+018,,49.713421056,193.821380615,160.135147095,0.0197103209794,393.129730225,245.099029541
1.58253874347005E+018,1809,1.58253874342936E+018,,49.74791296,215.175079346,168.200912476,0.106072105467,410.552825928,247.673858643
1.58253874349365E+018,1810,1.58253874346125E+018,,49.779811072,208.684509277,171.927078247,0.130745902658,413.503082275,249.062164307
1.58253874353489E+018,1811,1.58253874349518E+018,,49.813735936,209.735733032,161.080947876,-0.199117764831,410.734100342,246.547164917
1.5825387435686E+018,1812,1.58253874353135E+018,,49.849905408,219.166290283,192.496810913,1.51567876339,416.682556152,261.686279297
1.5825387435969E+018,1813,1.58253874356592E+018,,49.884478976,216.043212891,196.983154297,-1.50695049763,416.271942139,261.851989746
1.58253874363115E+018,1814,1.58253874359601E+018,,49.914565888,180.198425293,161.589904785,-0.247747346759,400.363952637,247.76322937
1.58253874366487E+018,1815,1.58253874362915E+018,,49.947702272,219.070327759,196.770492554,1.41909253597,415.312011719,258.55960083
1.58253874368527E+018,1816,1.58253874366243E+018,,49.980981504,219.810440063,195.100189209,1.49722361565,415.473297119,259.63659668
1.5825387437141E+018,1817,1.58253874369603E+018,,50.014584576,214.009155273,193.120300293,1.50581681728,416.896209717,263.301605225
1.58253874375488E+018,1818,1.582538743734E+018,,50.052553984,212.514846802,194.400726318,-1.55943453312,417.219177246,261.809692383
1.58253874379761E+018,1819,1.58253874376502E+018,,50.083578624,216.341384888,191.624435425,-1.56808555126,415.26083374,261.928100586
1.5825387438408E+018,1820,1.58253874380713E+018,,50.125690624,217.911300659,196.158004761,1.52880012989,414.884674072,260.279083252
1.58253874387293E+018,1821,1.58253874383946E+018,,50.158014976,211.47203064,193.771743774,1.46441555023,416.469482422,263.208190918
1.58253874392568E+018,1822,1.5825387438861E+018,,50.20465792,176.591766357,158.074798584,-0.135500967503,398.948760986,247.814987183
1.58253874395838E+018,1823,1.58253874391909E+018,,50.2376448,207.760284424,168.118515015,0.0790681838989,414.00390625,249.076690674
1.58253874397454E+018,1824,1.58253874395174E+018,,50.270292736,217.32963562,193.405761719,1.55094909668,414.787017822,260.793304443
1.58253874399894E+018,1825,1.5825387439731E+018,,50.291660544,219.431015015,191.456665039,1.47386288643,415.191680908,259.390930176
1.58253874402782E+018,1826,1.58253874400742E+018,,50.325978368,227.015945435,208.070068359,0.882331371307,406.282440186,257.534606934
1.58253874405382E+018,1827,1.58253874402747E+018,,50.34602496,221.669845581,204.892578125,1.03332650661,408.743988037,258.68963623
1.58253874408845E+018,1828,1.58253874406696E+018,,50.385515264,183.365737915,160.230865479,0.270427763462,391.865264893,244.543563843
1.58253874412849E+018,1829,1.58253874409459E+018,,50.41314816,174.237869263,154.185699463,0.780046284199,392.302124023,247.514602661
1.58253874416357E+018,1830,1.58253874413162E+018,,50.45017728,171.884780884,168.890625,0.641140878201,395.050018311,244.370864868
1.58253874421468E+018,1831,1.58253874418099E+018,,50.499542272,212.417449951,170.423217773,0.166029319167,410.413696289,245.824279785
1.58253874426136E+018,1832,1.58253874421936E+018,,50.537916416,210.989944458,163.181259155,-0.117803864181,411.564605713,244.767684937
1.58253874428819E+018,1833,1.58253874424363E+018,,50.562185472,207.837509155,172.757827759,0.0383147671819,415.238494873,247.980819702
1.58253874430619E+018,1834,1.58253874426706E+018,,50.5856128,206.200408936,175.893325806,0.0465725623071,415.464111328,249.130004883
1.58253874433417E+018,1835,1.58253874430821E+018,,50.626762496,217.621902466,193.752807617,-1.53926062584,416.938934326,261.468658447
1.58253874437204E+018,1836,1.58253874434251E+018,,50.66106496,218.838668823,198.483901978,-1.43444216251,414.431884766,261.409973145
1.58253874440775E+018,1837,1.5825387443815E+018,,50.700056576,223.79006958,208.173339844,1.15272057056,408.958465576,257.577819824
1.58253874443167E+018,1838,1.58253874440873E+018,,50.7272896,199.986251831,158.497940063,0.134755015373,394.604522705,245.825561523
1.58253874446383E+018,1839,1.5825387444399E+018,,50.758456064,201.755889893,153.617080688,0.262016832829,390.196624756,244.735916138
1.58253874449169E+018,1840,1.58253874446825E+018,,50.78680576,226.735015869,203.544784546,1.0447589159,406.795043945,256.492675781
1.58253874453915E+018,1841,1.58253874450321E+018,,50.821763072,226.758865356,195.027496338,1.13712954521,412.069091797,256.695465088
1.58253874456143E+018,1842,1.58253874454434E+018,,50.862894336,203.261474609,158.055740356,-0.144054248929,411.763366699,244.419372559
1.58253874459835E+018,1843,1.58253874457795E+018,,50.896510208,173.929122925,160.922515869,-0.146661609411,400.558288574,247.389694214
1.58253874462378E+018,1844,1.58253874460224E+018,,50.920796928,205.301055908,169.984375,0.0743257626891,414.59967041,248.383529663
1.5825387446556E+018,1845,1.58253874463687E+018,,50.955427584,222.169372559,208.273971558,0.899602472782,406.842468262,260.050720215
1.58253874468723E+018,1846,1.58253874466165E+018,,50.980204032,228.293731689,209.516403198,0.621388733387,406.920318604,258.126403809
1.58253874471664E+018,1847,1.58253874469596E+018,,51.014517504,232.082443237,205.94303894,0.609962046146,405.2527771,258.006561279
1.58253874476774E+018,1848,1.5825387447304E+018,,51.048951296,253.131057739,223.959274292,-0.177386775613,394.160247803,266.265899658
1.58253874480827E+018,1849,1.5825387447658E+018,,51.084359424,230.947463989,221.238571167,-1.49656057358,400.512512207,264.242980957
1.58253874484025E+018,1850,1.58253874479684E+018,,51.115397888,182.879043579,162.307235718,0.602015793324,387.946533203,242.570144653
1.58253874487871E+018,1851,1.58253874483151E+018,,51.150063616,173.362487793,165.620956421,1.42194473743,394.528900146,242.194946289
1.58253874489724E+018,1852,1.58253874487891E+018,,51.197467904,175.330551147,166.166320801,1.40129649639,397.375213623,244.692123413
1.58253874493589E+018,1853,1.58253874490996E+018,,51.228521216,161.194168091,154.955001831,-1.09944605827,394.256835938,245.535476685
1.58253874496237E+018,1854,1.58253874493715E+018,,51.25570176,170.742462158,158.05305481,-0.781351566315,396.910217285,246.419769287
1.58253874499379E+018,1855,1.582538744968E+018,,51.286558976,188.951019287,157.584564209,-0.173494562507,392.076843262,244.796829224
1.5825387450247E+018,1856,1.5825387449973E+018,,51.315858432,220.227462769,202.385025024,0.670467078686,409.041137695,259.365325928
1.58253874506293E+018,1857,1.58253874503078E+018,,51.349340928,202.777099609,184.160247803,0.407223165035,417.726654053,253.868759155
1.58253874508956E+018,1858,1.5825387450697E+018,,51.388260352,206.064407349,176.835601807,0.169722318649,418.805297852,252.520202637
1.58253874513429E+018,1859,1.58253874509589E+018,,51.414444288,205.627197266,166.684112549,0.0569240041077,416.027313232,248.395202637
1.58253874517249E+018,1860,1.58253874512854E+018,,51.447092736,214.949249268,169.138626099,0.0323526151478,413.234863281,247.698242188
1.58253874520061E+018,1861,1.58253874516484E+018,,51.48340096,207.593841553,170.168792725,0.0204406939447,415.327453613,248.858688354
1.58253874522601E+018,1862,1.58253874519636E+018,,51.514912256,204.090240479,173.45173645,0.0604171380401,416.43963623,249.451873779
1.58253874525625E+018,1863,1.58253874522998E+018,,51.548532992,202.221206665,175.1431427,0.0545703023672,416.455413818,249.613708496
1.58253874531238E+018,1864,1.58253874526552E+018,,51.58407936,202.460922241,173.786941528,0.0892277508974,417.442199707,249.325698853
1.58253874532636E+018,1865,1.58253874529639E+018,,51.614948096,204.257797241,171.907058716,-0.0204733163118,417.464019775,249.189971924
1.58253874537428E+018,1866,1.58253874532939E+018,,51.6479488,204.53326416,172.2474823,0.0306304804981,417.628753662,249.297073364
1.58253874540158E+018,1867,1.58253874536287E+018,,51.681428224,205.573913574,171.408248901,0.0164484810084,415.117675781,248.768356323
1.58253874543465E+018,1868,1.58253874540679E+018,,51.725348096,221.286636353,204.530548096,1.05172383785,410.177062988,258.805114746
1.58253874547299E+018,1869,1.58253874543072E+018,,51.749271808,223.563858032,205.88470459,1.08545303345,409.05859375,258.250335693
1.58253874550949E+018,1870,1.58253874548082E+018,,51.799373568,218.352081299,203.426605225,1.10277688503,409.695770264,258.940155029
1.5825387455463E+018,1871,1.58253874550955E+018,,51.828107776,205.332992554,168.345214844,0.109915047884,416.26449585,249.694046021
1.58253874557872E+018,1872,1.58253874554075E+018,,51.859304704,204.806137085,156.256072998,-0.223028153181,412.912445068,247.095733643
1.58253874560505E+018,1873,1.58253874557573E+018,,51.894289152,55.22996521,23.39727211,-0.885860085487,457.515899658,252.620681763
1.58253874563494E+018,1874,1.58253874560147E+018,,51.920027904,115.89226532,107.163841248,-0.45877251029,450.399841309,259.27645874
1.58253874567395E+018,1875,1.58253874563467E+018,,51.953226752,82.6320495605,76.9251480103,-0.393169522285,464.497650146,265.091369629
1.58253874571222E+018,1876,1.58253874566891E+018,,51.987461376,65.6949081421,58.0831222534,-0.305631548166,474.21282959,269.319976807
1.58253874575043E+018,1877,1.58253874571134E+018,,52.029892352,0,0,0,0,0
1.58253874580838E+018,1878,1.58253874574864E+018,,52.0672,0,0,0,0,0
1.58253874585116E+018,1879,1.58253874577422E+018,,52.092773376,0,0,0,0,0
1.58253874587899E+018,1880,1.5825387457955E+018,,52.114052096,259.573455811,259.561706543,-0.0076876138337,390.001831055,260.005126953
1.58253874590736E+018,1881,1.58253874582936E+018,,52.14791296,177.497406006,172.062942505,1.0237891674,384.663787842,253.192443848
1.5825387459262E+018,1882,1.58253874586253E+018,,52.181086464,168.015182495,161.63571167,-0.53507578373,385.064239502,258.516967773
1.5825387459541E+018,1883,1.58253874589573E+018,,52.214284032,170.360641479,161.982543945,-0.328795343637,382.840209961,257.903198242
1.58253874598506E+018,1884,1.58253874592782E+018,,52.2463808,181.137588501,164.392364502,-0.244703754783,378.267822266,259.122802734
1.58253874600213E+018,1885,1.58253874596235E+018,,52.280908032,187.363555908,155.977600098,-0.21312905848,376.973693848,257.140930176
1.58253874603191E+018,1886,1.58253874599815E+018,,52.316703488,190.050857544,153.025848389,-0.173180699348,375.891021729,255.544418335
1.58253874605288E+018,1887,1.58253874603045E+018,,52.349009152,191.068374634,147.566955566,-0.117851004004,376.77130127,253.616363525
1.58253874608333E+018,1888,1.58253874606715E+018,,52.385710592,208.588409424,175.640884399,-0.393138647079,363.950073242,258.218475342
1.58253874613869E+018,1889,1.58253874609721E+018,,52.415766784,206.289001465,179.308883667,-0.344310373068,363.007446289,258.426696777
1.58253874615293E+018,1890,1.58253874613065E+018,,52.449204736,192.034896851,156.38458252,0.244958087802,370.871734619,249.281143188
1.58253874619171E+018,1891,1.58253874616468E+018,,52.483237376,190.956878662,159.692382812,0.459744423628,370.635925293,248.320953369
1.58253874623389E+018,1892,1.58253874619796E+018,,52.516516352,186.917602539,159.518722534,0.383063644171,370.881500244,248.590591431
1.58253874625741E+018,1893,1.58253874623207E+018,,52.550629632,191.358261108,158.075164795,0.364351719618,369.768005371,248.42855835
1.58253874629498E+018,1894,1.58253874627486E+018,,52.593413888,205.913619995,161.704681396,0.224803417921,363.48147583,248.311004639
1.58253874633013E+018,1895,1.58253874630546E+018,,52.6240192,206.379776001,160.70375061,0.240610346198,363.568939209,247.472229004
1.58253874636175E+018,1896,1.582538746333E+018,,52.651552256,210.582229614,154.272155762,0.188926517963,363.253875732,248.057113647
1.58253874640051E+018,1897,1.5825387463768E+018,,52.695352064,205.932022095,141.783538818,0.283065140247,373.654754639,246.846160889
1.58253874643709E+018,1898,1.58253874640643E+018,,52.724981504,212.962387085,166.783935547,-0.160175830126,363.162078857,252.236785889
1.5825387464582E+018,1899,1.58253874644102E+018,,52.759575296,208.729064941,157.331848145,0.257717162371,373.666748047,248.41708374
1.58253874649154E+018,1900,1.5825387464743E+018,,52.792857856,210.542251587,161.81829834,0.195869907737,369.559051514,248.570098877
1.58253874655062E+018,1901,1.5825387465128E+018,,52.831352064,192.339416504,164.579620361,0.642397046089,377.23916626,249.751937866
1.5825387465727E+018,1902,1.58253874655117E+018,,52.869724928,181.386047363,170.96472168,0.363763839006,376.172668457,253.659133911
1.58253874659934E+018,1903,1.58253874657425E+018,,52.892810496,201.470016479,165.863769531,0.446770966053,371.382019043,248.838607788
1.58253874662943E+018,1904,1.58253874659696E+018,,52.915518208,202.599334717,160.587081909,0.297796398401,370.428955078,247.192626953
1.58253874664726E+018,1905,1.58253874662942E+018,,52.947977216,199.802017212,158.050308228,0.157310932875,374.460845947,250.412185669
1.58253874668127E+018,1906,1.58253874666387E+018,,52.982431232,201.506210327,160.32901001,0.382633000612,377.757965088,249.980926514
1.58253874672369E+018,1907,1.58253874670267E+018,,53.021223168,204.66317749,162.956161499,0.371005773544,376.254180908,251.072113037
1.58253874676372E+018,1908,1.58253874673928E+018,,53.05783168,186.960693359,177.603775024,-0.0374646857381,377.986572266,257.551757812
1.58253874679502E+018,1909,1.5825387467708E+018,,53.08935168,194.905029297,180.601760864,1.14248168468,376.558929443,255.173110962
1.58253874683203E+018,1910,1.58253874680935E+018,,53.127903488,195.515640259,177.326141357,1.14319896698,375.066345215,253.908538818
1.58253874687174E+018,1911,1.58253874683978E+018,,53.158334208,186.094238281,165.544967651,1.5189012289,379.971008301,255.360671997
1.58253874690834E+018,1912,1.5825387468721E+018,,53.19065472,175.069778442,162.382034302,-1.47682416439,381.512207031,255.228088379
