%time,field.header.stamp,field.major_axis,field.minor_axis,field.orientation,field.x,field.y,field.minor_axis_average
1.63093906313864E+018,1.63093906312514E+018,74.0627212524,56.8820343018,-0.315387636423,388.238128662,247.076293945,63.2339096069
1.63093906317169E+018,1.6309390631566E+018,78.7883071899,59.8445587158,-0.0105988485739,396.776092529,239.681503296,63.2412033081
1.63093906319745E+018,1.63093906318243E+018,60.5438957214,48.4533691406,-0.183564901352,398.731536865,241.320556641,63.2412033081
1.63093906323929E+018,1.63093906322442E+018,77.656867981,65.7911682129,0.307358086109,399.181915283,247.566375732,63.7842559814
1.63093906327014E+018,1.6309390632564E+018,57.4648170471,50.9145431519,-1.56857168674,393.714355469,247.049957275,63.6045684814
1.63093906330324E+018,1.63093906328837E+018,71.4886627197,53.0270004272,0.23108035326,397.157562256,243.144454956,63.2653388977
1.63093906333937E+018,1.63093906332438E+018,80.268196106,46.9263534546,0.141027823091,398.034790039,244.432098389,63.2653388977
1.63093906336946E+018,1.63093906335107E+018,76.1418991089,52.954826355,-0.015673501417,402.802093506,242.344558716,62.7780075073
1.63093906339826E+018,1.63093906338306E+018,66.7567825317,51.1745605469,0.194436460733,404.141296387,243.710296631,62.7215080261
1.63093906343332E+018,1.63093906341852E+018,0,0,0,0,0,62.7215080261
1.63093906346381E+018,1.6309390634505E+018,0,0,0,0,0,62.7215080261
1.63093906349589E+018,1.63093906348252E+018,103.202133179,68.9312973022,-0.121803537011,423.321685791,235.529449463,63.5691871643
1.63093906353359E+018,1.63093906351893E+018,105.660820007,64.389289856,0.1836065799,425.953979492,240.972793579,63.9939689636
1.63093906356644E+018,1.63093906355135E+018,82.4644775391,68.6296539307,-0.98842805624,402.920715332,235.517929077,58.3052558899
1.63093906359743E+018,1.63093906358306E+018,93.3367080688,62.5087890625,-0.349479705095,415.202178955,240.112930298,58.049118042
1.6309390636395E+018,1.63093906362492E+018,95.8492889404,59.5813751221,-0.402888327837,413.473876953,239.31439209,57.7767715454
1.63093906367066E+018,1.63093906365672E+018,94.2065963745,49.695892334,-0.34683945775,407.96963501,237.941223145,57.7767715454
1.63093906370719E+018,1.63093906369292E+018,78.6271896362,56.4316520691,-0.49115395546,406.038146973,242.601379395,57.5041046143
1.63093906373327E+018,1.63093906371851E+018,82.7734603882,59.826084137,-0.270010709763,407.732269287,236.850997925,57.708114624
1.63093906376445E+018,1.63093906375094E+018,86.9297409058,55.9849014282,-0.325344145298,407.646514893,238.578125,57.5900497437
1.63093906380182E+018,1.63093906378692E+018,71.8790283203,47.2432899475,-0.466102927923,404.520141602,239.05557251,57.5900497437
1.63093906383886E+018,1.63093906382527E+018,73.5753860474,51.3817939758,0.0510846227407,397.96975708,237.307098389,57.492149353
1.63093906387207E+018,1.63093906385721E+018,53.1546134949,50.9193382263,-0.231601670384,398.795074463,245.350479126,57.4963226318
1.63093906390844E+018,1.63093906389289E+018,69.2505340576,47.2316322327,-0.317199528217,400.254821777,242.218215942,57.4963226318
1.63093906394489E+018,1.6309390639248E+018,74.1310882568,53.8939704895,-0.353704154491,407.100463867,243.255477905,57.3399162292
1.63093906397122E+018,1.63093906395686E+018,83.0207290649,59.5556411743,-0.389562815428,401.793273926,234.442611694,57.727104187
1.63093906401162E+018,1.63093906399358E+018,152.104766846,107.890571594,1.46313941479,404.962341309,254.896316528,60.5256538391
