field.header.stamp,time,field.value,,field.major_axis,field.minor_axis,field.orientation,field.x,field.y
1.59162266431766E+018,0.738129152,2,,80.4592895508,58.3618049622,0.0582341440022,390.093322754,247.018173218
1.59162266435644E+018,0.77690752,2,,80.2877807617,52.5481529236,0.210554435849,391.91229248,245.054458618
1.59162266438826E+018,0.808722688,2,,63.3224067688,47.0502281189,0.711241364479,390.829589844,241.379302979
1.59162266441488E+018,0.835345408,2,,77.6089172363,63.2153129578,0.263296872377,388.111816406,243.394561768
1.59162266444645E+018,0.866912512,2,,78.2483978271,60.6348457336,0.410981297493,391.811065674,244.36340332
1.59162266448236E+018,0.90282624,2,,83.5498809814,63.4167671204,0.299798697233,390.743408203,244.896606445
1.59162266451285E+018,0.933315328,2,,78.8450241089,63.5997962952,0.0981674492359,387.609985352,245.768386841
1.59162266454728E+018,0.967749888,2,,77.3076477051,62.4004821777,0.0802483707666,390.989715576,244.879318237
1.59162266459201E+018,1.012477696,2,,82.2525177002,61.9352912903,0.211967512965,389.349456787,243.669296265
1.59162266462083E+018,1.041293056,2,,81.6477584839,61.3679466248,0.36395958066,389.745422363,243.1328125
1.59162266464633E+018,1.066797568,2,,81.3731536865,63.5937538147,0.387712448835,390.124389648,244.390792847
1.59162266468223E+018,1.102701312,2,,79.6562652588,74.1165924072,0.795171678066,388.410491943,242.650863647
1.591622664705E+018,1.125465344,2,,85.0305786133,70.8590011597,0.252631336451,388.332000732,243.28477478
1.59162266475838E+018,1.178844928,2,,82.8912124634,67.1647415161,0.222277015448,388.492523193,244.923294067
1.59162266477835E+018,1.198820608,2,,86.6868896484,79.6209259033,0.745263814926,388.389434814,242.921722412
1.59162266481629E+018,1.236755712,2,,93.0816650391,62.0902442932,0.160920575261,384.576202393,248.955352783
1.59162266484455E+018,1.265019136,2,,89.5126647949,58.2118721008,0.0730017721653,383.896362305,257.546966553
1.59162266487532E+018,1.295786752,2,,93.2984695435,69.608253479,-0.0426557175815,386.265808105,248.841262817
1.59162266491359E+018,1.334056192,2,,88.0442123413,72.7676239014,0.104967698455,390.647186279,251.128982544
1.59162266494177E+018,1.3622336,2,,95.5174942017,81.6208953857,0.00198844913393,388.274200439,259.32510376
1.59162266497809E+018,1.398555648,2,,93.4191513062,77.2004928589,0.0157451406121,386.170043945,259.316009521
1.59162266500947E+018,1.429938944,2,,91.1369552612,79.5978393555,-0.454955726862,386.082824707,262.610748291
1.59162266504057E+018,1.461041408,2,,90.1855010986,82.2479400635,-0.61444234848,387.231872559,263.38684082
1.59162266507315E+018,1.493614848,2,,89.4384994507,75.4467391968,-1.15237307549,387.179351807,264.077941895
1.59162266510761E+018,1.528071936,2,,80.4915771484,74.4445800781,-0.780157804489,388.660858154,259.689239502
1.59162266514735E+018,1.567819264,2,,79.8649520874,76.5897216797,-1.03141975403,389.920013428,260.466247559
1.59162266517456E+018,1.595031296,2,,82.2554244995,74.9528121948,-0.85322201252,388.33215332,261.041809082
1.59162266520431E+018,1.624775424,2,,89.4371795654,72.6695251465,-1.25151336193,388.534393311,264.010101318
1.59162266523734E+018,1.65780224,2,,80.8700561523,74.4513168335,-1.14840006828,388.364349365,260.455688477
1.59162266527788E+018,1.698346752,2,,78.9150543213,72.9150314331,-0.886733114719,388.690826416,259.98828125
1.59162266530846E+018,1.728924928,2,,76.0730285645,71.969909668,-1.26275360584,390.353149414,257.473083496
1.59162266534339E+018,1.763856384,2,,74.7314834595,68.9592590332,-0.531260848045,390.49508667,260.571380615
1.59162266538298E+018,1.8034496,2,,82.849357605,69.597328186,-1.11743080616,388.2762146,261.685211182
1.59162266541421E+018,1.83467648,2,,75.376159668,67.571647644,-1.17098641396,391.389923096,259.361114502
1.59162266544439E+018,1.864851968,2,,82.5924377441,70.0494003296,-1.18305814266,388.169189453,261.368255615
1.59162266548558E+018,1.906042624,2,,74.8039474487,65.5756378174,-0.577110230923,389.173370361,256.588195801
1.59162266551704E+018,1.937508608,2,,79.2351608276,68.4137649536,-0.812120676041,388.191253662,259.619049072
1.59162266555646E+018,1.97692416,2,,73.8147125244,69.564453125,-0.0924806669354,390.003753662,257.931610107
1.59162266558542E+018,2.00588544,2,,70.7321853638,62.6491546631,-0.941578686237,390.254180908,256.776672363
1.59162266561282E+018,2.0332864,2,,75.5082931519,66.5342559814,-1.07339274883,388.551361084,258.422515869
1.59162266565638E+018,2.07684352,2,,83.621963501,69.0331420898,-0.304718881845,386.954162598,258.114013672
1.59162266567795E+018,2.09842048,2,,69.9160766602,65.9822235107,-1.16176056862,391.571777344,256.349609375
1.59162266571168E+018,2.132144896,2,,78.0983276367,67.6918334961,-1.16941106319,389.352111816,260.696258545
1.59162266575002E+018,2.170484224,2,,74.7760543823,74.0199508667,-0.480016350746,389.762817383,259.242767334
1.59162266577785E+018,2.198319104,2,,76.4964752197,70.6292419434,-0.230831354856,388.367034912,258.614501953
1.5916226658061E+018,2.226564352,2,,79.6098861694,72.157333374,-0.957948148251,387.954193115,260.292999268
1.59162266584174E+018,2.262207744,2,,76.6628417969,63.4295768738,-0.938877403736,388.677459717,258.367858887
1.59162266587416E+018,2.294629632,2,,89.9359054565,72.8810577393,-1.0671299696,388.501647949,264.043212891
1.59162266590826E+018,2.328723968,2,,81.0437393188,71.1285934448,-1.07313013077,389.533325195,261.645202637
1.59162266593844E+018,2.358903552,2,,81.8722229004,71.9450759888,-1.39359068871,389.742919922,261.862457275
1.59162266597845E+018,2.398917376,2,,84.2969665527,73.330078125,-1.31743717194,389.157073975,261.635345459
1.59162266601689E+018,2.437360128,2,,75.0731201172,74.1962051392,-1.21812188625,390.576934814,258.917907715
1.59162266604044E+018,2.460905984,2,,82.5032348633,71.5463409424,-1.29546749592,388.313049316,262.598846436
1.59162266608286E+018,2.503323392,2,,78.6218948364,71.6315307617,-1.09182226658,390.177062988,260.369812012
1.59162266611632E+018,2.536786176,2,,84.3732299805,70.9131317139,-1.33513319492,388.946929932,263.242919922
1.59162266616403E+018,2.584493312,2,,84.7535705566,73.6155700684,-0.95605057478,388.933776855,261.930633545
1.59162266618603E+018,2.606499072,2,,85.0761871338,72.9740447998,-1.1531996727,389.174743652,262.881896973
1.59162266623064E+018,2.651108608,2,,88.795211792,73.0761108398,-1.25933051109,388.646972656,264.227600098
1.59162266624476E+018,2.665225728,2,,83.0213394165,70.8615493774,-1.41631448269,389.499572754,262.802581787
1.59162266627086E+018,2.691327488,2,,79.375869751,72.0108642578,-1.00818967819,388.656555176,261.805969238
1.59162266630584E+018,2.72631168,2,,86.5238418579,74.1920013428,-1.26238250732,388.289764404,263.214874268
1.5916226663424E+018,2.762865664,2,,85.6669006348,74.1730499268,-1.05480003357,388.55456543,262.360412598
1.59162266637737E+018,2.797833472,2,,86.2474594116,73.1726913452,-1.37891030312,388.528900146,263.889587402
1.5916226664103E+018,2.830763776,2,,86.705078125,74.3039321899,-1.22606301308,387.526000977,263.700683594
1.59162266644693E+018,2.86739328,2,,85.0618972778,76.2782745361,-1.16992151737,388.01651001,263.790893555
1.59162266647548E+018,2.89594368,2,,88.9728088379,77.7614593506,-1.17829871178,387.577636719,265.052001953
1.59162266650659E+018,2.927061504,2,,91.3124389648,78.787689209,-0.780871629715,385.193603516,265.017578125
1.59162266653784E+018,2.958311424,2,,88.4352111816,76.299369812,-1.02963924408,387.291870117,264.092987061
1.59162266657623E+018,2.996694272,2,,88.7270965576,76.0889205933,-1.16099023819,387.670471191,264.219207764
1.59162266660786E+018,3.028330752,2,,90.1566696167,79.6233901978,-0.861513078213,386.112823486,265.260742188
1.59162266663885E+018,3.059318528,2,,88.3588485718,74.5472335815,-1.13412594795,387.70703125,264.119476318
1.59162266667565E+018,3.096114688,2,,80.61693573,72.6212997437,-0.788199484348,389.205383301,260.106536865
1.59162266671168E+018,3.13214848,2,,81.8461990356,72.3512115479,-0.835954606533,388.696044922,260.78805542
1.59162266673937E+018,3.159837184,2,,84.0347747803,73.2665557861,-1.14137434959,388.285430908,263.588134766
1.59162266677285E+018,3.193316608,2,,82.5905685425,73.0383529663,-0.97323846817,388.243530273,261.116027832
1.59162266680676E+018,3.227227648,2,,84.0028152466,74.2092590332,-1.16175973415,389.652923584,262.29699707
1.5916226668449E+018,3.265369088,2,,88.5246887207,71.814491272,-1.19380545616,388.479705811,263.918457031
1.59162266687652E+018,3.296987904,2,,88.818611145,74.7669448853,-0.936360299587,386.495025635,264.90625
1.5916226669071E+018,3.327565824,2,,85.6002349854,72.4942016602,-0.932450592518,388.457427979,261.359008789
1.59162266693992E+018,3.360388864,2,,83.1642456055,70.9960403442,-0.911837100983,388.193695068,261.1328125
1.59162266697185E+018,3.392316672,2,,84.4839630127,72.4177932739,-1.28959286213,388.778106689,262.286712646
1.59162266701424E+018,3.434702848,2,,76.5940551758,70.538230896,-0.563258826733,388.561645508,259.1043396
1.59162266704802E+018,3.468486912,2,,79.2550964355,72.036605835,-0.919270694256,388.374267578,261.064544678
1.59162266708584E+018,3.506303488,2,,86.6965255737,71.9205551147,-1.14755284786,388.594177246,262.756988525
1.59162266711958E+018,3.540044288,2,,79.3274612427,74.0690841675,-1.08912193775,389.164855957,260.613220215
1.59162266714621E+018,3.566674688,2,,82.1415939331,72.0800094604,-1.19601106644,389.243682861,261.694122314
1.59162266717527E+018,3.595734272,2,,85.8346252441,70.3947982788,-1.26146423817,389.289642334,263.403533936
1.59162266720485E+018,3.62532096,2,,85.7008285522,72.0615539551,-1.25789177418,388.867706299,263.051452637
1.59162266723775E+018,3.658212096,2,,86.7560119629,71.9007339478,-1.21025800705,388.837677002,262.926208496
1.59162266727261E+018,3.693073152,2,,78.0269851685,73.9844436646,-0.99827247858,389.054840088,260.948791504
1.5916226673062E+018,3.72666368,2,,80.8372802734,74.0229187012,-1.11455535889,388.611633301,261.224700928
1.59162266734835E+018,3.76882176,2,,81.3240127563,73.2132263184,-0.869114339352,389.616119385,262.527526855
1.59162266739168E+018,3.812151552,2,,79.4064865112,74.656791687,-1.32142663002,389.801818848,260.957366943
1.5916226674108E+018,3.831263744,2,,85.4375686646,73.9418106079,-0.983551621437,388.112884521,263.058868408
1.59162266744024E+018,3.86070656,2,,85.2211990356,70.6708984375,-1.24200773239,388.776123047,263.48727417
1.59162266747539E+018,3.89586176,2,,87.7396011353,73.0402145386,-1.22691130638,388.572753906,263.546112061
1.59162266750558E+018,3.926046976,2,,75.7535858154,72.4626846313,-0.544860601425,389.490112305,258.591949463
1.59162266754164E+018,3.962110464,2,,82.8447189331,71.3640518188,-0.982489407063,388.185913086,262.009216309
1.59162266757314E+018,3.99360896,2,,78.6123275757,72.3380661011,-1.10150444508,388.184417725,260.136077881
1.59162266760694E+018,4.0274112,2,,86.3178482056,72.8384475708,-1.09072983265,387.037719727,264.577423096
1.59162266764004E+018,4.060507392,2,,85.5297622681,73.029258728,-1.15071773529,387.915710449,263.398773193
1.5916226676722E+018,4.092662784,2,,79.2607650757,75.0742492676,-0.529142796993,387.856079102,260.702758789
1.59162266770345E+018,4.123913728,2,,83.2706985474,72.5980834961,-0.962253510952,388.125488281,261.792205811
1.59162266774006E+018,4.160523264,2,,85.4219360352,71.6097335815,-1.24185883999,389.026641846,263.32144165
1.59162266777383E+018,4.194293248,2,,85.9104156494,72.5237808228,-1.24266636372,388.576568604,264.377838135
1.5916226678076E+018,4.22806784,2,,86.0761413574,71.6440124512,-1.12549102306,389.323272705,262.827392578
1.59162266784065E+018,4.261113088,2,,86.2757644653,71.980796814,-1.11396598816,389.023193359,263.240478516
1.59162266788168E+018,4.302144256,2,,83.1510696411,74.0511169434,-1.14275157452,390.539703369,261.877532959
1.59162266791587E+018,4.336336384,2,,84.9917602539,70.8603134155,-1.22551476955,391.004852295,258.878051758
1.59162266794611E+018,4.366575104,2,,87.395149231,75.6213378906,-0.972191691399,389.516784668,258.892608643
1.59162266798405E+018,4.404521216,2,,83.0977096558,71.7405395508,0.201033636928,391.740661621,251.489440918
1.59162266801324E+018,4.433706752,2,,95.7520904541,81.2415847778,1.56969082355,388.246032715,251.172744751
1.59162266804691E+018,4.467374336,2,,95.1310348511,81.6135940552,-1.37493813038,388.850860596,249.165267944
1.59162266808276E+018,4.503224064,2,,89.926399231,77.7496032715,-1.23600697517,390.47567749,243.506195068
1.59162266811222E+018,4.5326912,2,,95.1321792603,75.9352874756,1.44622480869,389.462585449,240.580200195
1.59162266814265E+018,4.563117312,2,,91.4970016479,74.8955764771,1.55581688881,389.722106934,241.897262573
1.59162266817679E+018,4.597258496,2,,91.5472106934,73.5651779175,-1.486779809,391.683776855,242.285064697
1.59162266822821E+018,4.648678656,2,,93.3864440918,73.3642883301,1.55236589909,389.580566406,239.623641968
1.59162266825773E+018,4.678192128,2,,91.0894546509,74.6727905273,-1.55534350872,389.952880859,241.276473999
1.59162266827512E+018,4.69559168,2,,92.9740753174,74.1849441528,-1.46928870678,389.340423584,241.115859985
1.59162266830881E+018,4.729279744,2,,91.7303619385,72.107170105,-1.53190898895,390.500610352,241.486846924
1.59162266834953E+018,4.769993728,2,,91.4162368774,72.1642074585,-1.55314958096,390.663665771,240.689086914
1.5916226683889E+018,4.809369856,2,,96.5212631226,70.08177948,-1.51526510715,390.584869385,239.886062622
1.59162266841721E+018,4.837677312,2,,91.852180481,68.8047790527,-1.50879466534,390.223114014,240.827957153
1.59162266844806E+018,4.868524544,2,,89.1004638672,72.9364547729,-1.43416535854,390.810058594,244.192657471
1.59162266847539E+018,4.89585536,2,,93.128074646,73.1447067261,1.49321842194,390.130462646,240.396789551
1.59162266851094E+018,4.931409664,2,,98.875579834,71.2127761841,1.53593575954,389.816558838,240.367919922
1.5916226685448E+018,4.965268224,2,,90.6561889648,70.9123840332,-1.5324010849,390.227386475,241.336395264
1.59162266857773E+018,4.998194688,2,,93.4740524292,69.3412399292,1.55452549458,390.511108398,240.600753784
1.59162266861012E+018,5.030588672,2,,94.4484024048,70.2883911133,-1.52159070969,390.557952881,241.076934814
1.59162266864646E+018,5.066928384,2,,93.5756225586,71.0710296631,-1.48239636421,390.744354248,240.709060669
1.5916226686861E+018,5.106567424,2,,93.7161407471,70.6987686157,-1.51317834854,390.52456665,240.515518188
1.59162266872867E+018,5.149137152,2,,94.2531356812,72.3405380249,1.51563107967,389.586608887,240.171615601
1.59162266875471E+018,5.175177728,2,,92.5028381348,71.0335388184,-1.56116473675,390.594940186,240.002456665
1.59162266878887E+018,5.209335552,2,,90.7463531494,72.0472335815,-1.45996499062,389.9793396,241.861312866
1.59162266881104E+018,5.231503104,2,,91.5225830078,72.0292053223,-1.41992199421,390.727020264,241.104064941
1.59162266884964E+018,5.270110464,2,,91.4394989014,71.8863372803,-1.4693928957,390.730041504,241.509017944
1.59162266887393E+018,5.29439488,2,,93.6119842529,71.1171951294,1.51698052883,390.020202637,240.136352539
1.59162266891066E+018,5.331128576,2,,95.2921905518,71.6500244141,1.53722822666,389.367248535,239.866851807
1.5916226689455E+018,5.365964032,2,,95.9244918823,71.1531219482,1.53290939331,389.267852783,238.69720459
1.5916226689852E+018,5.405662208,2,,91.7911148071,70.9981842041,-1.54329991341,390.426452637,240.056915283
1.59162266902768E+018,5.448151296,2,,99.3080291748,70.5249176025,-1.54582428932,390.067260742,239.65071106
1.59162266904682E+018,5.467286272,2,,93.1744384766,72.8368606567,-1.55967915058,389.850189209,241.00163269
1.59162266907285E+018,5.493320704,2,,92.7326965332,70.2506484985,-1.53074252605,390.988525391,240.941223145
1.5916226691103E+018,5.530769664,2,,93.4289016724,71.081993103,-1.38530397415,391.385528564,240.322784424
1.59162266914356E+018,5.56402816,2,,95.1486816406,70.9764480591,-1.51875352859,390.207702637,238.827255249
1.59162266917157E+018,5.592041728,2,,92.2682418823,69.8557510376,-1.39957201481,391.217987061,240.422164917
1.59162266920862E+018,5.629089024,2,,91.3773193359,75.3241043091,-1.40247344971,391.034301758,242.828140259
1.59162266923971E+018,5.660176384,2,,92.8242950439,75.3049468994,-1.39616274834,390.894683838,241.600357056
1.59162266927631E+018,5.696779264,2,,92.8665390015,72.3725738525,-1.52327728271,390.415222168,240.056259155
1.59162266930891E+018,5.729379328,2,,96.2992095947,70.0140914917,-1.54645967484,390.63381958,239.490615845
1.59162266933742E+018,5.757884928,2,,92.2416992188,69.8156051636,-1.49062240124,390.992492676,240.909744263
1.59162266937131E+018,5.791779584,2,,93.4745483398,71.4342498779,-1.53400170803,390.821228027,242.038894653
1.59162266941158E+018,5.832041984,2,,92.7761230469,71.1165466309,-1.53440487385,390.357635498,241.14666748
1.59162266944403E+018,5.86450176,2,,92.278503418,71.5511703491,-1.5498380661,390.592193604,240.69682312
1.59162266947724E+018,5.897707264,2,,90.6807632446,70.7886276245,-1.46639049053,391.319274902,241.489379883
1.59162266951518E+018,5.935645952,2,,90.3042831421,70.7491989136,-1.43613672256,391.007598877,242.049316406
1.59162266954245E+018,5.962914304,2,,90.7459793091,75.5675430298,-1.47021281719,390.701507568,242.508666992
1.59162266958157E+018,6.002036992,2,,97.5538635254,70.8189239502,1.52749097347,389.821136475,239.90222168
1.59162266960882E+018,6.029283328,2,,95.7638778687,72.8211364746,-1.51802122593,390.422393799,240.669754028
1.59162266964437E+018,6.064839936,2,,92.2832336426,73.0131759644,-1.51874828339,390.757019043,241.06086731
1.59162266967546E+018,6.0959232,2,,91.7877578735,73.2554244995,-1.46597254276,391.490844727,242.994537354
1.5916226697122E+018,6.132671488,2,,97.1206665039,70.4638442993,1.56360530853,390.625274658,240.43132019
1.59162266973827E+018,6.158734592,2,,91.1291656494,71.0511779785,-1.49410426617,391.009674072,241.600250244
1.59162266977702E+018,6.197489664,2,,93.1530838013,71.6477203369,1.55554223061,390.832061768,242.079483032
1.59162266981055E+018,6.231018752,2,,91.8994216919,71.2360534668,1.54613947868,390.368988037,240.981765747
1.5916226698468E+018,6.267264768,2,,93.2218780518,71.5952987671,1.54820680618,389.55758667,240.580276489
1.59162266987206E+018,6.292524544,2,,91.4637756348,70.9516677856,1.5241612196,390.239013672,241.143096924
1.59162266990277E+018,6.323234304,2,,92.6812286377,71.5957260132,1.56095993519,390.031036377,240.898223877
1.59162266995002E+018,6.370491904,2,,93.8887023926,70.3903121948,-1.50893104076,390.317138672,240.940933228
1.5916226699796E+018,6.400063488,2,,94.7458724976,74.4804840088,1.46154975891,390.45526123,240.45274353
1.59162267000591E+018,6.4263808,2,,93.5417175293,72.067237854,1.5706679821,389.815368652,239.870849609
1.59162267004075E+018,6.461220096,2,,90.3369064331,71.8483581543,1.54547524452,389.75894165,240.368637085
1.5916226700732E+018,6.493668864,2,,87.4390640259,70.4722671509,-1.52265846729,389.567718506,242.711685181
1.59162267010702E+018,6.52748416,2,,92.1780853271,68.7146072388,-1.56198740005,390.977081299,240.274353027
1.59162267013771E+018,6.558174464,2,,91.5724105835,69.4773254395,1.55499684811,391.06930542,240.323760986
1.59162267017577E+018,6.596239616,2,,87.1448135376,70.1911697388,-1.45405137539,391.184814453,241.940368652
1.59162267021489E+018,6.63536128,2,,97.7454071045,67.124961853,1.53901731968,391.5362854,243.084533691
1.59162267025585E+018,6.676313088,2,,95.1338882446,70.1396560669,1.55330312252,391.039398193,242.078964233
1.59162267028229E+018,6.702755328,2,,88.6614379883,75.2333221436,1.49180698395,389.335510254,240.378768921
1.59162267032029E+018,6.740755712,2,,93.3465118408,69.7260360718,1.47336113453,390.231231689,240.075500488
1.59162267034368E+018,6.764145408,2,,88.1040344238,69.393737793,-1.53057909012,390.7421875,241.554000854
1.591622670378E+018,6.798462208,2,,86.2247467041,69.2245941162,-1.54736685753,391.360626221,241.960327148
1.59162267040634E+018,6.826808576,2,,85.2213821411,70.4260787964,1.52056276798,390.577758789,242.246276855
1.59162267044654E+018,6.867011328,2,,89.2313995361,69.6778335571,-1.54104065895,390.803619385,240.385726929
1.59162267047114E+018,6.891609088,2,,90.9148101807,68.582069397,-1.4730091095,391.064208984,240.791030884
1.59162267050318E+018,6.923646208,2,,83.6440658569,67.812789917,-1.55790948868,391.312164307,242.486358643
1.59162267053851E+018,6.95897856,2,,87.0916213989,67.5896530151,1.51423931122,391.147827148,241.602172852
1.5916226705698E+018,6.990265344,2,,93.7192993164,66.664894104,-1.56359732151,391.309020996,239.555999756
1.5916226706088E+018,7.02926848,2,,83.3913192749,70.4393615723,1.57003676891,390.641448975,244.04914856
1.59162267063963E+018,7.060101376,2,,91.7097396851,68.6492385864,-1.51262760162,390.727844238,242.329589844
1.5916226706712E+018,7.091667712,2,,88.0523147583,69.8037567139,-1.4785503149,390.955169678,242.27923584
1.59162267070448E+018,7.124947712,2,,94.6562805176,70.176940918,-1.49803841114,390.028900146,241.556243896
1.59162267073828E+018,7.158744064,2,,92.9643173218,69.7348022461,1.48341882229,390.132476807,240.691116333
1.59162267077311E+018,7.193576192,2,,88.8460845947,71.3896484375,-1.47022736073,390.785003662,243.032867432
1.59162267080418E+018,7.224642304,2,,95.3279800415,73.2104873657,-1.50406420231,389.169281006,241.730194092
1.59162267083682E+018,7.257289728,2,,93.067237854,72.7334823608,1.53676187992,389.00668335,241.253204346
1.59162267088072E+018,7.301189888,2,,95.2852630615,72.9264221191,-1.52100563049,389.306304932,240.792144775
1.59162267091628E+018,7.336743424,2,,92.4604568481,72.1483840942,-1.44766891003,389.977386475,241.73979187
1.59162267094315E+018,7.363618304,2,,91.8221359253,74.297492981,-1.53682398796,389.242034912,241.854812622
1.59162267097165E+018,7.392111872,2,,91.4346618652,75.5672836304,1.4760158062,389.058563232,241.838592529
1.59162267100487E+018,7.42533376,2,,88.4871749878,77.7100830078,-1.41786956787,389.285705566,245.828735352
1.59162267104032E+018,7.460787456,2,,87.1081924438,80.0393981934,-1.52777540684,391.431793213,244.80355835
1.59162267107788E+018,7.498342144,2,,95.3028411865,83.0919265747,-1.39815235138,391.296905518,248.912567139
1.59162267110476E+018,7.52522496,2,,102.014930725,88.4346847534,-1.40713620186,390.64855957,255.675292969
1.591622671138E+018,7.558462464,2,,98.6935958862,86.3281173706,-1.18463778496,388.741455078,259.856903076
1.59162267117663E+018,7.597099264,2,,105.235992432,78.0536804199,-1.14781343937,387.652130127,266.176025391
1.59162267120487E+018,7.625337344,2,,110.91809082,77.3273086548,-1.18791162968,386.29473877,267.638244629
1.59162267124283E+018,7.663293696,2,,103.486221313,78.4672393799,-1.19822740555,387.197723389,265.708770752
1.5916226712803E+018,7.700766464,2,,102.724205017,74.9743270874,-1.13333153725,386.658966064,265.952087402
1.5916226713156E+018,7.736068352,2,,102.441261292,71.8297729492,-1.20819711685,386.31942749,266.128509521
1.59162267134254E+018,7.763005184,2,,96.4986724854,71.8552932739,-1.14738082886,386.88873291,266.498291016
1.59162267137894E+018,7.799409408,2,,100.322761536,70.8082351685,-1.27068436146,388.160827637,265.790283203
1.59162267141114E+018,7.831608064,2,,96.6285934448,70.2690124512,-1.23498916626,387.789489746,264.78805542
1.59162267144434E+018,7.864806656,2,,99.692855835,71.4988632202,-1.2256385088,386.614929199,265.68927002
1.59162267148019E+018,7.900658688,2,,102.063209534,69.2814331055,-1.20885872841,386.469207764,266.064056396
1.59162267150748E+018,7.927948288,2,,95.6566314697,70.2287445068,-1.1868224144,387.724273682,265.13180542
1.59162267155105E+018,7.971516928,2,,92.4394836426,69.1020584106,-1.21884036064,387.512054443,263.615722656
1.59162267157994E+018,8.000403712,2,,95.2412567139,68.6867980957,-1.27416098118,388.646636963,265.644378662
1.59162267161447E+018,8.034941184,2,,101.05960083,69.1114501953,-1.30052518845,388.109832764,266.607849121
1.59162267163732E+018,8.057783552,2,,100.741767883,69.3594436646,-1.25609695911,387.69720459,266.754638672
1.5916226716705E+018,8.090971904,2,,95.9172668457,69.9365158081,-1.26808142662,387.587982178,264.983764648
1.59162267170827E+018,8.128740096,2,,97.762046814,69.9179382324,-1.3271497488,387.881500244,266.096801758
1.59162267173733E+018,8.157795328,2,,99.252532959,68.1618423462,-1.40998077393,388.984344482,266.591278076
1.59162267177492E+018,8.195384576,2,,96.2560501099,69.0679702759,-1.37870121002,388.109771729,265.520629883
1.5916226718066E+018,8.227064576,2,,97.0922546387,70.4200592041,-1.35587251186,388.440063477,265.242004395
1.59162267183713E+018,8.257593344,2,,97.3486099243,69.7791137695,-1.28178179264,388.276397705,265.868286133
1.59162267187812E+018,8.298590208,2,,90.7615356445,66.3053436279,-1.2263225317,388.70211792,263.436828613
1.59162267190504E+018,8.325504,2,,94.2698516846,68.224899292,-1.34598875046,388.539764404,264.98034668
1.59162267193843E+018,8.358894336,2,,96.4486694336,69.0076904297,-1.33496665955,387.88961792,265.215270996
1.59162267197222E+018,8.392686336,2,,98.2413787842,68.2342987061,-1.31613528728,388.282562256,266.315063477
1.59162267200877E+018,8.429239552,2,,96.7074737549,69.7505111694,-1.30699336529,387.566070557,265.175506592
1.59162267203833E+018,8.458795008,2,,100.104377747,69.2094116211,-1.29133653641,387.622161865,265.422821045
1.59162267207229E+018,8.492753152,2,,99.9753570557,70.1552276611,-1.31948697567,387.792358398,266.356018066
1.59162267210576E+018,8.52622848,2,,100.151504517,70.0087661743,-1.27203798294,388.04473877,266.089416504
1.59162267214868E+018,8.569143552,2,,98.0261993408,72.6855239868,-1.22190380096,387.843536377,265.683380127
1.59162267217961E+018,8.600073984,2,,100.498268127,72.1502914429,-1.31550824642,388.612243652,266.347564697
1.59162267221135E+018,8.6318144,2,,101.127624512,72.1457138062,-1.26523756981,387.515075684,266.509155273
