%time,field.header.seq,field.header.stamp,field.header.frame_id,field.X,field.Y,field.Z,field.A,field.B,field.C
1638888362486577386,4731,0,,1245.78479004,-1925.52819824,1230.2668457,0.00749999983236,-0.516900002956,179.277999878
1638888362490508022,4732,0,,1245.84387207,-1925.52624512,1230.26501465,0.00769999995828,-0.516799986362,179.278198242
1638888362494470414,4733,0,,1245.90222168,-1925.52539062,1230.26391602,0.0077999997884,-0.516799986362,179.278198242
1638888362498538293,4734,0,,1245.96191406,-1925.52429199,1230.26281738,0.00789999961853,-0.516799986362,179.278198242
1638888362502501669,4735,0,,1246.0234375,-1925.52258301,1230.26147461,0.00820000004023,-0.516799986362,179.278305054
1638888362506436506,4736,0,,1246.08483887,-1925.52062988,1230.2598877,0.00839999970049,-0.516799986362,179.278396606
1638888362510511046,4737,0,,1246.1463623,-1925.5189209,1230.2590332,0.00860000029206,-0.516799986362,179.278396606
1638888362514446520,4738,0,,1246.20776367,-1925.51721191,1230.25756836,0.00889999978244,-0.516799986362,179.278503418
1638888362518476252,4739,0,,1246.26843262,-1925.51586914,1230.25671387,0.00910000037402,-0.516799986362,179.278503418
1638888362522523261,4740,0,,1246.32800293,-1925.51513672,1230.25537109,0.00910000037402,-0.516799986362,179.278594971
1638888362526569575,4741,0,,1246.38903809,-1925.51416016,1230.25415039,0.00920000020415,-0.516799986362,179.278594971
1638888362530407273,4742,0,,1246.44946289,-1925.51269531,1230.25280762,0.0093999998644,-0.516799986362,179.278701782
1638888362534608443,4743,0,,1246.51123047,-1925.51184082,1230.25183105,0.00949999969453,-0.516799986362,179.278701782
1638888362538665423,4744,0,,1246.57275391,-1925.51062012,1230.25061035,0.0097000002861,-0.516799986362,179.278793335
1638888362542445876,4745,0,,1246.63391113,-1925.50976562,1230.24938965,0.00980000011623,-0.516700029373,179.278793335
1638888362546598108,4746,0,,1246.69445801,-1925.50891113,1230.24829102,0.00980000011623,-0.516799986362,179.278900146
1638888362550465097,4747,0,,1246.75354004,-1925.50842285,1230.24707031,0.00980000011623,-0.516799986362,179.278900146
1638888362554447077,4748,0,,1246.81188965,-1925.50891113,1230.24609375,0.00980000011623,-0.516799986362,179.279006958
1638888362558681446,4749,0,,1246.86962891,-1925.50952148,1230.2454834,0.0097000002861,-0.516799986362,179.278900146
1638888362562634086,4750,0,,1246.92919922,-1925.50927734,1230.24462891,0.0097000002861,-0.516700029373,179.279006958
1638888362566480996,4751,0,,1246.99060059,-1925.50915527,1230.24353027,0.0097000002861,-0.516700029373,179.279006958
1638888362570515352,4752,0,,1247.05200195,-1925.50830078,1230.24279785,0.00980000011623,-0.516700029373,179.279098511
1638888362574538697,4753,0,,1247.1126709,-1925.50793457,1230.24206543,0.00980000011623,-0.516700029373,179.279098511
1638888362578552843,4754,0,,1247.171875,-1925.50817871,1230.24169922,0.00980000011623,-0.516700029373,179.279098511
1638888362583461072,4755,0,,1247.23071289,-1925.50842285,1230.2409668,0.0097000002861,-0.516700029373,179.279098511
1638888362586503029,4756,0,,1247.28869629,-1925.50915527,1230.24047852,0.0097000002861,-0.516700029373,179.279098511
1638888362590636311,4757,0,,1247.34814453,-1925.50952148,1230.24023438,0.00960000045598,-0.516700029373,179.279098511
1638888362594688412,4758,0,,1247.40698242,-1925.50952148,1230.2401123,0.0097000002861,-0.516700029373,179.279098511
1638888362598453587,4759,0,,1247.4666748,-1925.50915527,1230.23986816,0.00980000011623,-0.516700029373,179.279098511
1638888362602484268,4760,0,,1247.52624512,-1925.50891113,1230.23974609,0.00989999994636,-0.516700029373,179.279098511
1638888362606490806,4761,0,,1247.5871582,-1925.50817871,1230.23962402,0.00999999977648,-0.516700029373,179.279205322
1638888362610561492,4762,0,,1247.64562988,-1925.50805664,1230.23974609,0.0100999996066,-0.516700029373,179.279098511
1638888362615472102,4763,0,,1247.70446777,-1925.50769043,1230.23986816,0.0103000001982,-0.516700029373,179.279098511
1638888362618746008,4764,0,,1247.76318359,-1925.5078125,1230.24023438,0.0104000000283,-0.516700029373,179.279098511
1638888362622693861,4765,0,,1247.82202148,-1925.5078125,1230.24023438,0.0104000000283,-0.516700029373,179.279098511
1638888362626518003,4766,0,,1247.88269043,-1925.50769043,1230.24121094,0.0104999998584,-0.516700029373,179.279098511
1638888362630473019,4767,0,,1247.94360352,-1925.5078125,1230.24145508,0.0105999996886,-0.516700029373,179.279098511
1638888362634495498,4768,0,,1248.00402832,-1925.5078125,1230.24206543,0.0105999996886,-0.516700029373,179.279006958
1638888362638491145,4769,0,,1248.06408691,-1925.50830078,1230.24279785,0.0105999996886,-0.516700029373,179.279006958
1638888362642519519,4770,0,,1248.12304688,-1925.50915527,1230.24316406,0.0104999998584,-0.516700029373,179.279006958
1638888362646467331,4771,0,,1248.18249512,-1925.51062012,1230.24450684,0.0103000001982,-0.516700029373,179.278900146
1638888362650672367,4772,0,,1248.24157715,-1925.51171875,1230.24499512,0.0102000003681,-0.516700029373,179.278900146
1638888362654589390,4773,0,,1248.30065918,-1925.51257324,1230.24523926,0.0100999996066,-0.516700029373,179.278900146
1638888362658517128,4774,0,,1248.36230469,-1925.51379395,1230.24682617,0.00989999994636,-0.516700029373,179.278793335
1638888362662446140,4775,0,,1248.42382812,-1925.51379395,1230.24694824,0.00989999994636,-0.516700029373,179.278793335
1638888362666517940,4776,0,,1248.4855957,-1925.51477051,1230.24829102,0.00980000011623,-0.516700029373,179.278701782
1638888362670424091,4777,0,,1248.54589844,-1925.51513672,1230.24914551,0.0097000002861,-0.516700029373,179.278701782
1638888362674438796,4778,0,,1248.60546875,-1925.51623535,1230.24975586,0.00960000045598,-0.516700029373,179.278701782
1638888362678563454,4779,0,,1248.66552734,-1925.51721191,1230.25097656,0.00949999969453,-0.516700029373,179.278701782
1638888362682510732,4780,0,,1248.7232666,-1925.51867676,1230.25170898,0.00930000003427,-0.516700029373,179.278594971
1638888362686503054,4781,0,,1248.78430176,-1925.51916504,1230.25231934,0.00920000020415,-0.516700029373,179.278594971
1638888362690529934,4782,0,,1248.84594727,-1925.51940918,1230.25354004,0.00920000020415,-0.516700029373,179.278503418
1638888362694555932,4783,0,,1248.90869141,-1925.51953125,1230.25390625,0.00920000020415,-0.516700029373,179.278503418
1638888362698473068,4784,0,,1248.97070312,-1925.51904297,1230.2545166,0.00930000003427,-0.516700029373,179.278503418
1638888362702670660,4785,0,,1249.03173828,-1925.51916504,1230.25524902,0.00930000003427,-0.516700029373,179.278503418
1638888362706490030,4786,0,,1249.09155273,-1925.51916504,1230.25585938,0.00930000003427,-0.516700029373,179.278503418
1638888362710616883,4787,0,,1249.15136719,-1925.51953125,1230.25634766,0.00930000003427,-0.516700029373,179.278396606
1638888362714595755,4788,0,,1249.21032715,-1925.51953125,1230.25683594,0.00920000020415,-0.516700029373,179.278396606
1638888362718428188,4789,0,,1249.27026367,-1925.5201416,1230.25732422,0.00920000020415,-0.516700029373,179.278396606
1638888362722429964,4790,0,,1249.33032227,-1925.52001953,1230.25732422,0.00920000020415,-0.516700029373,179.278396606
1638888362726451574,4791,0,,1249.39025879,-1925.51989746,1230.25769043,0.00920000020415,-0.516700029373,179.278396606
1638888362730486191,4792,0,,1249.45056152,-1925.51928711,1230.2578125,0.00920000020415,-0.516700029373,179.278396606
1638888362734494927,4793,0,,1249.51037598,-1925.51916504,1230.2578125,0.00920000020415,-0.516700029373,179.278396606
1638888362738550629,4794,0,,1249.56872559,-1925.51965332,1230.2578125,0.00899999961257,-0.516700029373,179.278396606
1638888362742540022,4795,0,,1249.62780762,-1925.5201416,1230.25830078,0.00889999978244,-0.516700029373,179.278396606
1638888362746510030,4796,0,,1249.68676758,-1925.52001953,1230.2578125,0.00879999995232,-0.516700029373,179.278396606
1638888362750574993,4797,0,,1249.74658203,-1925.52075195,1230.25793457,0.00860000029206,-0.516700029373,179.278396606
1638888362754440163,4798,0,,1249.80749512,-1925.52099609,1230.25793457,0.00850000046194,-0.516700029373,179.278396606
1638888362758399159,4799,0,,1249.86828613,-1925.5213623,1230.2578125,0.00829999987036,-0.516700029373,179.278503418
1638888362762456015,4800,0,,1249.92810059,-1925.52148438,1230.25756836,0.00810000021011,-0.516700029373,179.278503418
1638888362766442072,4801,0,,1249.98681641,-1925.52282715,1230.25744629,0.0077999997884,-0.516700029373,179.278503418
1638888362770568026,4802,0,,1250.04541016,-1925.52380371,1230.25708008,0.00749999983236,-0.516700029373,179.278503418
1638888362774788321,4803,0,,1250.10400391,-1925.52490234,1230.25683594,0.00710000004619,-0.516700029373,179.278503418
1638888362778473995,4804,0,,1250.16394043,-1925.52563477,1230.25585938,0.00689999992028,-0.516700029373,179.278594971
1638888362782459324,4805,0,,1250.22424316,-1925.52600098,1230.25524902,0.00659999996424,-0.516700029373,179.278594971
1638888362786551732,4806,0,,1250.28503418,-1925.52661133,1230.25524902,0.00639999983832,-0.516700029373,179.278594971
1638888362790451264,4807,0,,1250.34570312,-1925.5267334,1230.25463867,0.0063000000082,-0.516700029373,179.278701782
1638888362794395900,4808,0,,1250.4050293,-1925.52783203,1230.25463867,0.00609999988228,-0.516700029373,179.278701782
1638888362798584810,4809,0,,1250.46447754,-1925.52819824,1230.2545166,0.00590000022203,-0.516700029373,179.278701782
1638888362802553115,4810,0,,1250.5222168,-1925.52929688,1230.25378418,0.00559999980032,-0.516700029373,179.278701782
1638888362806444226,4811,0,,1250.58056641,-1925.52929688,1230.25317383,0.00559999980032,-0.516700029373,179.278701782
1638888362810437036,4812,0,,1250.64038086,-1925.52966309,1230.25341797,0.00559999980032,-0.516700029373,179.278701782
1638888362814426697,4813,0,,1250.70092773,-1925.52905273,1230.25268555,0.00570000009611,-0.516700029373,179.278701782
1638888362818383068,4814,0,,1250.76208496,-1925.52832031,1230.25256348,0.00590000022203,-0.516700029373,179.278701782
1638888362822462315,4815,0,,1250.82458496,-1925.52685547,1230.25244141,0.00609999988228,-0.516700029373,179.278701782
1638888362826475117,4816,0,,1250.88500977,-1925.52587891,1230.25183105,0.0063000000082,-0.516700029373,179.278793335
1638888362830433099,4817,0,,1250.94458008,-1925.5255127,1230.25158691,0.00650000013411,-0.516700029373,179.278701782
1638888362834560009,4818,0,,1251.00341797,-1925.52453613,1230.25195312,0.00669999979436,-0.516700029373,179.278701782
1638888362838516160,4819,0,,1251.0637207,-1925.52404785,1230.25158691,0.00689999992028,-0.516700029373,179.278701782
1638888362842442205,4820,0,,1251.12475586,-1925.52294922,1230.25146484,0.00710000004619,-0.516700029373,179.278701782
1638888362846537099,4821,0,,1251.18579102,-1925.52294922,1230.25231934,0.00740000000224,-0.516700029373,179.278701782
1638888362850630052,4822,0,,1251.24731445,-1925.52197266,1230.2520752,0.00760000012815,-0.516700029373,179.278701782
1638888362854449340,4823,0,,1251.30895996,-1925.52075195,1230.25256348,0.0077999997884,-0.516700029373,179.278701782
1638888362858470492,4824,0,,1251.36987305,-1925.52062988,1230.25256348,0.00800000037998,-0.516700029373,179.278701782
1638888362862724401,4825,0,,1251.42980957,-1925.52087402,1230.25292969,0.00810000021011,-0.516700029373,179.278594971
1638888362866657986,4826,0,,1251.48950195,-1925.52099609,1230.25366211,0.00820000004023,-0.516700029373,179.278594971
1638888362871539821,4827,0,,1251.55004883,-1925.5213623,1230.25402832,0.00829999987036,-0.516700029373,179.278594971
1638888362874437487,4828,0,,1251.61132812,-1925.52148438,1230.25463867,0.00850000046194,-0.516700029373,179.278503418
1638888362878391589,4829,0,,1251.67333984,-1925.52185059,1230.25549316,0.00860000029206,-0.516700029373,179.278503418
1638888362882547198,4830,0,,1251.73535156,-1925.52209473,1230.25610352,0.00860000029206,-0.516700029373,179.278503418
1638888362886581581,4831,0,,1251.79638672,-1925.52233887,1230.25720215,0.00879999995232,-0.516700029373,179.278396606
1638888362890509480,4832,0,,1251.85681152,-1925.52282715,1230.2578125,0.00879999995232,-0.516700029373,179.278396606
1638888362894525999,4833,0,,1251.91552734,-1925.52380371,1230.25915527,0.00889999978244,-0.516700029373,179.278305054
1638888362898577140,4834,0,,1251.9753418,-1925.52490234,1230.25976562,0.00889999978244,-0.516700029373,179.278198242
1638888362902559179,4835,0,,1252.03613281,-1925.52478027,1230.26086426,0.00910000037402,-0.516700029373,179.278198242
1638888362906417359,4836,0,,1252.09680176,-1925.52526855,1230.26159668,0.00920000020415,-0.516700029373,179.278198242
1638888362910442783,4837,0,,1252.1574707,-1925.52514648,1230.26245117,0.0093999998644,-0.516700029373,179.278106689
1638888362914461584,4838,0,,1252.21813965,-1925.52526855,1230.2635498,0.00949999969453,-0.516700029373,179.277999878
1638888362918465517,4839,0,,1252.27722168,-1925.52514648,1230.26464844,0.0097000002861,-0.516700029373,179.277999878
1638888362922545654,4840,0,,1252.33630371,-1925.5255127,1230.26586914,0.00980000011623,-0.516700029373,179.277893066
1638888362926612277,4841,0,,1252.39404297,-1925.52612305,1230.26635742,0.00989999994636,-0.516700029373,179.277893066
1638888362930677485,4842,0,,1252.45288086,-1925.52612305,1230.26794434,0.00999999977648,-0.516700029373,179.277801514
1638888362934547339,4843,0,,1252.51257324,-1925.52624512,1230.26855469,0.0102000003681,-0.516700029373,179.277801514
1638888362938532595,4844,0,,1252.57189941,-1925.52575684,1230.26953125,0.0103000001982,-0.516700029373,179.277694702
1638888362942570263,4845,0,,1252.6328125,-1925.52478027,1230.26977539,0.0105999996886,-0.516600012779,179.277694702
1638888362946523810,4846,0,,1252.69445801,-1925.52392578,1230.27026367,0.01070000045,-0.516700029373,179.277694702
1638888362950459292,4847,0,,1252.75390625,-1925.52282715,1230.27087402,0.0109000001103,-0.516700029373,179.277694702
1638888362954529487,4848,0,,1252.81188965,-1925.5234375,1230.27087402,0.0109000001103,-0.516700029373,179.277694702
1638888362958493960,4849,0,,1252.87084961,-1925.52319336,1230.27111816,0.0109999999404,-0.516700029373,179.277694702
1638888362962449949,4850,0,,1252.9296875,-1925.52307129,1230.27160645,0.0109999999404,-0.516700029373,179.277603149
1638888362966539328,4851,0,,1252.98913574,-1925.52233887,1230.27148438,0.0110999997705,-0.516700029373,179.277694702
1638888362970471091,4852,0,,1253.04992676,-1925.52233887,1230.27148438,0.0110999997705,-0.516700029373,179.277603149
1638888362974432467,4853,0,,1253.11047363,-1925.52172852,1230.27172852,0.0110999997705,-0.516700029373,179.277603149
1638888362978477240,4854,0,,1253.17004395,-1925.52148438,1230.27111816,0.0109999999404,-0.516700029373,179.277694702
1638888362982430265,4855,0,,1253.22888184,-1925.52160645,1230.27050781,0.0109999999404,-0.516700029373,179.277694702
1638888362986342833,4856,0,,1253.28674316,-1925.52185059,1230.27026367,0.0109000001103,-0.516700029373,179.277694702
1638888362990484227,4857,0,,1253.34521484,-1925.52258301,1230.2701416,0.0105999996886,-0.516700029373,179.277694702
1638888362994422691,4858,0,,1253.40454102,-1925.52233887,1230.26928711,0.0104999998584,-0.516700029373,179.277801514
1638888362998527259,4859,0,,1253.46472168,-1925.52246094,1230.26904297,0.0103000001982,-0.516700029373,179.277801514
1638888363002586648,4860,0,,1253.52514648,-1925.52258301,1230.26867676,0.0102000003681,-0.516700029373,179.277801514
1638888363006476712,4861,0,,1253.5871582,-1925.52185059,1230.26757812,0.0100999996066,-0.516700029373,179.277893066
1638888363010540005,4862,0,,1253.64807129,-1925.52160645,1230.26696777,0.00999999977648,-0.516700029373,179.277999878
1638888363014537786,4863,0,,1253.70837402,-1925.52148438,1230.26538086,0.00989999994636,-0.516700029373,179.277999878
1638888363018615224,4864,0,,1253.76843262,-1925.52124023,1230.26489258,0.00980000011623,-0.516700029373,179.277999878
1638888363022465809,4865,0,,1253.82763672,-1925.52111816,1230.26428223,0.0097000002861,-0.516700029373,179.278106689
1638888363026579246,4866,0,,1253.88867188,-1925.52038574,1230.26318359,0.00960000045598,-0.516700029373,179.278106689
1638888363030527946,4867,0,,1253.94970703,-1925.51989746,1230.26208496,0.00960000045598,-0.516600012779,179.278198242
1638888363034677607,4868,0,,1254.01123047,-1925.51879883,1230.26086426,0.00960000045598,-0.516700029373,179.278305054
1638888363038486801,4869,0,,1254.07385254,-1925.51818848,1230.26074219,0.0097000002861,-0.516700029373,179.278305054
1638888363042679897,4870,0,,1254.13452148,-1925.51782227,1230.26025391,0.0097000002861,-0.516700029373,179.278305054
1638888363046564914,4871,0,,1254.19299316,-1925.51696777,1230.25817871,0.0097000002861,-0.516600012779,179.278396606
1638888363050770618,4872,0,,1254.25183105,-1925.51708984,1230.2578125,0.00960000045598,-0.516700029373,179.278396606
1638888363054604383,4873,0,,1254.31103516,-1925.51660156,1230.25683594,0.0097000002861,-0.516600012779,179.278396606
1638888363058491809,4874,0,,1254.37036133,-1925.51623535,1230.25610352,0.0097000002861,-0.516600012779,179.278396606
1638888363062527610,4875,0,,1254.43127441,-1925.51525879,1230.25524902,0.00980000011623,-0.516600012779,179.278503418
1638888363066513843,4876,0,,1254.49328613,-1925.51416016,1230.25512695,0.00989999994636,-0.516700029373,179.278503418
1638888363070409632,4877,0,,1254.5534668,-1925.51367188,1230.2545166,0.00999999977648,-0.516600012779,179.278503418
1638888363074536494,4878,0,,1254.61328125,-1925.51318359,1230.25415039,0.00999999977648,-0.516600012779,179.278503418
1638888363078482381,4879,0,,1254.67260742,-1925.51379395,1230.25439453,0.00999999977648,-0.516700029373,179.278503418
1638888363082501426,4880,0,,1254.73046875,-1925.51464844,1230.25402832,0.00989999994636,-0.516600012779,179.278503418
1638888363086510806,4881,0,,1254.7890625,-1925.51550293,1230.25402832,0.00980000011623,-0.516600012779,179.278503418
1638888363090533014,4882,0,,1254.84753418,-1925.51623535,1230.25402832,0.00960000045598,-0.516700029373,179.278503418
1638888363094511932,4883,0,,1254.90771484,-1925.51757812,1230.25463867,0.00949999969453,-0.516700029373,179.278503418
1638888363098673983,4884,0,,1254.96777344,-1925.51806641,1230.25439453,0.00930000003427,-0.516600012779,179.278503418
1638888363102524575,4885,0,,1255.02807617,-1925.51928711,1230.25463867,0.00910000037402,-0.516600012779,179.278503418
1638888363106422814,4886,0,,1255.08740234,-1925.52111816,1230.25561523,0.00889999978244,-0.516700029373,179.278503418
1638888363110497423,4887,0,,1255.14611816,-1925.52294922,1230.25634766,0.00860000029206,-0.516700029373,179.278396606
1638888363114528990,4888,0,,1255.2052002,-1925.52490234,1230.25720215,0.00829999987036,-0.516700029373,179.278396606
1638888363118392363,4889,0,,1255.26342773,-1925.52722168,1230.25854492,0.00800000037998,-0.516700029373,179.278305054
1638888363122624489,4890,0,,1255.32299805,-1925.52929688,1230.2590332,0.00769999995828,-0.516700029373,179.278305054
1638888363126540028,4891,0,,1255.38061523,-1925.53161621,1230.26025391,0.00740000000224,-0.516700029373,179.278198242
1638888363130481669,4892,0,,1255.43554688,-1925.53405762,1230.26208496,0.00700000021607,-0.516700029373,179.278198242
1638888363134529361,4893,0,,1255.49072266,-1925.5369873,1230.26330566,0.00659999996424,-0.516700029373,179.278106689
1638888363138559614,4894,0,,1255.54638672,-1925.5390625,1230.26513672,0.00639999983832,-0.516700029373,179.278106689
1638888363142424976,4895,0,,1255.59777832,-1925.54162598,1230.26623535,0.00609999988228,-0.516700029373,179.277999878
1638888363146557896,4896,0,,1255.64331055,-1925.54455566,1230.26745605,0.00570000009611,-0.516700029373,179.277893066
