%time,time,field.X,field.Y,field.Z,field.A,field.B,field.C,%time,field.Vx,field.Vy,field.Vz,field.Speed
1.63888837225436E+018,28.41557504,1205.84228516,-1921.12536621,1230.27783203,0.00989999994636,-0.517799973488,179.277496338,1.63888837225439E+018,14.7031869888,-0.0754009559751,-0.0502673052251,14.7034664154
1.63888837225834E+018,28.4195584,1205.90100098,-1921.12585449,1230.27868652,0.00980000011623,-0.517799973488,179.277496338,1.63888837225837E+018,14.4342880249,-0.122949637473,0.221309348941,14.4365081787
1.63888837226235E+018,28.423565824,1205.96057129,-1921.12683105,1230.2791748,0.00980000011623,-0.517700016499,179.277496338,1.63888837226237E+018,14.9509878159,-0.22576995194,0.125427752733,14.9532184601
1.63888837226643E+018,28.42764544,1206.02185059,-1921.1270752,1230.27954102,0.00980000011623,-0.517700016499,179.277404785,1.63888837226646E+018,15.3719263077,-0.075229652226,0.075229652226,15.372294426
1.63888837227039E+018,28.431611136,1206.08093262,-1921.12731934,1230.27954102,0.0097000002861,-0.517700016499,179.277496338,1.63888837227044E+018,14.5489997864,-0.0493186414242,0,14.5490837097
1.63888837227428E+018,28.435495168,1206.14099121,-1921.12731934,1230.2800293,0.00960000045598,-0.517700016499,179.277404785,1.6388883722743E+018,14.9832181931,0,0.124652400613,14.9837369919
1.63888837227841E+018,28.439625472,1206.20043945,-1921.12817383,1230.28027344,0.00949999969453,-0.517700016499,179.277404785,1.63888837227844E+018,15.0885210037,-0.228613957763,0.076204650104,15.0904455185
1.63888837228234E+018,28.443557632,1206.25927734,-1921.12902832,1230.28076172,0.0093999998644,-0.517700016499,179.277404785,1.63888837228235E+018,14.5269021988,-0.197309374809,0.123318359256,14.5287656784
1.6388883722863E+018,28.447517952,1206.3182373,-1921.1295166,1230.28125,0.00930000003427,-0.517700016499,179.277404785,1.63888837228632E+018,14.9878358841,-0.12723121047,0.12723121047,14.9889163971
1.63888837229032E+018,28.45153536,1206.3770752,-1921.13024902,1230.28112793,0.00910000037402,-0.517700016499,179.277404785,1.63888837229035E+018,14.8598194122,-0.176602274179,-0.0504577942193,14.8609552383
1.6388883722943E+018,28.455521536,1206.43615723,-1921.13122559,1230.28149414,0.00899999961257,-0.517700016499,179.277297974,1.63888837229433E+018,14.5899572372,-0.246868982911,0.0987475961447,14.59237957
1.6388883722983E+018,28.45951744,1206.49511719,-1921.13232422,1230.28173828,0.00879999995232,-0.517700016499,179.277297974,1.63888837229832E+018,14.7243118286,-0.27498716116,0.049997664988,14.7269639969
1.63888837230234E+018,28.46355968,1206.55615234,-1921.13195801,1230.28210449,0.00870000012219,-0.517700016499,179.277404785,1.63888837230237E+018,15.495010376,0.0760802477598,0.101440325379,15.4955291748
