%time,field.header.stamp,field.x,field.y,field.z
1.63093906245397E+018,1.63093906240268E+018,0.476754575968,-0.895727038383,1.37409448624
1.63093906250619E+018,1.63093906245433E+018,0.476758807898,-0.896183013916,1.37408876419
1.63093906255809E+018,1.63093906250653E+018,0.476803392172,-0.896548569202,1.37409436703
1.63093906261002E+018,1.63093906255835E+018,0.476827979088,-0.896665155888,1.37408065796
1.63093906266252E+018,1.63093906261034E+018,0.476780474186,-0.896464824677,1.3740670681
1.63093906271537E+018,1.63093906266256E+018,0.476744771004,-0.895956933498,1.37404441833
1.63093906276769E+018,1.6309390627156E+018,0.476747512817,-0.895361065865,1.3740272522
1.63093906282134E+018,1.63093906276804E+018,0.476718664169,-0.894737005234,1.37402415276
1.63093906287265E+018,1.63093906282076E+018,0.476706981659,-0.894148230553,1.37402868271
1.63093906292443E+018,1.63093906287312E+018,0.476684182882,-0.893584728241,1.37402915955
1.63093906302647E+018,1.63093906292457E+018,0.476669996977,-0.893046975136,1.37401843071
1.63093906307951E+018,1.63093906302703E+018,0.476557463408,-0.891900479794,1.37407517433
1.63093906313286E+018,1.63093906307917E+018,0.476511538029,-0.891336143017,1.37408363819
1.63093906318594E+018,1.63093906313333E+018,0.476467013359,-0.890761375427,1.3740888834
1.63093906328839E+018,1.63093906318649E+018,0.476438105106,-0.890225529671,1.37409162521
1.63093906334075E+018,1.6309390632888E+018,0.47635063529,-0.889116168022,1.37409484386
1.63093906339343E+018,1.63093906334113E+018,0.476316571236,-0.88858884573,1.37409567833
1.63093906349526E+018,1.63093906339317E+018,0.476302415133,-0.888260662556,1.37409853935
1.63093906359813E+018,1.63093906349545E+018,0.476375848055,-0.888519108295,1.37412142754
1.63093906365016E+018,1.6309390635986E+018,0.476434469223,-0.889581620693,1.37415885925
1.63093906370232E+018,1.63093906365025E+018,0.476455837488,-0.890170037746,1.37416684628
1.63093906375707E+018,1.63093906370242E+018,0.47646343708,-0.890709340572,1.37416625023
1.63093906380873E+018,1.63093906375741E+018,0.476483672857,-0.891320943832,1.37416565418
1.63093906386273E+018,1.63093906380893E+018,0.476511150599,-0.891845941544,1.37416219711
1.63093906391597E+018,1.6309390638633E+018,0.476556360722,-0.89246404171,1.37414324284
1.63093906396699E+018,1.63093906391553E+018,0.476606667042,-0.893044531345,1.37411737442
1.63093906401895E+018,1.63093906396729E+018,0.476643443108,-0.89358741045,1.37410795689
1.63093906407114E+018,1.63093906401912E+018,0.476680964231,-0.894133031368,1.3740991354
1.6309390641266E+018,1.63093906407154E+018,0.476700186729,-0.894703924656,1.37409555912
1.63093906417882E+018,1.63093906412691E+018,0.476752638817,-0.895295739174,1.37409424782
1.63093906423147E+018,1.63093906417926E+018,0.476784467697,-0.89587032795,1.37408769131
1.63093906428385E+018,1.63093906423202E+018,0.476800739765,-0.896408259869,1.37409162521
1.63093906433609E+018,1.63093906428425E+018,0.476820707321,-0.896898567677,1.37408232689
1.63093906438865E+018,1.63093906433652E+018,0.476811945438,-0.897234976292,1.37409937382
1.63093906444038E+018,1.63093906438912E+018,0.476732552052,-0.8973954916,1.37407898903
1.63093906449194E+018,1.6309390644406E+018,0.476681113243,-0.89716231823,1.37406384945
1.63093906454418E+018,1.63093906449223E+018,0.476665407419,-0.896625041962,1.37404310703
1.63093906459946E+018,1.63093906454464E+018,0.476649492979,-0.896002352238,1.37402296066
1.63093906465152E+018,1.63093906459896E+018,0.476638525724,-0.89539796114,1.37402462959
1.63093906470347E+018,1.63093906465198E+018,0.476645737886,-0.894803643227,1.37402951717
1.63093906475518E+018,1.63093906470359E+018,0.476605683565,-0.89426022768,1.37403130531
1.63093906480744E+018,1.63093906475531E+018,0.476592212915,-0.893679857254,1.37402915955
1.63093906485996E+018,1.63093906480784E+018,0.476533800364,-0.893110096455,1.37405562401
1.63093906491257E+018,1.63093906486064E+018,0.476476311684,-0.892557263374,1.37407565117
1.63093906496771E+018,1.63093906491309E+018,0.476447165012,-0.891963124275,1.37408649921
1.63093906501868E+018,1.63093906496746E+018,0.476405054331,-0.891386926174,1.37408828735
1.63093906507022E+018,1.63093906501898E+018,0.476367264986,-0.890834510326,1.37409317493
1.63093906512203E+018,1.63093906507046E+018,0.476335525513,-0.890327572823,1.37409555912
1.63093906517439E+018,1.63093906512241E+018,0.476307719946,-0.889758050442,1.37409389019
1.63093906522625E+018,1.63093906517467E+018,0.476265341043,-0.889211654663,1.37409043312
1.63093906532795E+018,1.63093906522631E+018,0.47623232007,-0.888752102852,1.37410247326
1.63093906538033E+018,1.63093906532835E+018,0.476308077574,-0.888762831688,1.37410759926
1.6309390654422E+018,1.63093906538098E+018,0.476379930973,-0.889085650444,1.37412536144
1.63093906549417E+018,1.63093906544285E+018,0.476409047842,-0.88977265358,1.37415122986
1.63093906554639E+018,1.63093906549445E+018,0.476436197758,-0.890373408794,1.37416148186
1.6309390656027E+018,1.63093906554683E+018,0.4764508605,-0.890916824341,1.37416100502
1.6309390656553E+018,1.63093906560309E+018,0.476454406977,-0.891537427902,1.37416553497
1.63093906570738E+018,1.63093906565562E+018,0.476477354765,-0.892103731632,1.37416195869
1.6309390658096E+018,1.63093906570767E+018,0.476522892714,-0.892660021782,1.37414944172
1.6309390658626E+018,1.63093906580999E+018,0.476613849401,-0.893770635128,1.37410545349
1.63093906591474E+018,1.63093906586274E+018,0.476641714573,-0.894336462021,1.37410163879
1.63093906596775E+018,1.63093906591513E+018,0.476676404476,-0.894897997379,1.3740991354
1.63093906601935E+018,1.63093906596738E+018,0.476717174053,-0.895479559898,1.37409257889
