%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1635842850943162723,0.0243807205282,-0.000100265112964,-6.27800007857e-05,1.40179951552e-05,-0.00043433483876,-7.06882639853e-05
1635842850951180889,0.0243807205282,-0.000100265112964,-6.27800007857e-05,1.40179951552e-05,-0.00043433483876,-7.06882639853e-05
1635842850959036238,0.0243807205282,-0.000100265112964,-6.27800007857e-05,1.40179951552e-05,-0.00043433483876,-7.06882639853e-05
1635842850967036503,0.0243807205282,-0.000100265112964,-6.27800007857e-05,1.40179951552e-05,-0.00043433483876,-7.06882639853e-05
1635842850975245876,0.0243807205282,-0.000100265112964,-6.27800007857e-05,1.40179951552e-05,-0.00043433483876,-7.06882639853e-05
1635842850983099769,0.0239707192313,0.000614326062457,2.45303652678e-05,1.70966490663e-05,-0.000455559711348,-0.000288820617712
1635842850991166991,0.0239707192313,0.000614326062457,2.45303652678e-05,1.70966490663e-05,-0.000455559711348,-0.000288820617712
1635842850999054662,0.0239707192313,0.000614326062457,2.45303652678e-05,1.70966490663e-05,-0.000455559711348,-0.000288820617712
1635842851007055813,0.0239707192313,0.000614326062457,2.45303652678e-05,1.70966490663e-05,-0.000455559711348,-0.000288820617712
1635842851015050113,0.0239707192313,0.000614326062457,2.45303652678e-05,1.70966490663e-05,-0.000455559711348,-0.000288820617712
1635842851023171986,0.0240838146739,0.000780898141323,-0.000606912851776,-0.000161247418119,-0.000884935855788,-0.000390777976398
1635842851031122753,0.0246655596334,0.000793130209998,-0.000459835652202,-0.000162885005627,-0.000689119780104,-0.000617718947071
1635842851039233237,0.0246655596334,0.000793130209998,-0.000459835652202,-0.000162885005627,-0.000689119780104,-0.000617718947071
1635842851047129372,0.0246655596334,0.000793130209998,-0.000459835652202,-0.000162885005627,-0.000689119780104,-0.000617718947071
1635842851055073097,0.0246655596334,0.000793130209998,-0.000459835652202,-0.000162885005627,-0.000689119780104,-0.000617718947071
1635842851063053858,0.0246655596334,0.000793130209998,-0.000459835652202,-0.000162885005627,-0.000689119780104,-0.000617718947071
1635842851071111533,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851079069770,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851087244728,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851095189923,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851103197416,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851111171456,0.0232360249989,0.000603852833084,-0.000381848717891,1.11550212857e-05,0.000207930636614,-0.000531594264701
1635842851119277166,0.0155758721311,0.000318082582651,-0.000447028209929,6.56505541838e-05,-0.00044796609748,-0.00014124117923
1635842851127188513,0.0155758721311,0.000318082582651,-0.000447028209929,6.56505541838e-05,-0.00044796609748,-0.00014124117923
1635842851135318229,0.0155758721311,0.000318082582651,-0.000447028209929,6.56505541838e-05,-0.00044796609748,-0.00014124117923
1635842851143245520,0.0155758721311,0.000318082582651,-0.000447028209929,6.56505541838e-05,-0.00044796609748,-0.00014124117923
1635842851151152536,0.0155758721311,0.000318082582651,-0.000447028209929,6.56505541838e-05,-0.00044796609748,-0.00014124117923
1635842851159150295,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851167208528,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851175235887,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851183213957,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851191220330,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851199297754,0.00658184384406,3.47127313831e-05,-0.000935443296489,0.000130607804175,-0.00110364643743,-0.000199787872943
1635842851207306659,0.000825208138888,-2.54303940735e-05,-0.000511943646875,-2.80370500049e-07,-0.00109462209986,4.35167448246e-05
1635842851215149447,0.000825208138888,-2.54303940735e-05,-0.000511943646875,-2.80370500049e-07,-0.00109462209986,4.35167448246e-05
1635842851223230344,0.000825208138888,-2.54303940735e-05,-0.000511943646875,-2.80370500049e-07,-0.00109462209986,4.35167448246e-05
1635842851231185496,0.000825208138888,-2.54303940735e-05,-0.000511943646875,-2.80370500049e-07,-0.00109462209986,4.35167448246e-05
1635842851239233635,0.000825208138888,-2.54303940735e-05,-0.000511943646875,-2.80370500049e-07,-0.00109462209986,4.35167448246e-05
1635842851247179595,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851255139568,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851263038656,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851271120215,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851279077883,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851287141220,0.000162240098388,0.000367500081691,0.000131341258664,-1.01478144588e-06,0.000202358373236,-0.000224865790796
1635842851295138016,0.000244938277856,-0.000550750860867,0.000196108144441,0.000195647458987,0.000165594757944,-0.00183655395767
1635842851303120323,0.000244938277856,-0.000550750860867,0.000196108144441,0.000195647458987,0.000165594757944,-0.00183655395767
1635842851311057962,0.000244938277856,-0.000550750860867,0.000196108144441,0.000195647458987,0.000165594757944,-0.00183655395767
1635842851319131230,0.000244938277856,-0.000550750860867,0.000196108144441,0.000195647458987,0.000165594757944,-0.00183655395767
1635842851327061493,0.000244938277856,-0.000550750860867,0.000196108144441,0.000195647458987,0.000165594757944,-0.00183655395767
1635842851335104161,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851343218318,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851351095828,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851359247901,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851367128372,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851375088429,0.000218831337178,-0.00510041921371,0.000500016802479,3.8179679317e-05,0.000296000047034,-0.000884430358301
1635842851383138490,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851391079905,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851399155461,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851407087910,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851415044188,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851423104445,0.000375323173423,-0.00128498805972,-0.000191024892522,0.00020604444429,-0.000281494900097,-0.00267564171771
1635842851431171624,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851439212934,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851447118215,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851455332315,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851463222906,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851471201146,0.000239127290355,-0.000220497150671,-0.000189547932806,0.000188095471781,-5.22166267383e-05,-0.00161097094731
1635842851479313095,-2.68812060974e-05,-0.00108083063892,7.14994001193e-05,4.77003709387e-08,4.30348908434e-05,0.000650560853793
1635842851487280733,-2.68812060974e-05,-0.00108083063892,7.14994001193e-05,4.77003709387e-08,4.30348908434e-05,0.000650560853793
1635842851495170166,-2.68812060974e-05,-0.00108083063892,7.14994001193e-05,4.77003709387e-08,4.30348908434e-05,0.000650560853793
1635842851503227709,-2.68812060974e-05,-0.00108083063892,7.14994001193e-05,4.77003709387e-08,4.30348908434e-05,0.000650560853793
1635842851511118936,-2.68812060974e-05,-0.00108083063892,7.14994001193e-05,4.77003709387e-08,4.30348908434e-05,0.000650560853793
1635842851519188443,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851527157183,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851535253236,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851543225883,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851551221256,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851559207553,-0.00177559917082,-0.00107721433094,-4.60598842843e-05,3.410500364e-06,0.000476454656053,0.000627227338503
1635842851567118655,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851575092865,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851583200842,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851591197178,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851599136173,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851607156794,-0.0123639501113,-0.00179714908044,-0.00170289671594,7.13029243657e-05,-0.00169449749561,0.00107349948185
1635842851615101281,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851623132548,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851631090998,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851639154372,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851647116945,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851655113342,-0.0230971815892,-0.00163919711221,-0.00380355559593,0.000291151247146,-0.00303384867209,0.000958465964154
1635842851663112540,-0.0262276573355,-0.00193388451348,-0.000220400381405,0.000163136597462,0.000515851795987,0.00108106690283
1635842851671218151,-0.0262276573355,-0.00193388451348,-0.000220400381405,0.000163136597462,0.000515851795987,0.00108106690283
1635842851679127481,-0.0262276573355,-0.00193388451348,-0.000220400381405,0.000163136597462,0.000515851795987,0.00108106690283
1635842851687175119,-0.0262276573355,-0.00193388451348,-0.000220400381405,0.000163136597462,0.000515851795987,0.00108106690283
1635842851695475448,-0.0262276573355,-0.00193388451348,-0.000220400381405,0.000163136597462,0.000515851795987,0.00108106690283
1635842851703430957,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851711461256,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851719521758,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851727279675,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851735273995,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851743214974,-0.0256914193978,-0.000407874983792,0.000654677079318,0.000170100468978,0.0011058207954,0.000161057370841
1635842851751191383,-0.0250389443857,-0.00020255625483,0.000579245776183,-4.37761572916e-06,0.000664785813355,4.8304573064e-05
1635842851759136901,-0.0250389443857,-0.00020255625483,0.000579245776183,-4.37761572916e-06,0.000664785813355,4.8304573064e-05
1635842851767300041,-0.0250389443857,-0.00020255625483,0.000579245776183,-4.37761572916e-06,0.000664785813355,4.8304573064e-05
1635842851775301142,-0.0250389443857,-0.00020255625483,0.000579245776183,-4.37761572916e-06,0.000664785813355,4.8304573064e-05
1635842851783109021,-0.0250389443857,-0.00020255625483,0.000579245776183,-4.37761572916e-06,0.000664785813355,4.8304573064e-05
1635842851791034952,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851799096864,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851807036298,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851815152387,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851823067834,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851831148530,-0.0249865438109,-0.00043085795041,0.000325774507476,0.000167325099372,0.000452212258593,0.000192086312418
1635842851839186374,-0.0253333726503,-0.000774110662777,0.00049140579781,0.000171954054264,0.000467314685992,0.000401785497337
1635842851847098371,-0.0253333726503,-0.000774110662777,0.00049140579781,0.000171954054264,0.000467314685992,0.000401785497337
1635842851855101433,-0.0253333726503,-0.000774110662777,0.00049140579781,0.000171954054264,0.000467314685992,0.000401785497337
1635842851863158302,-0.0253333726503,-0.000774110662777,0.00049140579781,0.000171954054264,0.000467314685992,0.000401785497337
1635842851871155886,-0.0253333726503,-0.000774110662777,0.00049140579781,0.000171954054264,0.000467314685992,0.000401785497337
1635842851879154972,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851887234431,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851895250582,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851903444223,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851911456220,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851919648549,-0.0249179923395,-0.000441412672954,-0.000108674005262,0.000169689771809,-0.000417820222192,0.000219053354153
1635842851927464496,-0.0254127123694,0.000334651973228,8.60295028465e-05,-0.000182886056236,0.000214090289604,-0.000276368705358
1635842851935332962,-0.0254127123694,0.000334651973228,8.60295028465e-05,-0.000182886056236,0.000214090289604,-0.000276368705358
1635842851943218676,-0.0254127123694,0.000334651973228,8.60295028465e-05,-0.000182886056236,0.000214090289604,-0.000276368705358
1635842851951107498,-0.0254127123694,0.000334651973228,8.60295028465e-05,-0.000182886056236,0.000214090289604,-0.000276368705358
1635842851959134304,-0.0254127123694,0.000334651973228,8.60295028465e-05,-0.000182886056236,0.000214090289604,-0.000276368705358
1635842851967166263,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842851975310462,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842851983103437,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842851991041203,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842851999139245,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842852007093628,-0.0250720393859,-0.000428642778948,0.000300995866579,0.000166562891393,0.000448969347501,0.000190747786171
1635842852015261503,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852023161760,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852031089220,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852039136464,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852047236409,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852055455342,-0.0247095511976,7.36147914483e-05,-0.000566403461837,-2.49127034373e-05,5.02335126656e-06,9.81270916257e-05
1635842852063401420,-0.0244912204897,7.97037527588e-05,-0.000345172297071,-1.57761847837e-05,-2.80430225392e-06,9.21772078984e-05
1635842852071424398,-0.0244912204897,7.97037527588e-05,-0.000345172297071,-1.57761847837e-05,-2.80430225392e-06,9.21772078984e-05
1635842852079347618,-0.0244912204897,7.97037527588e-05,-0.000345172297071,-1.57761847837e-05,-2.80430225392e-06,9.21772078984e-05
1635842852087264717,-0.0244912204897,7.97037527588e-05,-0.000345172297071,-1.57761847837e-05,-2.80430225392e-06,9.21772078984e-05
1635842852095201926,-0.0244912204897,7.97037527588e-05,-0.000345172297071,-1.57761847837e-05,-2.80430225392e-06,9.21772078984e-05
1635842852103130295,-0.0223162648074,5.89491892723e-05,-0.000558419149864,-3.25193574728e-05,-0.000649680614722,0.000135067548309
1635842852111076105,-0.0219507911466,5.44722156151e-05,-0.00062813590479,-3.28701359171e-05,-0.000856830025695,0.000138661143408
1635842852119048356,-0.0219507911466,5.44722156151e-05,-0.00062813590479,-3.28701359171e-05,-0.000856830025695,0.000138661143408
1635842852127104801,-0.0219507911466,5.44722156151e-05,-0.00062813590479,-3.28701359171e-05,-0.000856830025695,0.000138661143408
1635842852135142400,-0.0219507911466,5.44722156151e-05,-0.00062813590479,-3.28701359171e-05,-0.000856830025695,0.000138661143408
1635842852143083509,-0.0219507911466,5.44722156151e-05,-0.00062813590479,-3.28701359171e-05,-0.000856830025695,0.000138661143408
1635842852151111421,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852159127417,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852167088437,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852175066969,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852183113401,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852191123124,-0.0146154042167,0.000366289822289,0.000205306714345,-8.91573927849e-05,0.000431602475055,-4.57913557928e-05
1635842852199083746,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852207198156,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852215086272,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852223130737,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852231225261,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852239215539,-0.0053948248964,-0.000288425325064,0.000232186741184,3.68203099526e-05,0.000244250630233,0.000158790355239
1635842852247163750,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852255241902,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852263248283,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852271241704,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852279244079,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852287174464,-6.83866712867e-06,2.49388504519e-05,0.000358561911458,6.49750578189e-06,0.000216966422247,-0.000232641356106
1635842852295160415,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852303217532,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852311272931,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852319149582,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852327364442,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852335465750,-0.000144605122019,-8.35003941841e-06,-0.000153282663634,3.06345743357e-06,-0.000225096834649,-0.000208549540232
1635842852343254996,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852351168611,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852359238660,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852367268506,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852375270595,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852383245004,-0.000384647093788,-0.00504931949321,2.6591284568e-05,1.28326763421e-05,-0.000269700518076,0.00198366956058
1635842852391280959,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852399219306,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852407148564,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852415122976,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852423142371,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852431102485,-0.000196768697136,-0.00895735741438,0.000440704296188,3.99651522001e-05,1.24382025063e-05,0.00152738302409
1635842852439131999,-0.000189380496945,-0.00506243189799,0.000181942612874,2.06356722386e-05,-8.02696738292e-05,0.00109626115345
1635842852447164149,-0.000189380496945,-0.00506243189799,0.000181942612874,2.06356722386e-05,-8.02696738292e-05,0.00109626115345
1635842852455096931,-0.000189380496945,-0.00506243189799,0.000181942612874,2.06356722386e-05,-8.02696738292e-05,0.00109626115345
