field.header.stamp,time,field.major_axis,field.minor_axis,field.orientation,field.x,field.y,,field.header.stamp,time,field.value,,field.header.stamp,field.speed,field.vx,field.vy,field.vz
1.59162354910794E+018,0.334989824,92.5224914551,69.1906814575,-0.244271531701,399.891052246,252.294342041,,1.59162354907667E+018,0.336107264,2.20000004768,,1.59162354943148E+018,0.0038999998942,-0.00255000009201,-0.00301000010222,-1.00E-05
1.59162354913903E+018,0.366079232,84.4393920898,64.8464660645,0.175968900323,394.955841064,250.205795288,,1.59162354910794E+018,0.367379712,2.20000004768,,1.59162354948408E+018,0.00079999997979,-0.000440000003437,0.000720000010915,-3.00E-05
1.59162354917563E+018,0.402681344,83.365196228,52.6055679321,0.139578804374,386.939788818,250.276748657,,1.59162354913903E+018,0.39846912,2.20000004768,,1.59162354953623E+018,0.00480000022799,0.00170000002254,0.00451999995857,-3.00E-05
1.59162354920174E+018,0.42878976,77.1809234619,55.6316490173,0.215093538165,387.16607666,249.576690674,,1.59162354917563E+018,0.435071232,2.20000004768,,1.59162354958861E+018,0.00879999995232,0.00365000008605,0.00796999968588,-2.00E-05
1.5916235492379E+018,0.4649536,69.0258636475,59.700252533,-0.0621066465974,389.448547363,250.250396729,,1.59162354920174E+018,0.461179648,2.20000004768,,1.59162354964701E+018,0.0153999999166,0.00679000001401,0.0138499997556,4.00E-05
1.59162354926942E+018,0.496467456,66.0739517212,52.4706611633,-0.0238492731005,384.098083496,249.644165039,,1.5916235492379E+018,0.497343488,2.20000004768,,1.59162354970345E+018,0.0188999995589,0.00858999975026,0.016799999401,0
1.59162354930535E+018,0.532395776,70.2154159546,50.4122467041,0.12649255991,380.61227417,250.221984863,,1.59162354926942E+018,0.528857344,2.20000004768,,1.59162354975667E+018,0.0217000003904,0.0106300003827,0.0189200006425,0
1.59162354933876E+018,0.565814528,74.3761367798,60.6700592041,0.449121743441,384.729553223,244.029968262,,1.59162354930535E+018,0.564785664,2.20000004768,,1.5916235498167E+018,0.0236000008881,0.0115599995479,0.0205400008708,5.00E-05
1.59162354936861E+018,0.595655936,77.4226226807,55.4761238098,0.240350291133,381.007019043,245.819366455,,1.59162354933876E+018,0.598204416,2.20000004768,,1.59162354987228E+018,0.0245999991894,0.0120799997821,0.021420000121,9.00E-05
1.59162354940324E+018,0.630291456,97.3659744263,57.837890625,0.534179508686,385.92880249,246.928253174,,1.59162354936861E+018,0.628045824,2.20000004768,,1.59162354993016E+018,0.0245999991894,0.0121999997646,0.0214000009,3.00E-05
1.59162354943829E+018,0.665342976,81.4647827148,59.840461731,1.11938679218,390.987640381,255.038879395,,1.59162354940324E+018,0.662681344,2.20000004768,,1.59162355000665E+018,0.0245999991894,0.0122199999169,0.0213300008327,1.00E-05
1.59162354947501E+018,0.702058752,74.9309158325,48.6649856567,1.03169155121,393.576721191,255.004272461,,1.59162354943829E+018,0.697732864,2.20000004768,,1.59162355006851E+018,0.0243999995291,0.012140000239,0.0211500003934,1.00E-05
1.59162354950919E+018,0.73623936,69.5865325928,50.4857444763,0.924535810947,390.735168457,251.237197876,,1.59162354947501E+018,0.73444864,2.20000004768,,1.59162355017045E+018,0.0243999995291,0.0122199999169,0.0211299993098,-1.00E-05
1.59162354954474E+018,0.77179008,77.4789505005,53.019329071,0.205425590277,386.636322021,254.017227173,,1.59162354950919E+018,0.768629248,2.20000004768,,1.59162355022562E+018,0.024299999699,0.0121900001541,0.0210599992424,-2.00E-05
1.59162354957292E+018,0.79996544,79.8731307983,65.2822418213,-0.538303136826,389.18258667,256.162200928,,1.59162354954474E+018,0.804179968,2.20000004768,,1.59162355027805E+018,0.0241999998689,0.0121299996972,0.0208999998868,1.00E-05
1.59162354960923E+018,0.83627776,69.4113998413,49.5884056091,0.203068956733,386.708007812,252.15322876,,1.59162354957292E+018,0.832355328,2.20000004768,,1.59162355033123E+018,0.0228000003844,0.0114500001073,0.0196700002998,0
1.59162354964298E+018,0.870025984,70.2481765747,52.5598983765,0.770275115967,387.572235107,251.415008545,,1.59162354960923E+018,0.868667648,2.20000004768,,1.59162355038302E+018,0.0211999993771,0.0104999998584,0.0184000004083,-1.00E-05
1.59162354967569E+018,0.902738176,84.7035522461,69.0735092163,0.0315603241324,384.377105713,252.118789673,,1.59162354964298E+018,0.902415872,2.20000004768,,1.59162355044393E+018,0.0198999997228,0.00939000025392,0.0175400003791,0
1.59162354971032E+018,0.93737088,87.1567459106,59.5357589722,0.342257350683,383.539672852,253.233917236,,1.59162354967569E+018,0.935128064,2.20000004768,,1.59162355050409E+018,0.0175999999046,0.00817999988794,0.0156199997291,2.00E-05
1.59162354974183E+018,0.968881408,86.7114334106,70.8751449585,0.290502011776,383.1171875,250.63520813,,1.59162354971032E+018,0.969760768,2.20000004768,,1.59162355055841E+018,0.0143999997526,0.00645999982953,0.0128399999812,8.00E-05
1.59162354977765E+018,1.004703488,89.732635498,69.2862625122,0.168379962444,382.908172607,250.55015564,,1.59162354974183E+018,1.001271296,2.20000004768,,1.59162355061134E+018,0.00980000011623,0.00417000008747,0.00891000032425,6.00E-05
1.59162354981082E+018,1.03787264,78.0245361328,67.7084350586,0.564377069473,386.706420898,251.503479004,,1.59162354977765E+018,1.037093376,2.20000004768,,1.5916235506837E+018,0.00419999985024,0.00138000003062,0.00394999980927,0
1.59162354985009E+018,1.07714432,90.4454116821,72.5191040039,0.578607022762,383.305145264,249.584457397,,1.59162354981082E+018,1.070262528,2.20000004768,,1.59162355073678E+018,0.00249999994412,-0.00193000002764,-0.00159999995958,1.00E-05
1.59162354988664E+018,1.113688832,93.926902771,71.2251205444,0.119202554226,381.007324219,252.871109009,,1.59162354985009E+018,1.109534208,2.20000004768,,1.59162355079325E+018,0.00719999987632,-0.00436000013724,-0.00577000016347,3.00E-05
1.59162354991419E+018,1.141235968,89.9603881836,74.1603851318,0.198911502957,380.712615967,251.614929199,,1.59162354988664E+018,1.14607872,2.20000004768,,1.59162355084682E+018,0.0115000000224,-0.00646999990568,-0.00953000038862,-2.00E-05
1.59162354994762E+018,1.174674688,89.380897522,68.40284729,0.167295247316,381.07333374,253.292068481,,1.59162354991419E+018,1.173625856,2.20000004768,,1.59162355089949E+018,0.0146000003442,-0.00808000005782,-0.0121799996123,-1.00E-05
1.5916235499759E+018,1.202946304,94.6046905518,67.9893951416,0.370351165533,379.071533203,249.719772339,,1.59162354994762E+018,1.207064576,2.20000004768,,1.59162355095703E+018,0.0175000000745,-0.00932000018656,-0.0147599996999,0
1.59162355001262E+018,1.239673856,84.2658081055,71.1436462402,0.255498886108,382.826263428,252.632949829,,1.5916235499759E+018,1.235336192,2.20000004768,,1.5916235510101E+018,0.0209999997169,-0.0106300003827,-0.0181300006807,0
1.59162355005134E+018,1.278388224,87.7134017944,59.2831573486,0.227764725685,382.307159424,252.308288574,,1.59162355001262E+018,1.272063744,2.20000004768,,1.59162355106612E+018,0.0237000007182,-0.0118899997324,-0.0205400008708,-4.00E-05
1.59162355007623E+018,1.303279872,89.9792022705,70.2711791992,0.222350120544,381.678649902,251.05140686,,1.59162355005134E+018,1.310778112,2.20000004768,,1.59162355112797E+018,0.0248000007123,-0.0123600000516,-0.0215499997139,-8.00E-05
1.59162355010743E+018,1.3344768,94.9948654175,71.2581176758,0.203489214182,379.79208374,251.044662476,,1.59162355007623E+018,1.33566976,2.20000004768,,1.59162355118928E+018,0.0250000003725,-0.0124500002712,-0.021649999544,-4.00E-05
