time,stamps,major_axis,minor_axis,orientation,x,y,minor_axis_average
1.62004609422376E+018,1.62004609420866E+018,0,0,0,0,0,101.313240051
1.62004609425389E+018,1.62004609424029E+018,0,0,0,0,0,101.313240051
1.62004609428739E+018,1.62004609427298E+018,0,0,0,0,0,101.313240051
1.6200460943291E+018,1.62004609431486E+018,0,0,0,0,0,101.313240051
1.62004609435999E+018,1.62004609434672E+018,0,0,0,0,0,101.313240051
1.62004609439235E+018,1.62004609437846E+018,0,0,0,0,0,101.313240051
1.62004609442843E+018,1.62004609441466E+018,0,0,0,0,0,101.313240051
1.62004609446158E+018,1.62004609444674E+018,0,0,0,0,0,101.313240051
1.62004609449307E+018,1.62004609447889E+018,0,0,0,0,0,101.313240051
1.62004609452852E+018,1.62004609451452E+018,0,0,0,0,0,101.313240051
1.62004609455925E+018,1.62004609454534E+018,0,0,0,0,0,101.313240051
1.620046094586E+018,1.62004609457234E+018,0,0,0,0,0,101.313240051
1.62004609462229E+018,1.62004609460837E+018,0,0,0,0,0,101.313240051
1.62004609465394E+018,1.62004609464012E+018,0,0,0,0,0,101.313240051
1.62004609468563E+018,1.62004609467216E+018,0,0,0,0,0,101.313240051
1.62004609472684E+018,1.62004609471377E+018,0,0,0,0,0,101.313240051
1.62004609475962E+018,1.62004609474567E+018,0,0,0,0,0,101.313240051
1.62004609479222E+018,1.62004609477745E+018,0,0,0,0,0,101.313240051
1.62004609482842E+018,1.6200460948137E+018,0,0,0,0,0,101.313240051
1.6200460948601E+018,1.62004609484567E+018,0,0,0,0,0,101.313240051
1.62004609489167E+018,1.62004609487768E+018,0,0,0,0,0,101.313240051
1.62004609492835E+018,1.62004609491406E+018,0,0,0,0,0,101.313240051
1.62004609495619E+018,1.62004609494058E+018,0,0,0,0,0,101.313240051
1.62004609498531E+018,1.62004609497237E+018,0,0,0,0,0,101.313240051
1.62004609502347E+018,1.62004609500838E+018,0,0,0,0,0,101.313240051
1.62004609505633E+018,1.62004609504036E+018,0,0,0,0,0,101.313240051
1.62004609508798E+018,1.62004609507416E+018,0,0,0,0,0,101.313240051
1.62004609512782E+018,1.62004609511051E+018,0,0,0,0,0,101.313240051
1.6200460951592E+018,1.62004609514532E+018,0,0,0,0,0,101.313240051
1.6200460951954E+018,1.62004609517774E+018,0,0,0,0,0,101.313240051
1.62004609522193E+018,1.62004609520836E+018,0,0,0,0,0,101.313240051
1.62004609525461E+018,1.6200460952403E+018,0,0,0,0,0,101.313240051
1.62004609528584E+018,1.62004609527239E+018,0,0,0,0,0,101.313240051
1.62004609532182E+018,1.62004609530834E+018,0,0,0,0,0,101.313240051
1.62004609535355E+018,1.62004609534029E+018,0,0,0,0,0,101.313240051
1.62004609538642E+018,1.62004609537232E+018,0,0,0,0,0,101.313240051
1.62004609542285E+018,1.62004609540845E+018,0,0,0,0,0,101.313240051
1.62004609546015E+018,1.6200460954465E+018,0,0,0,0,0,101.313240051
1.62004609548618E+018,1.62004609547242E+018,0,0,0,0,0,101.313240051
1.62004609552487E+018,1.62004609551063E+018,0,0,0,0,0,101.313240051
1.62004609555547E+018,1.62004609554072E+018,0,0,0,0,0,101.313240051
1.62004609559791E+018,1.62004609558175E+018,0,0,0,0,0,101.313240051
1.62004609562234E+018,1.62004609560834E+018,0,0,0,0,0,101.313240051
1.62004609565945E+018,1.6200460956453E+018,0,0,0,0,0,101.313240051
1.62004609569612E+018,1.6200460956818E+018,0,0,0,0,0,101.313240051
1.62004609572725E+018,1.6200460957136E+018,0,0,0,0,0,101.313240051
1.62004609576127E+018,1.62004609574699E+018,0,0,0,0,0,101.313240051
1.62004609579241E+018,1.62004609577725E+018,0,0,0,0,0,101.313240051
1.62004609582445E+018,1.6200460958099E+018,0,0,0,0,0,101.313240051
1.62004609586128E+018,1.62004609584574E+018,0,0,0,0,0,101.313240051
1.62004609589464E+018,1.62004609588173E+018,0,0,0,0,0,101.313240051
1.6200460959292E+018,1.62004609591469E+018,0,0,0,0,0,101.313240051
1.62004609595896E+018,1.62004609594459E+018,0,0,0,0,0,101.313240051
1.62004609599029E+018,1.62004609597703E+018,0,0,0,0,0,101.313240051
1.62004609602218E+018,1.62004609600892E+018,0,0,0,0,0,101.313240051
1.62004609605487E+018,1.62004609604073E+018,0,0,0,0,0,101.313240051
1.62004609609523E+018,1.62004609608148E+018,0,0,0,0,0,101.313240051
1.6200460961274E+018,1.62004609611331E+018,0,0,0,0,0,101.313240051
1.62004609616042E+018,1.62004609614566E+018,0,0,0,0,0,101.313240051
1.62004609619877E+018,1.62004609618138E+018,0,0,0,0,0,101.313240051
1.62004609622843E+018,1.6200460962136E+018,0,0,0,0,0,101.313240051
1.62004609626263E+018,1.62004609624563E+018,0,0,0,0,0,101.313240051
1.62004609628993E+018,1.62004609627634E+018,0,0,0,0,0,101.313240051
1.6200460963221E+018,1.62004609630835E+018,5,2.5,0,337.5,162,101.313240051
1.62004609635439E+018,1.62004609634026E+018,0,0,0,0,0,101.313240051
1.62004609640258E+018,1.62004609638279E+018,5.47342014313,3.55292868614,0.208631247282,313.3203125,161.146728516,101.313240051
1.6200460964298E+018,1.62004609641478E+018,0,0,0,0,0,101.313240051
1.62004609646153E+018,1.62004609644699E+018,0,0,0,0,0,101.313240051
1.62004609649644E+018,1.62004609648266E+018,0,0,0,0,0,101.313240051
1.62004609652838E+018,1.62004609651473E+018,0,0,0,0,0,101.313240051
1.62004609656103E+018,1.62004609654694E+018,0,0,0,0,0,101.313240051
1.62004609659649E+018,1.62004609658248E+018,0,0,0,0,0,101.313240051
1.6200460966295E+018,1.62004609661463E+018,0,0,0,0,0,101.313240051
1.62004609665902E+018,1.62004609664468E+018,0,0,0,0,0,101.313240051
1.62004609669712E+018,1.62004609668254E+018,0,0,0,0,0,101.313240051
1.62004609672867E+018,1.62004609671416E+018,0,0,0,0,0,101.313240051
1.62004609676137E+018,1.62004609674653E+018,0,0,0,0,0,101.313240051
1.62004609679258E+018,1.62004609677651E+018,0,0,0,0,0,101.313240051
1.62004609682239E+018,1.62004609680834E+018,0,0,0,0,0,101.313240051
1.62004609685589E+018,1.62004609684031E+018,0,0,0,0,0,101.313240051
1.62004609688959E+018,1.62004609687629E+018,0,0,0,0,0,101.313240051
1.62004609692212E+018,1.62004609690885E+018,0,0,0,0,0,101.313240051
1.62004609695877E+018,1.62004609694498E+018,0,0,0,0,0,101.313240051
1.62004609699797E+018,1.62004609698282E+018,0,0,0,0,0,101.313240051
1.62004609703478E+018,1.62004609701486E+018,0,0,0,0,0,101.313240051
1.6200460970644E+018,1.62004609705033E+018,0,0,0,0,0,101.313240051
1.62004609709674E+018,1.62004609708197E+018,0,0,0,0,0,101.313240051
1.62004609712929E+018,1.62004609711407E+018,0,0,0,0,0,101.313240051
1.62004609716411E+018,1.62004609715018E+018,0,0,0,0,0,101.313240051
1.62004609720125E+018,1.62004609718212E+018,5.57914304733,2.99675965309,0.209532991052,375.893035889,175.73588562,101.313240051
1.620046097231E+018,1.62004609721426E+018,7.23340606689,4.19354772568,0.265048831701,358.292022705,174.201873779,101.313240051
1.62004609726377E+018,1.62004609725019E+018,8.09641933441,4.88340950012,0.35000115633,341.900146484,173.749023438,101.313240051
1.62004609729637E+018,1.62004609728218E+018,8.75123882294,4.8193860054,0.350948035717,333.8934021,173.803741455,101.313240051
1.62004609732966E+018,1.62004609731422E+018,9.09149742126,5.29166412354,0.227864995599,317.800994873,173.413757324,101.313240051
1.62004609736132E+018,1.6200460973451E+018,9.92217540741,5.30175352097,0.542411208153,304.817382812,172.376327515,101.313240051
1.62004609739173E+018,1.6200460973774E+018,9.35933303833,5.45841598511,0.208216324449,302.555480957,172.721923828,101.313240051
1.62004609742273E+018,1.62004609740894E+018,9.46412181854,5.5014834404,0.477324485779,298.095001221,172.532058716,101.313240051
1.62004609745864E+018,1.62004609744498E+018,9.01599884033,6.09873723984,0.263096749783,297.543914795,172.994506836,101.313240051
1.6200460974971E+018,1.62004609748248E+018,9.6346206665,5.4935836792,0.336362302303,297.822814941,172.911499023,101.313240051
1.62004609752383E+018,1.62004609750948E+018,10.2820806503,5.28933906555,0.558261930943,296.959838867,172.492935181,101.313240051
1.62004609756044E+018,1.62004609754541E+018,10.5350627899,6.17209815979,0.215464785695,298.241912842,172.984191895,101.313240051
1.62004609758995E+018,1.62004609757649E+018,9.58647060394,5.68543958664,0.40852984786,296.747680664,173.102218628,101.313240051
1.62004609762975E+018,1.62004609760832E+018,10.4967241287,5.10668802261,0.364074081182,294.611297607,173.961212158,101.313240051
1.62004609766999E+018,1.62004609765023E+018,10.7111301422,5.75133895874,0.41681188345,292.761413574,175.695541382,101.313240051
1.62004609769961E+018,1.62004609768238E+018,13.4897937775,7.41171693802,-0.0928523093462,293.765838623,177.069671631,101.313240051
1.62004609773311E+018,1.62004609771438E+018,13.0317220688,9.22177124023,-0.145555064082,293.811584473,182.124603271,101.313240051
1.6200460977693E+018,1.62004609775033E+018,13.5555524826,7.25913763046,-0.149043679237,293.924346924,185.161773682,101.313240051
1.62004609779962E+018,1.62004609778226E+018,13.5578641891,8.61361789703,-0.0358948856592,294.280334473,185.655410767,101.313240051
1.62004609783104E+018,1.62004609781458E+018,13.7679948807,8.09453105927,-0.000395346258301,294.384307861,186.678863525,101.313240051
1.62004609786929E+018,1.62004609785106E+018,13.8728952408,9.62242412567,-0.0955137386918,295.094696045,188.048858643,101.313240051
1.62004609789768E+018,1.62004609788338E+018,13.2391405106,9.57722187042,0.05780537799,295.875732422,189.271209717,101.313240051
1.62004609792961E+018,1.62004609791498E+018,13.5362977982,9.71916675568,-0.0162840317935,304.766723633,192.165527344,101.313240051
1.62004609796628E+018,1.62004609795076E+018,13.8999300003,9.05997371674,0.0717946961522,321.03515625,194.149002075,101.313240051
1.62004609799773E+018,1.62004609798277E+018,13.1613521576,8.6955871582,-0.0980236381292,327.91986084,194.960021973,101.313240051
1.62004609803011E+018,1.62004609801578E+018,13.7974281311,8.26448917389,0.0120107233524,345.970153809,196.599975586,101.313240051
1.62004609806652E+018,1.62004609805197E+018,13.0070037842,7.70128631592,-0.130886644125,362.558227539,198.544891357,101.313240051
1.62004609809495E+018,1.62004609808128E+018,11.0205307007,7.64363336563,0.526118934155,368.847229004,198.632217407,101.313240051
1.62004609812339E+018,1.6200460981093E+018,8.64858818054,5.26543426514,0.35195684433,386.141052246,199.712753296,101.313240051
1.62004609816161E+018,1.62004609814738E+018,7.58470058441,3.08305883408,0.238102585077,403.000305176,201.411239624,101.313240051
1.62004609819388E+018,1.62004609817979E+018,4.49213314056,2.69245409966,0.392699092627,412,203,101.313240051
1.62004609822921E+018,1.62004609821433E+018,0,0,0,0,0,101.313240051
1.62004609826532E+018,1.62004609825101E+018,0,0,0,0,0,101.313240051
1.62004609830116E+018,1.62004609828333E+018,0,0,0,0,0,101.313240051
1.62004609832814E+018,1.62004609831464E+018,0,0,0,0,0,101.313240051
1.62004609837331E+018,1.62004609835085E+018,0,0,0,0,0,101.313240051
1.62004609839854E+018,1.62004609838303E+018,0,0,0,0,0,101.313240051
1.62004609843348E+018,1.62004609841873E+018,0,0,0,0,0,101.313240051
1.62004609846517E+018,1.62004609844973E+018,0,0,0,0,0,101.313240051
1.62004609849684E+018,1.62004609848208E+018,0,0,0,0,0,101.313240051
1.62004609853267E+018,1.62004609851802E+018,0,0,0,0,0,101.313240051
1.62004609856429E+018,1.62004609855007E+018,0,0,0,0,0,101.313240051
1.62004609859079E+018,1.62004609857653E+018,0,0,0,0,0,101.313240051
1.62004609863442E+018,1.62004609861819E+018,0,0,0,0,0,101.313240051
1.62004609865971E+018,1.62004609864472E+018,0,0,0,0,0,101.313240051
1.62004609869126E+018,1.62004609867674E+018,0,0,0,0,0,101.313240051
1.62004609872691E+018,1.62004609871285E+018,0,0,0,0,0,101.313240051
1.62004609876149E+018,1.6200460987473E+018,0,0,0,0,0,101.313240051
1.62004609878992E+018,1.6200460987764E+018,0,0,0,0,0,101.313240051
1.62004609883264E+018,1.62004609881829E+018,9.99228954315,5.92044353485,-0.39278203249,282.114837646,190.785003662,101.313240051
1.62004609886501E+018,1.6200460988504E+018,20.5564060211,9.08637142181,0.126191094518,292.96295166,190.225845337,101.313240051
1.62004609889651E+018,1.62004609888248E+018,20.8175678253,7.76706647873,0.0412643477321,311.097900391,192.567459106,101.313240051
1.62004609892688E+018,1.62004609891268E+018,25.3872280121,6.42346715927,-0.0166125334799,319.658508301,192.530227661,101.313240051
1.62004609895846E+018,1.62004609894475E+018,20.7056179047,6.94232225418,0.0278217773885,336.278259277,193.020004272,101.313240051
1.62004609899143E+018,1.62004609897723E+018,19.7528343201,7.27102708817,0.0497843362391,352.269805908,193.918258667,101.313240051
1.62004609903271E+018,1.62004609901806E+018,20.6827087402,7.03470993042,0.0709985420108,360.39831543,194.08215332,101.313240051
1.62004609906178E+018,1.62004609904694E+018,20.2038211823,5.76004600525,0.0803197398782,376.092132568,194.128143311,101.313240051
1.6200460990921E+018,1.62004609907854E+018,16.925409317,4.24152517319,0.138359740376,392.211761475,194.626800537,101.313240051
1.62004609913297E+018,1.62004609911838E+018,8.95827388763,3.10506439209,0.175151318312,397.626495361,195.609588623,101.313240051
1.62004609916159E+018,1.62004609914686E+018,0,0,0,0,0,101.313240051
1.62004609919442E+018,1.62004609917888E+018,0,0,0,0,0,101.313240051
1.62004609923167E+018,1.62004609921504E+018,0,0,0,0,0,101.313240051
1.62004609926524E+018,1.62004609924505E+018,0,0,0,0,0,101.313240051
1.62004609929241E+018,1.62004609927858E+018,0,0,0,0,0,101.313240051
1.62004609932704E+018,1.62004609931401E+018,0,0,0,0,0,101.313240051
1.62004609936526E+018,1.62004609935072E+018,0,0,0,0,0,101.313240051
1.6200460993968E+018,1.62004609938272E+018,0,0,0,0,0,101.313240051
1.62004609943186E+018,1.62004609941763E+018,4.19573879242,3.08621692657,-0.0751255080104,278.8671875,211.525726318,101.313240051
1.62004609946287E+018,1.62004609944448E+018,0,0,0,0,0,101.313240051
1.62004609949111E+018,1.620046099477E+018,4.55358409882,3.23913526535,0.588499188423,317.994934082,189.205841064,101.313240051
1.62004609952923E+018,1.62004609951337E+018,4.18330001831,3.41565036774,0,321,212.5,101.313240051
1.62004609956255E+018,1.62004609954686E+018,6.10118246078,5.61778402328,0.154473856091,287.963043213,186.606582642,101.313240051
1.62004609959662E+018,1.62004609958278E+018,8.21699810028,5.29212713242,0.536909401417,304.450927734,187.20489502,101.313240051
1.62004609963217E+018,1.6200460996185E+018,8.07213783264,4.30239009857,0.318764805794,313.266296387,187.404678345,101.313240051
1.62004609966448E+018,1.62004609965034E+018,7.41375684738,4.50009965897,0.484823018312,329.716491699,188.303955078,101.313240051
1.62004609969563E+018,1.62004609968207E+018,8.19075679779,5.13713216782,0.977378547192,347.245880127,188.634216309,101.313240051
1.62004609973191E+018,1.62004609971809E+018,7.77878952026,4.50912284851,0.87042838335,355.459777832,189.115463257,101.313240051
1.62004609976352E+018,1.62004609974965E+018,4.31464576721,3.86843729019,0.914800643921,372.095214844,189.657318115,101.313240051
1.62004609979601E+018,1.62004609978185E+018,0,0,0,0,0,101.313240051
1.62004609983417E+018,1.6200460998189E+018,0,0,0,0,0,101.313240051
1.62004609986697E+018,1.62004609985108E+018,0,0,0,0,0,101.313240051
1.62004609990233E+018,1.62004609988752E+018,0,0,0,0,0,101.313240051
1.62004609993069E+018,1.62004609991295E+018,0,0,0,0,0,101.313240051
1.6200460999597E+018,1.62004609994497E+018,0,0,0,0,0,101.313240051
1.62004610000141E+018,1.62004609998692E+018,0,0,0,0,0,101.313240051
1.62004610003862E+018,1.6200461000188E+018,0,0,0,0,0,101.313240051
1.62004610005873E+018,1.62004610004491E+018,0,0,0,0,0,101.313240051
1.6200461001006E+018,1.62004610008573E+018,0,0,0,0,0,101.313240051
1.62004610013211E+018,1.6200461001177E+018,6.2355799675,2.58243489265,0.0344574414194,307.383178711,190.224868774,101.313240051
1.62004610015896E+018,1.62004610014434E+018,0,0,0,0,0,101.313240051
1.62004610019483E+018,1.62004610018042E+018,0,0,0,0,0,101.313240051
1.62004610022892E+018,1.62004610021299E+018,0,0,0,0,0,101.313240051
