%time,field.header.seq,field.header.stamp,time,field.major_axis,field.minor_axis,field.orientation,field.x,field.y,,field.header.stamp,time,field.value,,field.header.stamp,time,field.speed,field.vx,field.vy,field.vz
1.59161415054577E+018,4223,1.5916141505175E+018,129.60593664,120.627067566,94.1761703491,0.634380936623,372.105987549,263.807281494,,1.5916141505175E+018,129.605938944,2.5,,1.59161426512493E+018,244.22219008,0.0152000002563,0.00176999997348,0.0151100000367,0
1.59161415057446E+018,4224,1.59161415054679E+018,129.63522944,145.690963745,91.7110061646,0.45185559988,362.185791016,258.400878906,,1.59161415054679E+018,129.635231744,2.5,,1.59161426517952E+018,244.276785152,0.017899999395,0.0019499999471,0.0177800003439,2.00E-05
1.59161415060587E+018,4225,1.59161415058068E+018,129.669121024,122.057640076,88.9784545898,0.669848382473,370.989685059,261.199127197,,1.59161415058068E+018,129.669123328,2.5,,1.59161426524981E+018,244.347072,0.0197999998927,0.00196000002325,0.0197199992836,6.00E-05
1.59161415063363E+018,4226,1.59161415060616E+018,129.694594304,124.711654663,93.2814331055,0.487369000912,368.93145752,260.52142334,,1.59161415060616E+018,129.694596608,2.5,,1.59161426531614E+018,244.413406208,0.0209999997169,0.00179000000935,0.0209500007331,-1.00E-05
1.59161415067214E+018,4227,1.59161415063475E+018,129.723184128,118.110351562,94.2374420166,0.318934053183,369.96774292,262.11050415,,1.59161415063475E+018,129.723186432,2.5,,1.59161426537967E+018,244.476930048,0.0225000008941,0.00156999996398,0.0223999992013,3.00E-05
1.5916141507068E+018,4228,1.59161415067259E+018,129.76102272,124.813980103,91.354019165,0.663010716438,369.503997803,258.48059082,,1.59161415067259E+018,129.761025024,2.5,,1.59161426543376E+018,244.531027968,0.0232999995351,0.00164000003133,0.0232200007886,1.00E-05
1.59161415074529E+018,4229,1.59161415070427E+018,129.792707072,120.74357605,93.9763183594,0.632266163826,370.946472168,258.743133545,,1.59161415070427E+018,129.792709376,2.5,,1.59161426548931E+018,244.586569216,0.0233999993652,0.00167000002693,0.0232900008559,-1.00E-05
1.59161415077833E+018,4230,1.59161415073612E+018,129.82455808,136.760894775,88.0143127441,0.639405786991,365.889984131,255.686401367,,1.59161415073612E+018,129.824560384,2.5,,1.5916142655457E+018,244.642966272,0.023199999705,0.00167000002693,0.0231699999422,-2.00E-05
1.59161415080666E+018,4231,1.5916141507661E+018,129.854540544,117.639709473,88.4381408691,0.488437592983,371.361755371,262.20690918,,1.5916141507661E+018,129.854542848,2.5,,1.59161426560615E+018,244.703415296,0.023199999705,0.00164999999106,0.0231599994004,-2.00E-05
1.59161415083435E+018,4232,1.59161415080213E+018,129.890568192,120.234016418,91.9770050049,0.581210672855,370.678283691,259.910430908,,1.59161415080213E+018,129.890570496,2.5,,1.59161426566335E+018,244.760609024,0.023199999705,0.00165999995079,0.0230999998748,-2.00E-05
1.59161415086346E+018,4233,1.5916141508329E+018,129.921333248,111.728515625,91.7163619995,0.661241471767,374.136138916,260.819580078,,1.5916141508329E+018,129.921335552,2.5,,1.59161426571793E+018,244.815193088,0.0229000002146,0.00158999999985,0.0228899996728,2.00E-05
1.59161415088891E+018,4234,1.59161415086716E+018,129.95559424,123.357788086,82.5120239258,0.624543488026,369.105804443,261.044891357,,1.59161415086716E+018,129.955596544,2.5,,1.59161426577308E+018,244.870347008,0.0212999992073,0.00158000004012,0.0211999993771,-2.00E-05
1.59161415092182E+018,4235,1.59161415089658E+018,129.98501632,119.345870972,95.3056030273,0.539345622063,372.734985352,258.281860352,,1.59161415089658E+018,129.985018624,2.5,,1.59161426584182E+018,244.939086336,0.0196000002325,0.00193000002764,0.0195099990815,-1.00E-05
1.591614150952E+018,4236,1.59161415093124E+018,130.019673344,119.64100647,90.5043487549,0.642277359962,371.958526611,260.599884033,,1.59161415093124E+018,130.019675648,2.5,,1.59161426592021E+018,245.017476096,0.0174000002444,0.00212999992073,0.0173099990934,-2.00E-05
1.59161415098486E+018,4237,1.59161415096596E+018,130.05439488,116.955551147,88.5820083618,0.523930311203,371.686553955,262.530792236,,1.59161415096596E+018,130.054397184,2.5,,1.59161426597468E+018,245.071940096,0.0147000001743,0.00197999994271,0.0146099999547,-1.00E-05
1.59161415103425E+018,4238,1.59161415100135E+018,130.08978688,123.424880981,89.0534667969,0.642563760281,370.312957764,260.461364746,,1.59161415100135E+018,130.089789184,2.5,,1.5916142660311E+018,245.128360192,0.0105999996886,0.00176000001375,0.0104299997911,0
1.5916141510774E+018,4239,1.59161415103165E+018,130.120087296,125.222717285,85.3389129639,0.539040982723,369.423248291,261.910797119,,1.59161415103165E+018,130.1200896,2.5,,1.59161426608444E+018,245.181700096,0.00620000017807,0.00142999994569,0.00597999989986,2.00E-05
1.59161415110559E+018,4240,1.59161415106886E+018,130.157294592,113.469573975,86.5274658203,0.677079677582,372.843078613,262.276397705,,1.59161415106886E+018,130.157296896,2.5,,1.59161426613743E+018,245.234692096,0.00200000009499,0.00110999995377,0.00162999995518,0
1.59161415112288E+018,4241,1.59161415109651E+018,130.1849472,115.510437012,87.4466094971,0.670200228691,372.109161377,261.410430908,,1.59161415109651E+018,130.184949504,2.5,,1.59161426621225E+018,245.309510912,0.00380000006407,0.000660000019707,-0.00371000007726,0
1.59161415115469E+018,4242,1.59161415112999E+018,130.218429952,107.484794617,85.7008590698,0.569960534573,373.514953613,264.592437744,,1.59161415112999E+018,130.218432256,2.5,,1.59161426627851E+018,245.375776256,0.00829999987036,0.000280000007479,-0.00827999971807,0
