-10.13915588	-19.27032314	-226.7965633
-10.13968095	-19.19431511	-226.762755
-10.14048379	-19.1195331	-226.7369091
-10.14041299	-19.04377342	-226.7131299
-10.14089548	-18.96978257	-226.6802646
-10.14026609	-18.89533926	-226.6684836
-10.14098416	-18.81670894	-226.612708
-10.14182473	-18.73918701	-226.5609296
-10.14131204	-18.6669095	-226.5540859
-10.14228046	-18.594293	-226.5341665
-10.1423645	-18.51691018	-226.4884017
-10.14256367	-18.44066464	-226.4466036
-10.14277236	-18.36818769	-226.4327181
-10.1431799	-18.29381263	-226.4219047
-10.14295453	-18.22378997	-226.4239936
-10.14320331	-18.15238172	-226.4120973
-10.14352781	-18.07621508	-226.3732855
-10.1439762	-18.00392637	-226.3654022
-10.14375062	-17.93388369	-226.3674918
-10.14451391	-17.8601005	-226.3416178
-10.14400521	-17.78782315	-226.3347739
-10.14377949	-17.71572353	-226.334922
-10.14438947	-17.64561046	-226.3329751
-10.14419981	-17.57561702	-226.336053
-10.14489367	-17.50349677	-226.3341724
-10.14458347	-17.43340459	-226.3342643
-10.14443659	-17.36137425	-226.3364098
-10.1441705	-17.29132218	-226.33751
-10.14478147	-17.22119887	-226.3355533
-10.1449495	-17.14767405	-226.3197081
-10.14539788	-17.07538535	-226.3118248
-10.14505117	-17.00527364	-226.3109175
-10.14482259	-16.93523085	-226.3130072
-10.14475746	-16.86530684	-226.3190918
-10.14497194	-16.79561016	-226.3321571
-10.14490283	-16.72569628	-226.3382515
-10.14559803	-16.65565303	-226.3383116
-10.14532834	-16.58558053	-226.3394026
-10.14550351	-16.5158445	-226.3514794
-10.14475809	-16.44612906	-226.3655851
-10.14485359	-16.37736219	-226.3766351
-10.1448683	-16.30751778	-226.3847266
-10.14564013	-16.23751343	-226.3867749
-10.14489471	-16.16779799	-226.4008806
-10.14510999	-16.09809163	-226.4139562
-10.14555938	-16.02580296	-226.4060729
-10.14501248	-15.95553294	-226.4001721
-10.145304	-15.88589604	-226.415255
-10.1448008	-15.81840559	-226.4372949
-10.14509687	-15.74978704	-226.4533386
-10.14531274	-15.68008042	-226.4664042
-10.14521222	-15.61495419	-226.5003926
-10.14439372	-15.5489785	-226.5404325
-10.14513145	-15.4806763	-226.5674629
-10.14422677	-15.4108328	-226.5775938
-10.14491565	-15.33874181	-226.5756924
-10.14460984	-15.26863979	-226.5757845
-10.14458123	-15.19874559	-226.582878
-10.14451591	-15.12884129	-226.5889519
-10.14437016	-15.05886793	-226.5930387
-10.14442059	-14.98905274	-226.6021192
-10.14475621	-14.91942509	-226.6181813
-10.14485114	-14.84962973	-226.6282606
-10.1444256	-14.77945903	-226.6253658
-10.14495461	-14.70721967	-226.6194803
-10.14464467	-14.63507085	-226.6176408
-10.14525864	-14.56494765	-226.6156841
-10.14511607	-14.49774447	-226.6467221
-10.14487572	-13.86569938	-226.7075579
-10.1448503	-13.79580473	-226.7146312
-10.14505902	-13.72335864	-226.7007748
-10.14574261	-13.65156307	-226.674845
-10.14595418	-13.57703958	-226.6590277
-10.14592437	-13.50715477	-226.6661009
-10.14558163	-13.43979326	-226.6921454
-10.1458777	-13.37117472	-226.7081892
-10.14560447	-13.29732357	-226.6813576
-10.1458932	-13.22490651	-226.6694896
-10.14566682	-13.15488381	-226.6715786
-10.14572184	-13.08505822	-226.6806391
-10.14565638	-13.01307782	-226.6848023
-10.14641962	-12.94137129	-226.6608592
-10.14646766	-12.86877623	-226.6429986
-10.14608327	-12.79932779	-226.6660931
-10.14606918	-12.73599215	-226.7280397
-10.14608389	-12.66614774	-226.7361312
-10.14581706	-12.59401842	-226.7352807
-10.14574854	-12.52410427	-226.7413651
-10.14596325	-12.45336942	-226.75347
-10.14653369	-12.38425518	-226.751495
-10.14586492	-12.31183889	-226.7406466
-10.1468256	-12.23544414	-226.6928249
-10.14695408	-12.16291814	-226.6769515
-10.14684884	-12.09296446	-226.6820374
-10.14710024	-12.0232979	-226.6961216
-10.14681892	-11.88784292	-226.7572174
-10.14615373	-11.81818681	-226.7733205
-10.14684494	-11.74814341	-226.7733808
-10.14637754	-11.67586575	-226.7675365
-10.14643236	-11.60604072	-226.7766171
-10.14669037	-11.53810571	-226.816672
-10.14669946	-11.46650922	-226.7987733
-10.1467066	-11.39389418	-226.7799037
-10.14731644	-11.32172418	-226.7760154
-10.14668892	-11.25140481	-226.7681169
-10.14741907	-11.18034227	-226.7681959
-10.1469944	-11.10983597	-226.7893309
-10.14701685	-11.04376981	-226.8253247
-10.14658714	-10.97256048	-226.8214597
-10.14684236	-10.9018453	-226.8345636
-10.14669621	-10.83188193	-226.8386501
-10.1469446	-10.76047338	-226.8267437
-10.14699324	-10.68788835	-226.8088829
-10.14764254	-10.61781465	-226.8079245
-10.14749705	-10.54577436	-226.8100701
-10.14707448	-10.47835382	-226.8341272
-10.14788429	-10.40632212	-226.835233
-10.14768765	-10.33184678	-226.7853782
-10.1485327	-10.26016991	-226.7634433
-10.14846564	-10.18819861	-226.7675763
-10.14752686	-10.12005726	-226.8026892
-10.14850544	-9.269660875	-226.7868683
-10.14855986	-9.199825266	-226.7959291
-10.14932877	-9.127794163	-226.7960453
-10.14926404	-9.057870445	-226.8021399
-10.14912629	-8.703620963	-226.8086528
-10.14998471	-7.644569875	-226.8140431
-10.15027703	-7.572152669	-226.8021649
-10.15032389	-7.499587574	-226.7843036
-10.15045406	-7.43013676	-226.7713325
-10.15098268	-7.357907386	-226.7654468
-10.15051527	-7.28562973	-226.7596024
-10.15072676	-7.215932944	-226.7726679
-10.15034773	-7.147513736	-226.7967528
-10.15119766	-7.075511704	-226.7988574
-10.1510084	-7.005518552	-226.8019452
-10.15058202	-6.936365722	-226.8000014
-10.15147001	-6.863690445	-226.7781045
-10.1514798	-6.791798633	-226.7842446
-10.15094047	-6.724278668	-226.8052855
-10.15103108	-6.652416482	-226.8134339
-10.15107906	-6.581898081	-226.7975041
-10.15165279	-6.509698566	-226.7926169
-10.15190117	-6.438290018	-226.7807105
-10.15119003	-6.367910908	-226.7708046
-10.15171985	-6.29567214	-226.7649391
-10.15193472	-6.22596548	-226.7780047
-10.15267074	-5.375706098	-226.732142
-10.15283906	-5.305266411	-226.7191989
-10.15293326	-5.233414367	-226.7273468
-10.15318825	-5.163737374	-226.7414111
-10.15320037	-5.093882862	-226.7495031
-10.15309472	-5.023928884	-226.7545789
-10.15294938	-4.953966107	-226.7586854
-10.15271747	-4.88187569	-226.7588135
