%time,field.header.seq,field.header.stamp,field.header.frame_id,field.absolute_acceleration,field.ax,field.ay,field.az
1591865213631945525,703,1591865213580590963,,0.212699994445,0.212290003896,0.0128100002185,0.000209999998333
1591865213683463914,704,1591865213631961107,,0.213200002909,0.211750000715,0.0243400000036,-0.00135999999475
1591865213735136818,705,1591865213683373928,,0.178100004792,0.166779994965,0.0624300017953,0.000839999993332
1591865213787086507,706,1591865213735153913,,0.154100000858,0.135069996119,0.0742100030184,0.00130000000354
1591865213838196617,707,1591865213786921024,,0.151299998164,0.12691000104,0.082319997251,0.000260000000708
1591865213890514114,708,1591865213838272094,,0.148599997163,0.12228000164,0.0844900012016,0.000319999991916
1591865213943078560,709,1591865213890682935,,0.127499997616,0.0973600000143,0.0823400020599,0.000140000003739
1591865213994329389,710,1591865213942845106,,0.0680999979377,0.0440700016916,0.0518399998546,-0.00118000002112
1591865214045857727,711,1591865213994173049,,0.0551000013947,0.0283400006592,0.0472499988973,-0.00133999995887
1591865214098015498,712,1591865214045974969,,0.0361000001431,0.0166299995035,0.0320399999619,0.000180000002729
1591865214200450857,713,1591865214098051071,,0.0403999984264,0.0177299994975,0.0362499989569,-0.000739999988582
1591865214252208562,714,1591865214200170993,,0.041400000453,0.0119200004265,0.0396899990737,0.000660000019707
1591865214304679355,715,1591865214252257108,,0.0419999994338,0.01176999975,0.0402799993753,0.00106999999844
1591865214407315169,716,1591865214304342031,,0.0461000017822,0.0193600002676,0.041859999299,-4.99999987369e-05
1591865214458411123,717,1591865214406990051,,0.0461999997497,0.0101300003007,0.0450499989092,-0.000410000007832
1591865214511922732,718,1591865214458220958,,0.0449000000954,0.00872999988496,0.0440399982035,-0.000390000001062
1591865214562988908,719,1591865214511334896,,0.0447000004351,0.00949999969453,0.0436300002038,-0.000209999998333
1591865214615319991,720,1591865214562984943,,0.0465000011027,0.00718000018969,0.0459299981594,-1.99999994948e-05
1591865214667342823,721,1591865214615046024,,0.0454000011086,0.0130700003356,0.0434999987483,-0.000230000005104
1591865214719500808,722,1591865214667066097,,0.0443999990821,0.00600000005215,0.0439499989152,-0.000460000010207
1591865214771304018,723,1591865214719255924,,0.0361000001431,0.00563000002876,0.0356599986553,0.000369999994291
1591865214875872816,724,1591865214771076917,,0.0320999994874,0.0035500000231,0.0318499989808,-0.00142999994569
1591865214926004832,725,1591865214873296976,,0.0267999991775,0.00394000019878,0.0265299994498,-0.000310000003083
1591865214979931715,726,1591865214925374031,,0.0208000000566,-0.000230000005104,0.0208199992776,0.000199999994948
1591865215081725535,727,1591865214979652881,,0.0153999999166,0.00199000001885,0.0152599997818,0.000590000010561
1591865215133813254,728,1591865215081779003,,0.0296000000089,-0.00712999980897,0.0282099992037,-0.00537999998778
1591865215186091608,729,1591865215134057044,,0.0450999997556,-0.0223900005221,0.0385099984705,-0.00671999994665
1591865215288502293,730,1591865215186173915,,0.170399993658,-0.119460001588,0.121430002153,0.00606000004336
1591865215340709905,731,1591865215288223028,,0.140300005674,-0.0870999991894,0.109939999878,0.0010000000475
1591865215392013458,732,1591865215340500116,,0.120999999344,-0.0666899979115,0.100989997387,0.00132999999914
1591865215444906905,733,1591865215391813039,,0.105700001121,-0.0504200011492,0.0928699970245,-0.000410000007832
1591865215496740418,734,1591865215445030927,,0.0882999971509,-0.0349799990654,0.0811000019312,0.000469999999041
1591865215598880285,735,1591865215496761083,,0.063299998641,-0.0161600001156,0.0612099990249,-0.000419999996666
1591865215652057785,736,1591865215598938941,,0.0615999996662,-0.0286500006914,0.0542199984193,-0.00591999990866
1591865215703942636,737,1591865215651340007,,0.0942000001669,-0.070799998939,0.0620299987495,-0.00331000005826
1591865215756146201,738,1591865215703672885,,0.127399995923,-0.105379998684,0.0713799968362,0.00510999979451
1591865215857392241,739,1591865215755889892,,0.144800007343,-0.111589998007,0.0918700024486,0.00848999992013
1591865215908812431,740,1591865215857199907,,0.0153000000864,-0.0133199999109,0.0054999999702,-0.0052100000903
1591865215961048144,741,1591865215908839941,,0.0421000011265,-0.0417900010943,0.00465000001714,-0.00127999996766
