time,stamp,speed,vx,vy,vz
1.62004608474052E+018,1.62004608463797E+018,0,0,0,0
1.62004608484247E+018,1.62004608474065E+018,0,0,1E-05,0
1.62004608494471E+018,1.62004608484279E+018,0,0,1E-05,0
1.6200460850468E+018,1.62004608494478E+018,0,0,0,0
1.62004608514984E+018,1.62004608504699E+018,0,0,0,0
1.62004608525231E+018,1.62004608514955E+018,0,0,0,0
1.62004608535411E+018,1.62004608525202E+018,0,0,0,0
1.62004608545636E+018,1.6200460853543E+018,0,0,1E-05,0
1.6200460855591E+018,1.6200460854565E+018,0,0,-1E-05,0
1.62004608566075E+018,1.62004608555862E+018,0,0,1E-05,0
1.62004608576292E+018,1.62004608566086E+018,0,0,0,0
1.62004608586517E+018,1.62004608576302E+018,0,0,1E-05,0
1.62004608596733E+018,1.62004608586488E+018,0,0,0,0
1.62004608606958E+018,1.6200460859675E+018,0,0,0,0
1.6200460861721E+018,1.62004608606931E+018,0,0,0,0
1.62004608627408E+018,1.62004608617162E+018,0,0,0,0
1.62004608637696E+018,1.62004608627427E+018,0,0,2E-05,0
1.62004608647963E+018,1.62004608637705E+018,0,0,0,0
1.6200460865819E+018,1.62004608647982E+018,0,0,0,0
1.62004608668422E+018,1.620046086582E+018,0,0,1E-05,0
1.6200460867869E+018,1.62004608668435E+018,0,-1E-05,-3E-05,0
1.62004608688907E+018,1.62004608678658E+018,0.00219999998808,0.000169999999343,-0.00221000006422,7E-05
1.62004608699118E+018,1.62004608688881E+018,0.00570000009611,0.000159999995958,-0.00570000009611,7E-05
1.62004608709284E+018,1.62004608699091E+018,0.00190000003204,-0.00156000000425,-0.00109999999404,-0.000300000014249
1.62004608719541E+018,1.62004608709299E+018,0.00359999993816,-0.00326999998651,0.0014600000577,-0.000429999985499
1.62004608729708E+018,1.62004608719514E+018,0.00340000004508,-0.00276000006124,0.00200000009499,-0.000119999996969
1.62004608734946E+018,1.62004608729721E+018,0.00270000007004,-0.0020600000862,0.00170000002254,0.000289999996312
1.62004608745244E+018,1.62004608734962E+018,0.00260000000708,-0.00208000000566,0.00156999996398,0.000339999998687
1.62004608755451E+018,1.62004608745283E+018,0.00310000008903,-0.00161999999546,0.00261999992654,0.000380000012228
1.62004608765671E+018,1.62004608755468E+018,0.00319999991916,-0.00193000002764,0.00252000009641,0.000440000003437
1.6200460877592E+018,1.6200460876568E+018,0.00279999990016,-0.00165999995079,0.00221000006422,0.000560000014957
1.62004608786132E+018,1.62004608775893E+018,0.00279999990016,-0.00176999997348,0.00215000007302,0.000410000007832
1.6200460879625E+018,1.620046087861E+018,0.00310000008903,-0.00209999992512,0.00228999997489,0.000369999994291
1.62004608806408E+018,1.62004608796231E+018,0.00279999990016,-0.00188999995589,0.00199000001885,0.000339999998687
1.62004608816662E+018,1.62004608806422E+018,0.00289999996312,-0.00218000006862,0.00187999999616,0.000260000000708
1.62004608826801E+018,1.62004608816632E+018,0.00270000007004,-0.00215000007302,0.00164000003133,0.000269999989541
1.62004608836948E+018,1.62004608826782E+018,0.00270000007004,-0.00218000006862,0.00153000000864,0.000269999989541
1.62004608842087E+018,1.62004608836928E+018,0.00270000007004,-0.00221000006422,0.00158999999985,0.000239999993937
1.620046088522E+018,1.62004608842067E+018,0.00289999996312,-0.00227000005543,0.001719999942,0.000260000000708
1.62004608862378E+018,1.62004608852205E+018,0.00260000000708,-0.00200999993831,0.00164999999106,0.000280000007479
1.62004608872562E+018,1.62004608862393E+018,0.00279999990016,-0.00211000000127,0.00176999997348,0.000369999994291
1.62004608882775E+018,1.62004608872569E+018,0.00260000000708,-0.00193000002764,0.00167000002693,0.000300000014249
1.62004608893012E+018,1.62004608882779E+018,0.00310000008903,-0.0023199999705,0.00196000002325,0.000330000009853
1.62004608903222E+018,1.62004608892988E+018,0.00279999990016,-0.00206999992952,0.00190000003204,0.000280000007479
1.62004608913413E+018,1.62004608903195E+018,0.00279999990016,-0.00197000009939,0.0019199999515,0.000269999989541
1.62004608918606E+018,1.62004608913385E+018,0.00300000002608,-0.00211000000127,0.0020600000862,0.000280000007479
1.62004608928834E+018,1.62004608918608E+018,0.00310000008903,-0.00227000005543,0.00215000007302,0.000300000014249
1.62004608939046E+018,1.62004608928848E+018,0.00279999990016,-0.00197999994271,0.00193999998737,0.000300000014249
1.62004608949218E+018,1.62004608939057E+018,0.00289999996312,-0.00211000000127,0.00190000003204,0.000280000007479
1.62004608959349E+018,1.62004608949196E+018,0.00270000007004,-0.0020600000862,0.00175000005402,0.000289999996312
1.62004608969492E+018,1.62004608959331E+018,0.00289999996312,-0.00212000007741,0.00188999995589,0.000260000000708
1.62004608979715E+018,1.62004608969473E+018,0.00289999996312,-0.00211000000127,0.00197999994271,0.000269999989541
1.62004608989911E+018,1.62004608979681E+018,0.00279999990016,-0.00197000009939,0.00202000001445,0.000260000000708
1.6200460900011E+018,1.62004608989878E+018,0.00319999991916,-0.00219999998808,0.00224999990314,0.000280000007479
1.6200460901028E+018,1.6200460900008E+018,0.00520000001416,-0.00362999993376,0.00370000000112,0.000520000001416
1.62004609015446E+018,1.62004609010295E+018,0.00800000037998,-0.00579999992624,0.0054199998267,0.00079999997979
1.62004609025628E+018,1.6200460901545E+018,0.00879999995232,-0.00663000019267,0.00576000008732,0.000739999988582
1.62004609035906E+018,1.62004609025637E+018,0.00800000037998,-0.00600000005215,0.00514000002295,0.00089999998454
1.62004609046071E+018,1.62004609035923E+018,0.00850000046194,-0.0064400001429,0.00551000004634,0.000669999979436
1.6200460905623E+018,1.62004609046077E+018,0.00850000046194,-0.00619000010192,0.00581000000238,0.000850000011269
1.62004609066439E+018,1.6200460905621E+018,0.00829999987036,-0.0063000000082,0.00535999983549,0.000769999984186
1.62004609076567E+018,1.62004609066411E+018,0.00870000012219,-0.00640999991447,0.00583000015467,0.000809999997728
1.62004609086683E+018,1.6200460907655E+018,0.00829999987036,-0.00607000011951,0.00553999980912,0.000869999988936
1.62004609096886E+018,1.62004609086684E+018,0.00889999978244,-0.00669999979436,0.00575000001118,0.000850000011269
1.62004609107141E+018,1.62004609096888E+018,0.00820000004023,-0.00618000002578,0.00529999984428,0.000790000020061
1.62004609117345E+018,1.62004609107111E+018,0.00800000037998,-0.00594000006095,0.00528999976814,0.000839999993332
1.62004609127598E+018,1.62004609117319E+018,0.00870000012219,-0.00645000021905,0.00585999991745,0.000750000006519
1.62004609137724E+018,1.62004609127566E+018,0.00879999995232,-0.00643000006676,0.00602000020444,0.000820000015665
1.62004609147843E+018,1.62004609137704E+018,0.00820000004023,-0.0059299999848,0.00563000002876,0.000850000011269
1.62004609158072E+018,1.62004609147846E+018,0.00839999970049,-0.00643000006676,0.00535999983549,0.000790000020061
1.62004609168294E+018,1.62004609158045E+018,0.00800000037998,-0.00600000005215,0.00529999984428,0.000820000015665
1.62004609178518E+018,1.62004609168271E+018,0.00910000037402,-0.00681999977678,0.00597999989986,0.000839999993332
1.62004609188698E+018,1.62004609178491E+018,0.00850000046194,-0.00625000009313,0.00571000017226,0.000820000015665
1.62004609198909E+018,1.62004609188669E+018,0.00850000046194,-0.0063000000082,0.00571000017226,0.000869999988936
1.62004609209123E+018,1.6200460919888E+018,0.00860000029206,-0.00631000008434,0.00577000016347,0.000760000024457
1.62004609219381E+018,1.6200460920913E+018,0.00870000012219,-0.00653999997303,0.00576000008732,0.000769999984186
1.62004609224567E+018,1.62004609219347E+018,0.00839999970049,-0.00627999985591,0.00547000020742,0.00079999997979
1.62004609234867E+018,1.62004609224582E+018,0.00870000012219,-0.00652999989688,0.00576000008732,0.000809999997728
1.62004609245074E+018,1.62004609234838E+018,0.00810000021011,-0.00606000004336,0.00526000000536,0.000829999975394
1.62004609255313E+018,1.62004609245099E+018,0.00870000012219,-0.0066499998793,0.0055800001137,0.000739999988582
1.62004609265576E+018,1.62004609255324E+018,0.00829999987036,-0.00586999999359,0.00582000007853,0.00089000002481
1.62004609275737E+018,1.62004609265545E+018,0.00860000029206,-0.00638000015169,0.00571999978274,0.000760000024457
1.62004609285886E+018,1.62004609275751E+018,0.00870000012219,-0.00633999984711,0.00596999982372,0.000760000024457
1.62004609296029E+018,1.62004609285894E+018,0.00860000029206,-0.00649000005797,0.0056400001049,0.000709999992978
1.62004609306251E+018,1.62004609296048E+018,0.00839999970049,-0.00628999993205,0.00545000005513,0.000739999988582
1.62004609316495E+018,1.62004609306267E+018,0.00829999987036,-0.00632999977097,0.00537999998778,0.000769999984186
1.62004609326704E+018,1.62004609316471E+018,0.00839999970049,-0.00624000001699,0.00553000019863,0.000829999975394
1.62004609336932E+018,1.62004609326679E+018,0.00860000029206,-0.00634999992326,0.00576000008732,0.000859999970999
1.62004609347108E+018,1.62004609336898E+018,0.00850000046194,-0.00626999977976,0.00563000002876,0.000859999970999
1.62004609357363E+018,1.62004609347122E+018,0.00839999970049,-0.00604999996722,0.00571000017226,0.000790000020061
1.62004609367545E+018,1.62004609357336E+018,0.00810000021011,-0.00581000000238,0.00553999980912,0.000769999984186
1.62004609377786E+018,1.62004609367551E+018,0.00879999995232,-0.00655000004917,0.00579999992624,0.000769999984186
1.62004609388014E+018,1.62004609377756E+018,0.00730000017211,-0.00577000016347,0.00447000004351,0.000639999983832
1.62004609398236E+018,1.62004609387978E+018,0.00319999991916,-0.00276000006124,0.00153000000864,0.000369999994291
1.62004609408667E+018,1.62004609398263E+018,0.00079999997979,0.000739999988582,-0.000159999995958,0.000199999994948
1.62004609418854E+018,1.62004609408644E+018,0.00449999980628,0.00450999988243,-0.000330000009853,0.000360000005458
1.62004609429E+018,1.62004609418864E+018,0.00899999961257,0.00899999961257,-0.000230000005104,0.000269999989541
1.6200460943921E+018,1.62004609429006E+018,0.00889999978244,0.00889000017196,-0.000110000000859,-7E-05
1.62004609449575E+018,1.62004609439222E+018,0.00870000012219,0.00874000042677,-0.000220000001718,-1E-05
1.62004609459742E+018,1.62004609449547E+018,0.00899999961257,0.00894999969751,-0.000260000000708,0.000110000000859
1.62004609469959E+018,1.62004609459752E+018,0.00930000003427,0.0092700002715,-0.000159999995958,0.000110000000859
1.62004609480132E+018,1.62004609469934E+018,0.00889999978244,0.00887999963015,-8E-05,9E-05
1.62004609490338E+018,1.62004609480154E+018,0.00910000037402,0.00913999974728,-0.000250000011874,3E-05
1.62004609500583E+018,1.62004609490353E+018,0.00879999995232,0.00882000010461,-0.000339999998687,0.000110000000859
1.62004609510771E+018,1.62004609500556E+018,0.00850000046194,0.00844999961555,-0.000209999998333,6E-05
1.62004609521019E+018,1.62004609510782E+018,0.00879999995232,0.00877999980003,-0.000230000005104,0
1.62004609531291E+018,1.6200460952104E+018,0.00879999995232,0.00877000018954,-0.000330000009853,-6E-05
1.62004609541528E+018,1.62004609531311E+018,0.00860000029206,0.00863999966532,-0.000419999996666,2E-05
1.6200460954679E+018,1.62004609541569E+018,0.00930000003427,0.00934000033885,-0.000469999999041,9E-05
1.62004609561969E+018,1.62004609546763E+018,0.0093999998644,0.00934999994934,-0.000369999994291,4E-05
1.6200460957218E+018,1.62004609561986E+018,0.00860000029206,0.00856999959797,-0.000190000006114,4E-05
1.62004609582387E+018,1.62004609572193E+018,0.00910000037402,0.00905000045896,-0.000239999993937,0.000169999999343
1.62004609587584E+018,1.62004609582396E+018,0.00899999961257,0.00901000015438,-0.000310000003083,0.000130000000354
1.62004609597862E+018,1.620046095876E+018,0.00949999969453,0.00951999984682,-0.000360000005458,0.0001
1.62004609608027E+018,1.62004609597877E+018,0.00889999978244,0.00887999963015,-0.000159999995958,0.000119999996969
1.62004609618247E+018,1.62004609608009E+018,0.00889999978244,0.00887999963015,-0.000369999994291,0.0001
1.62004609628472E+018,1.62004609618215E+018,0.00860000029206,0.00858000013977,-0.000310000003083,0.000150000007125
1.62004609638684E+018,1.62004609628454E+018,0.00920000020415,0.00918999966234,-0.000419999996666,3E-05
1.62004609649045E+018,1.62004609638704E+018,0.0093999998644,0.00937000010163,-0.000369999994291,0.0001
1.62004609659214E+018,1.62004609649013E+018,0.00870000012219,0.00872000027448,-3E-05,3E-05
1.62004609669326E+018,1.62004609659187E+018,0.00889999978244,0.00891999993473,-0.000119999996969,8E-05
1.62004609679454E+018,1.62004609669326E+018,0.00870000012219,0.00867000035942,-0.000469999999041,8E-05
1.62004609689596E+018,1.6200460967946E+018,0.00889999978244,0.00889000017196,-0.000469999999041,5E-05
1.62004609694939E+018,1.620046096896E+018,0.00920000020415,0.00922999996692,-0.000399999989895,8E-05
1.62004609704988E+018,1.62004609694786E+018,0.00889999978244,0.00887999963015,-0.000239999993937,0.0001
1.62004609715226E+018,1.62004609704965E+018,0.00829999987036,0.00831000041217,-0.000280000007479,2E-05
1.62004609725488E+018,1.62004609715198E+018,0.00949999969453,0.00949999969453,-0.000339999998687,8E-05
1.62004609736174E+018,1.6200460972554E+018,0.00889999978244,0.00886000040919,-0.000380000012228,9E-05
1.62004609746393E+018,1.62004609736186E+018,0.00669999979436,0.00669000018388,-0.000280000007479,1E-05
1.62004609756646E+018,1.62004609746408E+018,0.00200000009499,0.00200999993831,-0.000310000003083,-8E-05
1.62004609766819E+018,1.62004609756614E+018,0.000300000014249,0.000269999989541,-0.000190000006114,2E-05
1.62004609777067E+018,1.62004609766829E+018,0.00130000000354,0.000699999975041,-0.00106999999844,-1E-05
1.62004609787288E+018,1.62004609777091E+018,0.00150000001304,1E-05,-0.00150999997277,-6E-05
1.6200460979746E+018,1.620046097873E+018,0.00200000009499,-0.0019499999471,-0.000390000001062,-0.000289999996312
1.62004609807583E+018,1.62004609797437E+018,0.00620000017807,-0.00622999994084,-9E-05,-0.000419999996666
1.62004609817809E+018,1.62004609807591E+018,0.00930000003427,-0.00932000018656,-0.0001,-5E-05
1.62004609827985E+018,1.62004609817828E+018,0.00870000012219,-0.00870000012219,-0.000169999999343,0.000110000000859
1.62004609838249E+018,1.62004609827993E+018,0.00850000046194,-0.00848999992013,-2E-05,0.000159999995958
1.62004609843452E+018,1.62004609838216E+018,0.00899999961257,-0.00901000015438,0.000230000005104,0
1.62004609858622E+018,1.62004609843425E+018,0.00960000045598,-0.00963000021875,0.000280000007479,-0.000159999995958
1.62004609863753E+018,1.62004609858624E+018,0.00879999995232,-0.00879000034183,-2E-05,-0.0001
1.62004609878901E+018,1.62004609863764E+018,0.0097000002861,-0.00965999998152,0.000269999989541,-0.000199999994948
1.62004609889087E+018,1.62004609878911E+018,0.00850000046194,-0.0085199996829,0.000199999994948,-0.0001
1.62004609894184E+018,1.62004609889057E+018,0.00930000003427,-0.00932999979705,0.000360000005458,-0.0001
1.6200460990436E+018,1.62004609894204E+018,0.00930000003427,-0.00934000033885,0.000310000003083,-0.0001
1.62004609914598E+018,1.62004609904373E+018,0.00860000029206,-0.00855999998748,0.000330000009853,-3E-05
1.62004609924779E+018,1.6200460991457E+018,0.00839999970049,-0.0083799995482,0.000289999996312,-9E-05
1.62004609939949E+018,1.62004609924789E+018,0.00910000037402,-0.00906999967992,0.000500000023749,-9E-05
1.62004609945201E+018,1.62004609939929E+018,0.00930000003427,-0.00932000018656,0.000330000009853,-7E-05
1.62004609955487E+018,1.62004609945226E+018,0.00910000037402,-0.00906999967992,0.000300000014249,-6E-05
1.62004609965767E+018,1.62004609955458E+018,0.00820000004023,-0.00817999988794,0.000230000005104,-9E-05
1.62004609975871E+018,1.62004609965736E+018,0.00960000045598,-0.0095600001514,0.000419999996666,-1E-05
1.62004609986075E+018,1.62004609975891E+018,0.00860000029206,-0.00858000013977,0.000280000007479,-0.000150000007125
1.62004609996285E+018,1.62004609986055E+018,0.00960000045598,-0.00956999976188,0.000310000003083,-0.000140000003739
1.62004610006403E+018,1.62004609996249E+018,0.00899999961257,-0.00899999961257,0.000169999999343,-0.000130000000354
1.62004610016592E+018,1.62004610006386E+018,0.00839999970049,-0.00843000039458,0.000169999999343,3E-05
1.62004610026798E+018,1.62004610016604E+018,0.00899999961257,-0.0089800003916,0.000469999999041,-7E-05
1.62004610037019E+018,1.62004610026815E+018,0.00910000037402,-0.00906999967992,0.000330000009853,-0.000140000003739
1.62004610047278E+018,1.62004610037024E+018,0.00850000046194,-0.0085199996829,-4E-05,1E-05
1.62004610057448E+018,1.62004610047248E+018,0.00889999978244,-0.00884999986738,0.000220000001718,-0.000140000003739
1.62004610067659E+018,1.62004610057461E+018,0.00920000020415,-0.00915000028908,0.000410000007832,-0.0001
1.62004610072865E+018,1.62004610067669E+018,0.00920000020415,-0.00918999966234,0.000360000005458,-9E-05
1.62004610083103E+018,1.62004610072862E+018,0.00850000046194,-0.00848999992013,9E-05,-6E-05
1.62004610093279E+018,1.62004610083074E+018,0.00930000003427,-0.00925000011921,0.00054999999702,-0.000110000000859
1.6200461010353E+018,1.62004610093284E+018,0.00879999995232,-0.00882999971509,0.00034999998752,-0.000119999996969
1.62004610113719E+018,1.62004610103503E+018,0.00879999995232,-0.00875999964774,0.000360000005458,-0.000169999999343
1.62004610123943E+018,1.6200461011373E+018,0.00839999970049,-0.00839999970049,0.000429999985499,-5E-05
1.62004610134158E+018,1.62004610123954E+018,0.00700000021607,-0.00694999983534,0.000419999996666,-4E-05
1.62004610144334E+018,1.62004610134174E+018,0.00109999999404,-0.00107999995816,2E-05,7E-05
1.62004610154544E+018,1.62004610144314E+018,0.00130000000354,-6E-05,-0.00132000003941,4E-05
1.62004610164686E+018,1.62004610154513E+018,0.00400000018999,0,-0.00394999980927,0.000130000000354
1.62004610174896E+018,1.62004610164668E+018,0.00079999997979,0.000560000014957,-0.000590000010561,7E-05
1.62004610185123E+018,1.62004610174865E+018,0.00150000001304,0.00147000001743,-0.000339999998687,9E-05
1.62004610195306E+018,1.62004610185136E+018,0.00700000021607,0.00686000008136,-0.00130999996327,0.000180000002729
1.62004610205513E+018,1.62004610195321E+018,0.00769999995828,0.0076700001955,-0.000609999988228,4E-05
1.62004610215787E+018,1.62004610205532E+018,0.00980000011623,0.00980000011623,-0.000369999994291,9E-05
1.62004610225962E+018,1.6200461021576E+018,0.00870000012219,0.0086799999699,0.000590000010561,-2E-05
1.62004610236287E+018,1.62004610225981E+018,0.00920000020415,0.00917000044137,0.000119999996969,5E-05
1.62004610246513E+018,1.62004610236315E+018,0.00899999961257,0.0089699998498,8E-05,6E-05
1.62004610256731E+018,1.62004610246525E+018,0.00889999978244,0.00884999986738,0.000130000000354,0
1.62004610266987E+018,1.62004610256742E+018,0.00920000020415,0.00922999996692,-0.000110000000859,0.000169999999343
1.62004610277095E+018,1.62004610266957E+018,0.00920000020415,0.00915000028908,-0.000230000005104,0.000150000007125
1.6200461028728E+018,1.62004610277101E+018,0.00870000012219,0.0086799999699,-8E-05,1E-05
1.62004610297409E+018,1.62004610287286E+018,0.00889999978244,0.00884999986738,-0.000150000007125,1E-05
1.62004610307552E+018,1.62004610297412E+018,0.00870000012219,0.00872000027448,-0.000130000000354,0.0001
1.62004610317727E+018,1.62004610307558E+018,0.00920000020415,0.00915999989957,-0.000390000001062,9E-05
1.62004610327852E+018,1.62004610317699E+018,0.00850000046194,0.00850000046194,-0.000230000005104,2E-05
1.62004610338052E+018,1.62004610327854E+018,0.00960000045598,0.00961999967694,-0.000360000005458,0.0001
1.62004610348299E+018,1.62004610338066E+018,0.00889999978244,0.00887999963015,-0.000250000011874,0.0001
1.62004610358568E+018,1.6200461034832E+018,0.00829999987036,0.00832999963313,-0.000339999998687,8E-05
1.62004610368848E+018,1.62004610358588E+018,0.00860000029206,0.00863999966532,-0.00034999998752,0.0001
1.62004610379117E+018,1.62004610368856E+018,0.00889999978244,0.00887000001967,-0.000330000009853,0.0001
1.62004610389364E+018,1.62004610379139E+018,0.00590000022203,0.0059299999848,-0.000230000005104,1E-05
1.62004610404616E+018,1.62004610389371E+018,0.00310000008903,0.00304000009783,-0.000479999987874,-6E-05
1.62004610414743E+018,1.62004610404596E+018,0,2E-05,1E-05,1E-05
1.62004610429881E+018,1.62004610414758E+018,0,2E-05,-3E-05,2E-05
1.62004610435033E+018,1.62004610429882E+018,0,0,0,0
1.62004610445239E+018,1.62004610435014E+018,0,1E-05,0,1E-05
1.62004610455495E+018,1.62004610445252E+018,0,0,0,0
1.62004610460704E+018,1.62004610455459E+018,0,0,0,0
1.6200461047089E+018,1.62004610460675E+018,0,-1E-05,0,0
1.62004610481122E+018,1.62004610470902E+018,0,1E-05,-1E-05,1E-05
1.62004610486376E+018,1.6200461048114E+018,0,0,0,0
1.62004610496612E+018,1.62004610486401E+018,0,0,0,0
1.62004610506822E+018,1.62004610496621E+018,0,0,0,0
1.62004610511968E+018,1.62004610506835E+018,0,0,0,0
1.62004610522195E+018,1.62004610511975E+018,0,0,-1E-05,0
1.62004610532448E+018,1.6200461052219E+018,0,0,0,0
1.62004610537658E+018,1.62004610532468E+018,0,0,0,0
1.62004610547903E+018,1.62004610537669E+018,0,1E-05,0,1E-05
1.62004610558104E+018,1.62004610547872E+018,0,0,0,0
1.62004610563313E+018,1.62004610558072E+018,0,0,0,0
1.62004610573486E+018,1.62004610563294E+018,0,0,0,0
1.62004610583743E+018,1.62004610573505E+018,0,0,0,0
1.62004610588954E+018,1.6200461058371E+018,0,0,0,0
1.62004610599215E+018,1.62004610588922E+018,0,-1E-05,0,0
1.62004610609457E+018,1.62004610599191E+018,0,0,0,0
1.62004610614648E+018,1.62004610609478E+018,0,0,0,0
1.620046106249E+018,1.62004610614676E+018,0,0,0,0
1.620046106302E+018,1.62004610624913E+018,0,0,0,0
1.62004610640437E+018,1.62004610630213E+018,0,0,0,0
1.62004610650647E+018,1.62004610640455E+018,0,0,0,0
1.62004610655828E+018,1.62004610650617E+018,0,0,0,0
1.62004610666095E+018,1.62004610655849E+018,0,0,0,0
1.6200461067627E+018,1.62004610666074E+018,0,0,0,0
1.62004610681414E+018,1.6200461067628E+018,0,0,0,0
1.62004610691679E+018,1.62004610681429E+018,0,0,0,0
1.62004610701851E+018,1.62004610691652E+018,0,0,0,0
1.62004610707067E+018,1.62004610701875E+018,0,0,0,0
1.62004610717275E+018,1.62004610707075E+018,0,0,0,0
1.62004610722563E+018,1.62004610717284E+018,0,-1E-05,0,0
1.62004610732934E+018,1.62004610722516E+018,0,1E-05,0,1E-05
1.62004610743017E+018,1.62004610732765E+018,0,0,0,0
1.62004610753313E+018,1.62004610743051E+018,0,0,0,0
1.62004610758516E+018,1.62004610753282E+018,0,0,0,0
1.62004610768737E+018,1.62004610758528E+018,0,0,1E-05,0
1.62004610778946E+018,1.62004610768748E+018,0,0,-1E-05,0
1.62004610789209E+018,1.62004610778959E+018,0,0,0,0
1.62004610794432E+018,1.62004610789235E+018,0,0,0,0
1.62004610804561E+018,1.62004610794429E+018,0,0,0,0
1.62004610814706E+018,1.62004610804573E+018,0,0,-1E-05,0
1.62004610819954E+018,1.62004610814708E+018,0,0,0,0
